 	il	cibo	vuole	mangiato	appena	lo	cucini	</S>
o	0.97785034	0.0167584216	0.00329970544828	0.00093525336952	0.000496070950782	6.30601073748e-05	0.000498716074591	9.843777784e-05
m	0.54570386	0.365891244	0.02238608176	0.013028241134	0.00673496391492	0.00066528015932	0.0408266018042	0.00476374613948
a	0.3020843532	0.6289866354	0.045411933378	0.00208615764	0.0045337398488	0.00030394437026	0.00201992847127	0.0145732903381
r	0.1551906652	0.592224778	0.12311674908	0.002543647514	0.0106207461908	0.0245309312058	0.00259621877184	0.0891762453712
ì	0.036685893788	0.702032506	0.2522768128	0.00639919046	0.001127631672	0.0001365528636	0.000471947550024	0.0008694589518
o	0.07043407596	0.6633217564	0.2602549048	0.00495010818	0.0006524248181	0.000195492804644	5.183945136e-05	0.00013941600359
e	0.003718383546	0.5924971956	0.371283578	0.02897764266	0.0010763827308	0.0014599100568	0.0003161232262	0.00067078013664
t	0.006425630948	0.2319890726	0.645354176	0.0715665876	0.0054832014012	0.0120214666709	0.00595836186972	0.02120152889
è	0.001989118058	0.07590832012	0.769049602	0.1203113188	0.029258854072	0.001188680882	0.0006426539784	0.00165145614284
l	0.0042262148594	0.03080914626	0.776835686	0.1763784546	0.008061029192	0.0018568028307	0.0008638621701	0.00096883628016
i	0.00182109613	0.0592655563	0.694094994	0.1847042956	0.054558712662	0.001318371708	0.0014480885856	0.00278887649754
f	0.016263779492	0.01237041904	0.21447333	0.68181852	0.05190495078	0.01566250595	0.00223344815	0.005273054568
a	0.0021312376612	0.015247527158	0.447304612	0.414831856	0.10801689668	0.0050066363	0.0028858591	0.004575345578
m	0.0055270313096	0.00310513662	0.071534788	0.786088872	0.1074179454	0.01674631696	0.001764228726	0.0078156719298
è	0.0026071828928	0.00692929778	0.0922450482	0.628626028	0.2243388506	0.02567425054	0.00659509112	0.01298426238
n	0.0108667828274	0.005462077674	0.0341225566	0.680740394	0.2282914834	0.0321434776	0.005201431008	0.0031718082594
o	0.0094613849206	0.012357181126	0.0608258004	0.448934202	0.373592918	0.0383422208	0.02268614134	0.03380010906
a	0.05535538065	0.0072246850634	0.010304964856	0.2039717286	0.382847286	0.3011853482	0.0213739881	0.01773658068
p	0.009071001252	0.0045054681764	0.0109099539212	0.08195035524	0.397290059	0.411833606	0.0349400962	0.04949945532
p	0.006872384504	0.0032421109328	0.007248461874	0.056169162	0.638401914	0.1882789934	0.0607905168	0.0389964502
è	0.00134475515865	0.00383415205968	0.023193334912	0.0987866734	0.403825942	0.210585905	0.0855855112	0.17284371636
n	0.006789981164	0.00189676637	0.003969297788	0.02840854566	0.1719956288	0.4721431686	0.2944646568	0.02033195988
a	0.0069243970914	0.001203815776	0.0028957301228	0.02370911228	0.28015244634	0.28999692	0.2643715088	0.1307460546
o	0.015005645178	0.002161610094	0.004172409806	0.0190586075	0.0578775544	0.4987351348	0.20701851	0.1959704968
m	0.00415113562	0.003819204325	0.006564673176	0.021426410496	0.057739592768	0.2359665152	0.423143428	0.247189006
a	0.010885497196	0.0030938868882	0.0019314226908	0.013520317408	0.042810340494	0.34553063	0.337782796	0.2444451074
r	0.002439998628	0.0044841600372	0.008521094322	0.017127671446	0.040086021474	0.075180397	0.696864322	0.15529630216
è	0.0030673707808	0.00256453438192	0.001231716184	0.0065284640386	0.019952464544	0.10681782748	0.662410004	0.19742764
i	0.001990086094	0.000689063888	0.001536153556	0.002681884826	0.009584021712	0.03089243952	0.84756765	0.1050586774
</S>	0.00528112502	0.0036687014226	0.00445167463	0.01648208425	0.018969726649	0.033861020092	0.516361198	0.400924455
