 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.938752152	0.05072137212	0.00899072147	0.0003603990014	0.00026137930088	0.0001213920226	0.00044171202716	0.000350882792346
g	0.550755865	0.2232038065	0.09758973856	0.0210246345802	0.0154616266257	0.0226306024786	0.00396947531404	0.0653642454773
r	0.4511843854	0.2896247784	0.1793582674	0.030984541636	0.0013147812112	0.0016186798168	0.002732269898	0.0431822561069
a	0.0305899828	0.5920945088	0.3275566494	0.01308024022	0.004723862082	0.0045008912404	0.00495375318599	0.0225000722334
t	0.06403592916	0.1309977568	0.71176221	0.02235759914	0.0188327879	0.0185783176648	0.0323249050874	0.0011105280592
s	0.0491754021	0.370628491	0.440147963	0.0909554344	0.01102351044	0.007664984554	0.0043759551314	0.0260282687063
a	0.02007955414	0.2387793754	0.5178222248	0.17161629628	0.040714771428	0.005179861842	0.0043963702956	0.00141160620934
è	0.034539083012	0.02055511282	0.75883431	0.0869785416	0.060416883688	0.012704266924	0.023915961481	0.0020558540896
n	0.01703867708	0.00412367956	0.698238052	0.1949010262	0.02840979024	0.022239757008	0.028347152712	0.0067018278609
a	0.083560438886	0.00812997686	0.4343931946	0.3240610974	0.120074545	0.00967096008	0.005430500036	0.014679277046
n	0.060861483	0.01022441914	0.183487392	0.3194650356	0.305256866	0.0755314742	0.039775701576	0.00539759562
g	0.072231430264	0.019418782368	0.114471612	0.41327945	0.301114234	0.0375485475	0.01762057586	0.02431539681
r	0.108824926253	0.0279050370758	0.0679812634	0.23625695798	0.4900286146	0.037086474	0.02320627362	0.00871046736
à	0.003266465876	0.008530153306	0.014588443	0.2629182078	0.613791878	0.0666615286	0.00586779398	0.024375543864
m	0.0093261005	0.00268627532	0.01154487506	0.1088620514	0.599572502	0.250170632	0.0116753699	0.006162172684
m	0.006372150291	0.002691449298	0.01560696752	0.144565194	0.499994616	0.1758124606	0.11163798344	0.043319150436
a	0.00685350628	0.008431633484	0.007941408626	0.03385766416	0.761707196	0.1228843936	0.042171548352	0.0161526454208
a	0.01873273166	0.00330557012	0.011395152594	0.0115967932	0.1929035668	0.644010188	0.05576072366	0.06229529396
d	0.017073984184	0.003127227644	0.0063883664224	0.006708886244	0.0348171906	0.62768004	0.24546676434	0.0587375266
r	0.01391405162	0.0218919516894	0.006563932198	0.01743404048	0.0761411444	0.319010336	0.3732725	0.17177206916
e	0.0110690822255	0.0040209987469	0.0036712879888	0.00457951292	0.1812181286	0.225734106	0.280718104	0.28898882358
f	0.008874583578	0.00396255733426	0.005627808938	0.007734892106	0.02405046206	0.332671046	0.330566544	0.2865121299
ù	0.0094227807338	0.0081753995792	0.0019241769614	0.011035167184	0.02190819734	0.2878307904	0.483288786	0.176414686
m	0.0093727349342	0.0042128551259	0.004872996948	0.004814169982	0.00563109216	0.2162907478	0.686239982	0.0685654038
m	0.0025817819338	0.0005477815876	0.0004179484994	0.0021431777282	0.008928142628	0.149463147	0.760748338	0.0751696748
u	0.03385889352	0.0092387345428	0.0225578471714	0.0163307816042	0.0449078746	0.2093016527	0.4584341	0.2053700968
</S>	0.01680459266	0.006806995496	0.027611281679	0.028211300212	0.017695686122	0.07804736096	0.1797948356	0.6450279584
