 	voglio	che	Maria	che	venga	domani	</S>
i	0.987153848	0.00801091967	0.00274966992	0.00020154966126	9.0646772188e-05	0.00160614587455	0.00018721077354
t	0.91346268	0.07306181716	0.01144995728	0.0003131835208	0.00022887706182	0.00043426756084	0.00104917063983
è	0.522146138	0.2445901016	0.19384410276	0.009480045132	0.00797574172928	0.0156668797268	0.0062969411776
l	0.623621068	0.350960929	0.02256880136	0.0004222807832	0.0002533390406	0.00134238616452	0.00083117025793
o	0.3975370684	0.432922106	0.1413817156	0.0111415939436	0.00337961802272	0.002164034239	0.0114738622572
k	0.0476860423	0.79797531	0.10442290818	0.03457391071	0.007268886908	0.00528987707688	0.0027830755372
a	0.00752747304	0.3715367874	0.426659984	0.17377207308	0.0134870484884	0.0034408503352	0.00357577183472
i	0.03553573388	0.478389272	0.3189446084	0.112948669	0.0252844392	0.0130401635432	0.0158570637982
M	0.00460283702	0.0250095753	0.830724522	0.071527351	0.04235472884	0.0229678402108	0.0028131044364
a	0.00411572664	0.073380892	0.406579522	0.4134822088	0.03809209398	0.049331516762	0.01501812804
r	0.03463688352	0.1695174472	0.349849018	0.281398902	0.0351798906	0.027229344304	0.102188524736
ì	0.020295241184	0.029370011	0.30827090548	0.35421382	0.0782056741	0.05557925618	0.1540650836
a	0.1235037071	0.05884419016	0.1123775648	0.44927206	0.1957738187	0.042705069508	0.0175235534632
n	0.028644262038	0.0087746791996	0.04404509926	0.257913396	0.4161478252	0.1928442146	0.05163051586
a	0.0008259505754	0.0130239355192	0.094280364986	0.1952796122	0.18150442254	0.4550357386	0.0600499759
r	0.052649448656	0.125172568764	0.020333274994	0.1008871218	0.3961784472	0.13423682812	0.1705423356
t	0.0004619417538	0.0067442972534	0.029138555068	0.0679610931	0.1159852236	0.378385229	0.4013236468
i	0.14233360162	0.15246217629	0.0095260511478	0.04492283424	0.04134272608	0.252729906	0.35668271
à	0.015669048972	0.016823639512	0.012477043302	0.066625784032	0.223503725	0.374447408	0.2904533748
v	0.0010093195194	0.00348680140542	0.0093867413115	0.0258164125123	0.07658405418	0.792967458	0.09074924126
v	0.00018054240528	0.0017973027638	0.002831446348	0.010919791846	0.02856297267	0.92650124	0.0292067054
r	0.006066184596	0.052546645486	0.014347471736	0.11907601771	0.0247742733	0.4405353088	0.342654086
i	0.0675788499134	0.174909332607	0.0318043364	0.10487239706	0.02209014416	0.2115418786	0.3872030636
</S>	0.170314331432	0.031501022004	0.0054881650692	0.032227233943	0.0817645469	0.13127220526	0.547432482
