 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.918641114	0.0706744896	0.006325051334	0.0012056762056	0.0002008316413	0.000718100311972	0.000100873890644	0.000222843583646	0.000639780393315	0.000212334785484	0.000191443548897	0.000364154597321	0.000232560489073	0.000270776226416
n	0.2330451532	0.584148461	0.0312970556	0.002946519286	0.00123424324648	0.0010684444286	0.00148737794623	0.00163351164281	0.00125926035444	0.000698494625109	0.00211834421586	0.00688390029072	0.00557433466496	0.126604909831
ì	0.01011865684	0.878750788	0.0855988756	0.00868713836	0.000762824938	0.002532420777	0.000206340139772	0.0018558291938	0.000337061895702	0.00106510747747	0.00101573209478	0.00185482969007	0.00231276251872	0.00490167249414
c	0.005307972536	0.82607189	0.1508928102	0.00529332676	0.0014288715393	0.00104865945684	0.001302225973	0.00315106946484	8.1481010488e-05	0.000455914198154	0.0017480818013	0.000369157311797	0.000584099065636	0.00226445642555
h	0.05574549406	0.72726904	0.1479839442	0.026987159152	0.0134460333268	0.004795845073	0.00307998097148	0.00045432361928	0.00023232896677	0.000443718331084	0.000163724816639	0.000248490792533	0.000362312321223	0.0187876492251
e	0.0646759285	0.724979938	0.1699146472	0.01564949983	0.006446174958	0.00134295221836	0.0040951457973	0.00652033477081	0.00018072541342	0.0013838401039	0.0023917031242	0.000657286368325	0.00161270166032	0.000149141025484
t	0.0030713725	0.1656899115	0.79554166	0.027727244	0.001703788872	0.0034880144172	0.000246978716	0.0005456439392	0.0002045913054	0.000246683368205	0.000158988124578	0.00118285224203	0.000182769218244	9.5387522432e-06
o	0.0416675562108	0.167287028	0.581721158	0.121860573	0.02323743156	0.016779427554	0.00437867325976	0.009254900898	0.00349926036394	0.00355513538002	0.000697231789383	0.00782088406458	0.0163307236478	0.00190999607444
r	0.004642302526	0.0396590625	0.795375866	0.1345921798	0.01349555796	0.006168895868	0.00117251643	0.001755885744	0.00040652284234	0.000275233211276	0.000462677502838	0.000180199103449	0.000145511217097	0.00166758576824
ì	0.007043780446	0.0238892202	0.634144764	0.276534404	0.032444684108	0.0112779858	0.001966664032	0.00075914585	0.003165517612	0.000255319067452	9.422027506e-05	0.00349638999896	0.00410475724924	0.000823150060431
s	0.0054206659566	0.0228034852	0.440761964	0.447536592	0.0672104852	0.01002730808	0.00483308249	0.0003339245216	0.00036050268986	5.57853014002e-05	1.8320969068e-05	0.000391018019724	0.000174220756986	7.26155185736e-05
o	0.00376647004	0.01213780544	0.523997008	0.278221224	0.1400493314	0.01084356608	0.0116842438786	0.012922059944	0.001468776728	0.0008380530108	0.00046305179832	0.00028724017506	0.000987529690664	0.00233364008105
n	0.004865153272	0.006830022752	0.1206973034	0.557530542	0.24992429	0.0384180608	0.00818006806	0.0065148969548	0.0021373995586	0.00120392001874	0.00028915311656	0.00231784657484	0.000742904440672	0.00034837722546
t	0.003314420546	0.00216598331	0.178071942	0.59657432	0.147359307	0.0515536374	0.002836709172	0.003570302184	0.003297821986	0.00068387551442	0.00015597615506	0.00218277816196	0.00777432574503	0.000458618897474
a	0.0128456341576	0.005337463944	0.0639825157	0.458916958	0.317618698	0.052723886	0.03268830754	0.03587924568	0.004382522624	0.0044327233457	0.00333846485723	0.00203613682158	0.00489319372787	0.000924248345192
c	0.0026722035856	0.00266759992	0.0153819057	0.388511414	0.494859874	0.0645440914	0.0182920063	0.007837182452	0.002857559076	0.000548342632641	0.000318330882568	0.00104261110382	0.00027099160746	0.000195846640028
e	0.0065310517046	0.006859145524	0.0554876656	0.441471298	0.272095004	0.154854598	0.008849677648	0.01105030902	0.01265747482	0.001697629652	0.0008031050482	0.0045985417086	0.0163427048226	0.0067017827922
r	0.0519014284014	0.008018301534	0.01125779784	0.2686630262	0.421302868	0.190734877	0.0305716684	0.013389141874	0.002331442251	0.00027196860018	0.000141983786176	0.0009478526647	6.6924241795e-05	0.00040073883146
ò	0.003384457138	0.003105218054	0.04214130136	0.31240621	0.2867070502	0.280178152	0.0153872645	0.01515048136	0.01887039128	0.0033312589472	0.001135621246	0.0059977186792	0.00984639108686	0.00235850363154
o	0.0078933447354	0.001042972028	0.001989806482	0.1526165954	0.4250394178	0.306251372	0.0655537962	0.01995529696	0.01225578097	0.00200585720836	0.000711272494834	0.00409814665522	0.00035117238669	0.000235203590595
c	0.001830091126	0.0022667913988	0.0019540120752	0.04756227592	0.18782559946	0.468286586	0.1047064986	0.1232845949	0.02809224146	0.0045871658184	0.0022752717818	0.024658738212	0.00212607819086	0.00054406287302
e	0.00469430592	0.001884113658	0.00691209782	0.1129056648	0.263408945	0.465404488	0.0266229336	0.0564686688	0.04182122632	0.00513539018	0.001675061006	0.00286015673	0.0059547905922	0.00425215032584
r	0.0055589901886	0.002823124243	0.00202090037766	0.02672097456	0.1133397291	0.523968554	0.153212036	0.13860960832	0.02209500666	0.002795397456	0.0010880015928	0.0067388725461	0.000545323554472	0.000483433026482
ò	0.007255822994	0.0007586552008	0.0025715171368	0.0317591627	0.16929251514	0.497582788	0.0416903166	0.1109616282	0.099298074	0.0100869163	0.00302465718	0.006045743612	0.0126593291188	0.0070128996967
e	0.001986321516	0.001246859258	0.00091053357	0.01574669642	0.0484741937	0.353080808	0.2462011403	0.2181232492	0.07522330406	0.013748745832	0.004506922182	0.0183771543532	0.00179905647793	0.000574994021421
n	0.0032800743942	0.003039948107	0.00115920481542	0.0055134522042	0.00680570062	0.199323736	0.1128132986	0.3943696076	0.1912144992	0.019705449	0.00782075188	0.048225341328	0.00504156635422	0.00168738568786
ì	0.005592404926	0.00079209010924	0.00146529110942	0.012620927288	0.02314251706	0.2958913172	0.050275782	0.28798052	0.2364772626	0.04603048708	0.01263695684	0.00952512786	0.014005715826	0.0035636100334
c	0.0012775007414	0.002749880007	0.00086618338606	0.007185929088	0.00353577718	0.201292683	0.1145445612	0.3440185108	0.1823843046	0.0798323724	0.0245132856	0.02841578778	0.00779638292588	0.00158683980891
h	0.00637177281407	0.00210526437276	0.0022120561554	0.013471143944	0.01954562416	0.2313521674	0.0637408196	0.2421629847	0.315500831	0.0440434628	0.0118157894	0.00371456874	0.025303194648	0.018660331626
e	0.019533449038	0.00324374232	0.0016193119656	0.005096327911	0.02794171806	0.1729464451	0.098701622934	0.2841145854	0.1771283932	0.08685086128	0.05535077684	0.029260962014	0.0188112864506	0.0194005264794
è	0.0017218683728	0.0022968939308	0.0012242808612	0.003178558936	0.0048895277	0.03296502304	0.1219886932	0.1304100722	0.3690792552	0.212850576	0.0689773884	0.0341658032	0.008739346519	0.007512684526
r	0.002248800106	0.005297515476	0.0013406981572	0.0020011772072	0.0023667336074	0.0187655022	0.031407458786	0.2601153495	0.3912463904	0.1240416108	0.0740708798	0.0706685557	0.010838459539	0.00559088589
t	0.0006815226766	0.0009513179326	0.000969367042	0.003356283528	0.005535519192	0.10076525262	0.0265603299	0.129942108	0.3864534552	0.2125913	0.070604365	0.0181857334	0.03266405692	0.010739372138
o	0.035813768579	0.00718294112654	0.00487520720398	0.0106245124905	0.0280805487524	0.0552617536	0.0554102836	0.18954826326	0.180829266	0.163050212	0.1226774	0.03707622332	0.036513669444	0.073055935514
n	0.0005352737864	0.001726773264	0.0003578070922	0.00122722332	0.001108368674	0.006886321682	0.0163052106	0.01551257588	0.1889268768	0.37724083	0.26254716	0.0863116862	0.02242220332	0.01889172958
t	0.0031065822026	0.0044908742292	0.00307003525804	0.001874892602	0.0020311373704	0.008325670866	0.008384034366	0.05976370164	0.3375878122	0.2815158154	0.1547955452	0.0395335634	0.06390808016	0.0316122932
a	0.0298479002264	0.00107222287889	0.00121742572791	0.0025611702172	0.00283493956028	0.00637480472	0.0219651501684	0.03060722492	0.20126653	0.252503212	0.261950414	0.0689782226	0.0588724337	0.05994837024
n	0.000363665294	0.001144104036	0.0004696598676	0.0016313106816	0.00112251769	0.008085899016	0.01637934398	0.01150249802	0.0992999702	0.301359662	0.286633142	0.2031006462	0.04333197476	0.02557561218
a	0.0066325738184	0.006813404872	0.00312789472864	0.00207571881052	0.001724943371	0.003704385466	0.00625427034	0.03285825716	0.1785562656	0.24911439	0.243778764	0.0857838908	0.1043922438	0.07518299488
s	0.0009484904472	0.002466650692	0.0003055951046	0.001440832354	0.001363272024	0.002735806158	0.00913041218	0.016407443632	0.0312757912	0.2039588458	0.28982127	0.322219842	0.089132086	0.02879365376
e	0.0077937184838	0.00181950457574	0.00123975771706	0.00124725844796	0.0008536910372	0.001710061156	0.002447144942	0.01432811832	0.1267755502	0.207799762	0.283118908	0.1561269214	0.1400330902	0.0547064917
g	0.0005796012938	0.0021151904752	0.00034391391768	0.002124831658	0.000841258464	0.003156728434	0.00658830391	0.005263718188	0.01366251246	0.11764249	0.256794412	0.387751172	0.1488233786	0.05431245976
r	0.0071547159524	0.0021616959988	0.00219917246666	0.00205439258006	0.0021872211602	0.002135530284	0.007342461854	0.006802041448	0.0522465826	0.0932715132	0.2314590828	0.1725146062	0.297396546	0.1210744462
à	0.00177169390974	0.00428665659598	0.00235950599479	0.00457604822816	0.003773339608	0.0070970060906	0.0066671954115	0.003751485156	0.04596046211	0.1165673356	0.237438706	0.0870628368	0.3234948506	0.1551928814
n	0.0004133998874	0.0006954165	0.00021764506726	0.000949803843	0.001093420816	0.006555040714	0.00705223896	0.003768039912	0.004941693496	0.05231780588	0.135376124	0.409549566	0.258788252	0.11828157394
i	0.00211593787408	0.00336076738834	0.00313732353992	0.00172723950686	0.0004974436183	0.000849351048	0.000688560702	0.001966068542	0.02179557392	0.0568344122	0.2657041384	0.2211048968	0.323941688	0.09627659586
ò	0.00128722954	0.004885716034	0.000877355756	0.00254907786	0.00768604146	0.00299997208	0.014521063832	0.01552332404	0.01176738154	0.05478140586	0.1277467824	0.1934236452	0.296254022	0.2656970062
l	0.00066451999692	0.0011172541794	0.0002934875244	0.0006301748866	0.0003208337474	0.000680001658	0.00080984728	0.0011128422	0.00788586246	0.01332682648	0.07533971824	0.3537965488	0.376633197	0.167388902416
o	0.00093435179996	0.0020518123002	0.0012226233234	0.001157362542	0.000880916145	0.0008093139494	0.002322587789	0.0030930263948	0.008544569666	0.0326910606	0.1831471308	0.1982688802	0.444623096	0.12025319906
</S>	0.000763004986	0.003164278416	0.000585546276	0.0024132064	0.00222999808	0.002188748372	0.00713013922	0.007215716314	0.01121643496	0.062298872	0.09167422814	0.1213506328	0.342173644	0.3455955736
