 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.982692426	0.01641931034	0.0004572924318	0.0001425228419	7.9950309428e-05	7.0140653064e-05	5.0307705535e-05	8.8091448394e-05
a	0.778371704	0.2025299302	0.00647016124	0.0017493651769	0.00128656706128	0.00127800742319	0.0011333850992	0.00718089741841
k	0.497616108	0.46376772	0.03172633832	0.0005416709658	0.0001696458188	0.00257818529676	0.00329017640799	0.000310176364595
à	0.35521526	0.61065545	0.0190208895	0.008391982916	0.001392964206	0.0001120243498	0.0006861101538	0.00452529832718
j	0.083570212	0.892896808	0.0223736562	0.0007544648036	0.00021317490997	9.09401076798e-05	4.7822971799e-05	5.28724242826e-05
o	0.2023571848	0.62532638	0.1390144384	0.013757023046	0.0038486040554	0.00238973360298	0.00345485060088	0.00985178654517
t	0.07933410092	0.406005794	0.433155676	0.03426435614	0.033272553658	0.00407982232748	0.00232897205859	0.00755877236306
r	0.16756672354	0.2923944172	0.467948989	0.0595692574	0.00614213628	0.0003064494724	0.0047590391834	0.00131296415247
a	0.07859716466	0.3484917442	0.4457587152	0.07429701426	0.009095681508	0.0227269461869	0.0188203112901	0.00221241005819
v	0.009958757044	0.0348508752	0.825693324	0.1088712658	0.0072215931468	0.0104987613825	0.00043660505394	0.00246875328201
ù	0.101649357226	0.1484609312	0.523533626	0.177299974	0.0379577222	0.002600453712	0.005532147072	0.002965756173
d	0.0076075013	0.012632755554	0.815071858	0.130701271	0.02936885796	0.003790026761	0.000466801752	0.00036092863292
i	0.0330897135892	0.040556037456	0.613802908	0.181850637	0.09347100006	0.012126112434	0.003048637386	0.0220549571314
a	0.01739565386	0.01734842968	0.260474048	0.50533317	0.136087622	0.05536028276	0.0042377013318	0.003763102392
i	0.0152255524	0.022662432196	0.0730367774	0.44175421	0.367726898	0.049617769	0.015776172072	0.0142002288472
g	0.01560579116	0.025324256286	0.04560596848	0.230235693	0.579656386	0.0537471156	0.013593569986	0.0362312014948
r	0.187100624005	0.02007332695	0.0263704499	0.2835060672	0.354580727	0.0797921476	0.023066909	0.02550976273
à	0.0164618324208	0.0312030899581	0.04600960284	0.1817515018	0.33945277052	0.2162029918	0.03230049432	0.13661771002
f	0.003568649698	0.004008602832	0.016782537632	0.154065741	0.616165058	0.1093660314	0.08271401852	0.013329342306
u	0.00483214424458	0.004788363054	0.0072899667	0.1137766154	0.408814744	0.296359706	0.1196159028	0.044522572528
t	0.0107115471	0.01381023894	0.013594236216	0.0412088826	0.2012041023	0.553798305	0.103336832	0.06233584972
t	0.0072655627144	0.003660472886	0.0014248987704	0.020717359	0.209668394	0.38895053	0.2868323672	0.0814804087
e	0.0610407814548	0.0033944799206	0.00321804828314	0.015053131726	0.07555460326	0.372792094	0.329462802	0.13948406452
a	0.002792829072	0.00481035177	0.0167152729	0.02849094798	0.1124169186	0.3520977772	0.230914254	0.2517616398
t	0.01490028678	0.020426717746	0.019473532942	0.03485848952	0.104557634	0.3130673696	0.276482764	0.216233201
s	0.024561938808	0.006055767014	0.0020272320309	0.004956502712	0.0221812184	0.198003188	0.563627924	0.17858624994
è	0.0197240469509	0.00236117702209	0.00209218121187	0.0039951156544	0.018420958455	0.1085823374	0.620324066	0.22450009844
n	0.00398865447	0.004766019542	0.00309782099	0.0061778962	0.0174933031	0.05355664706	0.48521713	0.4257025232
ì	0.0113735022543	0.0130680541515	0.0010557100556	0.002459621097	0.01067755718	0.09453692856	0.65272708	0.2141015012
t	0.004966769048	0.00567336222	0.00231513016	0.008896701174	0.01005535352	0.0266894557	0.582798062	0.3586051708
t	0.0047613377351	0.001441498635	0.0001873975606	0.0010218820836	0.003552225718	0.03488847046	0.783399706	0.17074742226
a	0.0105420879742	0.00637892136024	0.00293422730228	0.0056392920124	0.0062367096936	0.01621666024	0.80682108	0.1452310106
</S>	0.004290855476	0.0119196529	0.005421764404	0.0266319518964	0.07927733438	0.038795267052	0.0941573918	0.739505788
