 	io	dopo	torno	vecchia	vendo	mia	casa	che	ho	Venezia	a	Venezia	e	vengo	da	vivere	qui	a	Kalimara	</S>
e	0.971912708	0.02575167968	0.0014159240254	0.00016798922424	0.000239600586	1.43298086416e-05	2.7834624896e-05	2.12678936766e-05	2.103522626e-05	1.4540089218e-05	1.77563187638e-05	1.34724546196e-05	1.91745197184e-05	1.58624614901e-05	1.96624260523e-05	2.22383751868e-05	2.13045986118e-05	6.51514716093e-05	5.23988769728e-05	0.000166046244457
v	0.73324385	0.22215444	0.03526583904	0.00057247237936	0.00165172077456	0.00190857718756	0.000785140569302	0.000587503090692	0.00121123031629	0.000240725483682	0.00031299004577	0.000170776040039	0.000147027195263	0.000130274396114	0.000123033401086	0.000119485888622	8.10470528756e-05	0.000314480724497	0.000546616091069	0.000432799684946
ò	0.239919045	0.685230464	0.06967321392	0.003287600518	0.0010212325264	0.0001764745884	0.0002011501304	2.196095496e-05	7.61879214182e-05	3.5893947116e-05	8.524163805e-06	2.5642971568e-05	1.0265733662e-05	1.3883306494e-05	8.6037324528e-06	1.57654769464e-05	1.1705512782e-05	3.47309880056e-05	0.000114278745114	0.000113375810896
d	0.141292739	0.805658544	0.04654560324	0.0032484260076	0.00129098736068	0.00057224036106	0.00021881501026	0.000129303041155	0.000318676964999	0.000108991816757	6.50211871061e-05	9.26191158997e-05	4.2812934558e-05	7.41169893964e-05	2.42755865811e-05	1.20102732836e-05	2.02726958173e-05	4.659529837e-05	4.9887050334e-05	0.000188084693897
ò	0.03195995568	0.734805154	0.16724984922	0.05116559134	0.003369871824	0.0042637794618	0.00107750732	0.000922439635172	0.000600056507066	0.000357792892	0.000128625252128	0.00020920717798	6.0666151286e-05	7.340099158e-05	5.5906456026e-05	3.441104732e-05	3.0176797274e-05	2.9629899022e-05	2.440358792e-05	0.0035816035446
p	0.0223784256	0.915582078	0.049420352	0.010641114288	0.0011110112808	0.0001458769508	0.0002615057214	0.00019948334932	8.552620834e-05	2.2037899092e-05	2.2194770856e-05	1.3338345748e-05	1.4337075096e-05	1.1717800366e-05	1.1086046188e-05	8.29942054e-06	8.028190696e-06	3.9501583969e-05	1.53000414231e-05	8.7627363514e-06
o	0.0130531638	0.635953654	0.2816648394	0.04242745488	0.003766452278	0.005304091386	0.00659730187	0.00342765171614	0.0020200145396	0.0016673091686	0.00057790694	0.001598905357	0.0002648312016	7.492320828e-05	0.00019605399303	0.00014076482912	0.00025329207066	0.000153458665706	0.0002320095536	0.00062593305136
j	0.036784755834	0.403631816	0.459337556	0.07522693894	0.0135437807	0.0010506740476	0.0018183529804	0.0010406191692	0.00072835415964	0.000338002095008	0.00036998402878	0.000232450284174	0.000266828178068	0.00012782438789	0.000333126834394	0.000168036367476	0.000135227345405	0.000535647813285	0.000189150600333	0.00414092560028
u	0.0026190311	0.3616168404	0.528079144	0.08609076734	0.0061614537	0.005564565066	0.002052845119	0.00195425294224	0.0010720508413	0.0004817050488	0.00031842802908	0.0002769871138	0.00023658789294	0.00030908422892	0.0001971962031	0.00024669097684	0.00026382426732	0.000414141821752	0.00163536579252	0.00040900291636
r	0.100095215994	0.1358011364	0.615814118	0.120267195	0.02181887368	0.00166912978372	0.00081303717474	0.000464341044182	0.00024963008128	9.458402868e-05	0.000100461983915	5.5969379784e-05	6.03490734732e-05	2.746909312e-05	8.03679496375e-05	3.85993988189e-05	3.15666934646e-05	0.000148338234583	7.51991650304e-05	0.00229445704599
ì	0.0018005420284	0.0687224646	0.660886728	0.2370518516	0.0202236	0.0050057109588	0.00138339725	0.00072334444986	0.0005330150142	0.00025014045288	0.00013457784378	0.00017422924308	0.00012484171828	0.0001598960156	0.000113234565151	0.000176306058772	0.0001603094525	0.000282783083262	0.00153569129573	0.000557364678902
z	0.0459495015306	0.0524415512	0.57228449	0.285942771	0.02962922694	0.0084921805808	0.002039719761	0.00141577635695	0.00110562473418	7.835437654e-05	0.000138465064306	3.256067466e-05	4.08582487362e-05	4.1964696717e-05	2.79543155272e-05	1.37650874057e-05	1.34527979912e-05	5.53995631559e-05	5.21836770192e-05	0.000204200481019
