 	guardando	le	nuvole	capisco	che	piove	</S>
k	0.764753012	0.22139678602	0.0091787731292	0.00272971216674	0.0004484747438	0.00102862579192	0.000464634919386
a	0.528833784	0.33877630134	0.0673787172	0.022748299942	0.006286859996	0.0122356933579	0.0237403129149
n	0.468285908	0.5066769956	0.02139399948	0.001528686078	0.0016252112342	0.0002021542992	0.00028708326844
o	0.1750295682	0.723482168	0.0771983734	0.01353974854	0.0024245906392	0.00213029300472	0.00619524479954
n	0.2980580526	0.540367357	0.150850615	0.00262539947	0.0009916485056	0.00043499936666	0.00667187575212
ò	0.02328188506	0.680932524	0.2521593996	0.02128245468	0.004309121701	0.0052958810962	0.0127387716123
n	0.19003098978	0.332144839	0.452406995	0.021727270556	0.0027847871908	0.0001520796742	0.000753031763716
t	0.05327231796	0.546211546	0.358468887	0.01270097148	0.00302529528934	0.003234591754	0.0230864190086
a	0.00678379559	0.399802343	0.509444131	0.0241942285	0.0326591433332	0.0213746111328	0.00574173565985
t	0.01223468262	0.2399725594	0.61631326	0.1122572394	0.01668858174	0.0010487678568	0.001484861132
a	0.0122600950454	0.19055709526	0.481299486	0.273246519	0.01419583137	0.005668878842	0.0227720710445
s	0.019680643792	0.06301480656	0.4894615628	0.3384611022	0.07088418492	0.006188920933	0.0123087590477
ì	0.00431408945	0.028866903408	0.4056604684	0.51331776	0.03184092332	0.0029888688	0.01301101202
n	0.00709830332	0.013256208716	0.42780777998	0.3818815636	0.14308531996	0.0139993391352	0.0128714798767
n	0.0083705948448	0.026099613242	0.4072860296	0.4317517278	0.0577097292	0.0261129378	0.0426693421314
e	0.0121191897272	0.046147144366	0.278064548086	0.2686505978	0.11927929172	0.18073634362	0.0950028725324
f	0.00504341978	0.013201542718	0.113295928004	0.4313187442	0.2668259286	0.061724888852	0.10858953738
a	0.0115576941174	0.010412525996	0.1832788214	0.4447481968	0.1683414902	0.08486535714	0.096795901014
n	0.005069706528	0.004240636746	0.030224799074	0.28085338728	0.422869606	0.1630901257	0.0936516986
o	0.01222009424	0.0120618851906	0.033553227934	0.435272773	0.25203451	0.0994191412	0.1554384038
ò	0.0046778152	0.00361034611	0.0141295512848	0.25709937286	0.337430335	0.28499192954	0.0980606828
k	0.005296325839	0.0060201222402	0.0135981031589	0.169661423512	0.32824669088	0.378647296	0.0985300382
a	0.0049788893854	0.0057075596522	0.00398514724	0.115437271568	0.3111651588	0.479285958	0.0794399898
v	0.006147804276	0.009331299112	0.0120401671	0.1261757896	0.2303272876	0.2574768344	0.358500805
r	0.009456960986	0.023259362168	0.0035875176748	0.0670118398	0.11332817478	0.524588868	0.2587672832
è	0.0215867096531	0.0046692809206	0.0047470168802	0.02104304212	0.09532295454	0.3685530736	0.4840779308
c	0.0080430414772	0.0055645731128	0.0038574627175	0.047906978192	0.0722803942	0.58272867	0.2796188759
h	0.0597496015967	0.013368763998	0.0051322558487	0.01093954243	0.03632711218	0.618105712	0.256376991
i	0.0196881377274	0.005415319888	0.019388077326	0.0128676491	0.0396412998	0.634913542	0.268086006
</S>	0.006768126394	0.015199810174	0.0123036980156	0.067086666517	0.079897458182	0.1807441924	0.63800007
