 	questa	canzone	venne	scritta	molti	anni	fa	da	un	nostro	poeta	</S>
t	0.98875606	0.009296731676	0.0012540021534	0.00013139708968	0.00010886473364	2.6082844006e-05	2.23628687006e-05	2.0346407856e-05	3.02672933552e-05	9.33529593342e-05	0.000103599598668	0.000156920589111
ù	0.97001676	0.01875510694	0.006308220776	0.00029599465768	0.00134938542873	0.000468197056812	0.000130171372573	0.000106755714773	9.95038279409e-05	0.000275728835949	0.000576451781646	0.00161773240281
s	0.832533028	0.1560416844	0.00968416286	0.00067430275874	0.0004601458692	6.7163465566e-05	0.000106034114274	3.06465708474e-05	3.66751882179e-05	0.000121485104837	7.09732828774e-05	0.000173718205358
o	0.83644243	0.12647294	0.021273840452	0.002108110192	0.0008415822569	0.0002490859508	0.000185990139964	8.67502152688e-05	9.99558531539e-05	0.000214587390067	0.000124115827455	0.0119005898627
t	0.205996404	0.616680466	0.1644032424	0.0017809460346	0.0028927120336	0.00164188892075	0.000544320604498	0.000524999255324	0.000741142003112	0.0027293527513	0.00146683485105	0.000597663095008
r	0.2707308552	0.595574476	0.0972225492	0.00755361675	0.0025309021264	0.00066562140278	0.00086136526063	0.000301590035774	0.000444847380668	0.000952376196966	0.00206715297783	0.0210946261361
a	0.262857997	0.691086558	0.02018487646	0.0109643813808	0.00172520959792	0.00175553370531	0.00229211635926	0.000669705296862	0.00112800058123	0.00392371602345	0.00315499451519	0.000256862009185
v	0.026046628182	0.76657567	0.1826319974	0.023188189732	0.0007233347592	0.00019661788516	5.6446368314e-05	2.9903234856e-05	3.39061373614e-05	0.000279361268227	0.000175567874635	6.2387812312e-05
ù	0.03698907692	0.400131674	0.421223042	0.1136182154	0.014746313726	0.003344609517	0.0033818518806	0.0009240740442	0.0009216596102	0.000713730556914	0.00160052414314	0.00240518118042
d	0.00698202325	0.48032334552	0.5005772916	0.0106889957	0.0010105709528	0.00014252813532	0.000134046431676	2.54005595712e-05	1.80477098052e-05	3.65771247596e-05	2.90654068313e-05	3.20811384278e-05
i	0.016387745028	0.307773141	0.516071778	0.1012612554	0.026621744066	0.00820772793	0.0056469463184	0.0017675351365	0.00105791120052	0.00072903475958	0.000611341117648	0.0138638185635
ì	0.008353560702	0.0653888292	0.77315566	0.1293222542	0.01436220412	0.00514152633	0.0015469463288	0.0004566712953	0.0009659991222	0.000776773022166	0.000313927753246	0.000215612495468
r	0.006714525538	0.02768877594	0.89088663	0.048198726	0.0179641873	0.004077893872	0.0008398911532	0.000355028654	0.00027580384092	0.00062026365514	0.00175130984423	0.00062698091328
t	0.0011523879046	0.0440560601	0.483784012	0.404873314	0.0375367866	0.011745447206	0.004602380292	0.00095177971506	0.000932125273954	0.00135197770934	0.000924408804226	0.00808929882614
e	0.014286834123	0.0736567546	0.3898916632	0.4148327338	0.03359012924	0.01357392922	0.0132536000684	0.0211899946289	0.00540953069881	0.0038175177769	0.00391463445289	0.0125826535599
g	0.0060400928372	0.01301416372	0.2076849616	0.587589199	0.1529611814	0.02011807114	0.005876175032	0.001462262206	0.0017519541842	0.0020069037016	0.00124614793765	0.00024886282752
r	0.0030919718638	0.0093726440454	0.1082342464	0.712491648	0.1165954718	0.032687579546	0.0081375838152	0.00272690156292	0.00229336303009	0.0011023257847	0.00196105041328	0.00130522922257
a	0.00890458960748	0.0220422615492	0.04226333634	0.75402165	0.1306139422	0.018289282346	0.008960950414	0.006333469773	0.00250739029745	0.00218819913474	0.000883745116686	0.00299119403183
m	0.001755117246	0.004880668846	0.03027446068	0.509944164	0.382845144	0.045459956526	0.01342889781	0.00450591101154	0.00198156095788	0.0029845123356	0.00146503171356	0.0004745739239
m	0.00029760615712	0.0018426919812	0.03020255714	0.767379172	0.1634892848	0.01775237626	0.00696123438	0.001956065756	0.001011912602	0.0006126973194	0.0003197320976	0.00817470749572
è	0.0117880982257	0.0168280551726	0.009687624712	0.416126269	0.369477066	0.1087439644	0.02068498944	0.0170575528	0.006069100539	0.004808752846	0.0032711106476	0.0154574296994
n	0.040329392134	0.021555663533	0.01358003062	0.2777940932	0.52157756	0.08598578394	0.02124859594	0.007535380476	0.0030234069708	0.00328735721468	0.00312767351348	0.000955098665
o	0.0022095821082	0.003110847922	0.0186161904	0.379945056	0.379894048	0.1626544818	0.0251124771	0.00723450606	0.003382174356	0.001696781854	0.001384521858	0.0147593319264
p	0.01381992787	0.010626110055	0.00623505474	0.047977279	0.598919672	0.2019567126	0.0806911815	0.02516460098	0.00868470766	0.003990086712	0.0004737763814	0.0014609086554
o	0.0012994241682	0.0018518059524	0.0034974694	0.11537083992	0.50631176	0.3018381608	0.0454084717	0.01110459956	0.005976109	0.00287377966	0.0026874366062	0.0017801161398
d	0.00384150527	0.0132932838766	0.0032823658112	0.00938781468	0.545951556	0.3346446124	0.0537828172	0.01716170616	0.006842431354	0.00458661365232	0.00274985727704	0.00447549050063
d	0.00054222328312	0.0017282588044	0.006899299016	0.04625501636	0.443419998	0.359556358	0.0946978304	0.0163792	0.01001392768	0.00520394086	0.003627658818	0.011676303757
h	0.00270623392043	0.0073883659401	0.0025870729552	0.02990693614	0.2255539852	0.472499644	0.1146125398	0.0643570041	0.0256437985	0.020494506895	0.0096341528486	0.0246157537408
ù	0.00718306336862	0.0154963377168	0.006382688924	0.0287707604	0.24526475	0.39726384	0.1343538051	0.055587283	0.02350107902	0.021051826294	0.010990141528	0.054154450044
