 	lui	sapeva	che	oggi	fa	freddo	fa	freddo	e	non	ha	fatto	il	bagno	</S>
c	0.98157738	0.01679094696	0.0005871784652	0.00050793865928	0.000128499273268	6.2682261974e-05	3.13598499982e-05	2.0538925012e-05	1.89778246888e-05	2.4302226235e-06	9.81210138946e-06	9.64864813219e-05	1.27611081049e-05	2.63309418866e-05	0.000126657062161
ì	0.76837352	0.199776307	0.00545299779	0.00562607701	0.0052187995734	0.0052929942076	0.00228620195585	0.00238649436162	0.000991317556632	0.000263787842613	0.000338416295037	0.0011061790082	0.000663043077663	0.000412849733208	0.00181105484817
n	0.768390302	0.1622872946	0.007802942206	0.012120564307	0.0267741574539	0.00579651306312	0.00724551613886	0.00140498023481	0.000634493922156	0.000373898984922	0.00171935979336	0.000217330617528	3.85882570051e-05	2.65615262929e-05	0.00516747910968
o	0.572165672	0.403128736	0.01009336123	0.011173764156	0.00074631505818	0.000920755435	0.00024126632444	0.0003807733303	0.000173026614573	9.23872162499e-05	5.41863078844e-05	5.1903468739e-05	2.40321505719e-05	0.000221261831782	0.000532564412104
ì	0.28816016348	0.616532176	0.07694950332	0.013152440866	0.001548402178	0.0012174815168	0.000208075248364	0.000407331859614	8.0730919108e-05	0.000274761652916	4.46995634436e-05	0.00114581976344	0.000107735743936	5.87208289081e-05	0.000111968709819
t	0.0413814911	0.8665133	0.08181435666	0.0085314787	0.000404589156	0.00022564966898	7.7177548048e-05	6.5897804134e-05	2.87390322354e-05	0.000107345059316	2.10914338782e-05	0.000361995503658	5.94580668992e-05	0.000192701407535	0.000214719644048
s	0.02356788448	0.804085568	0.118116067	0.0319090282	0.007952811822	0.0095877135422	0.0011599483997	0.0010307371246	0.00018443294347	6.06772677233e-05	0.000149012580995	4.07078448876e-05	1.70256411372e-05	0.000448622501141	0.00168977129561
e	0.1044035198	0.751465656	0.09599152346	0.0107879450424	0.00565578338946	0.0166977119152	0.0034813197052	0.00473190120106	0.00148051438816	0.000569688175926	0.000390152138013	0.00124262553815	0.000681667314587	0.00218843635763	0.000231575418628
r	0.0215773452866	0.429346482	0.476863928	0.0646598374	0.00426841304	0.000998312993	0.000500061746	0.00011695526858	6.7539374986e-05	0.00011510036852	2.2173532488e-05	0.00108868171871	0.00011941771515	0.000180264942507	7.54554865984e-05
e	0.023529089306	0.524233128	0.3278059	0.06196531	0.027986809128	0.007547096652	0.00352445144678	0.0009686058094	0.00114512910863	0.000970462318843	0.000463369608811	0.000154781804262	8.45549328932e-05	0.0186513207062	0.000969991832918
k	0.0149535297652	0.060062895	0.752821594	0.159947471	0.00902977042	0.001542792766	0.00035720624908	0.000136280067	7.0397740484e-05	9.71159454e-05	1.7537229666e-05	0.000548357690002	7.97630327332e-05	0.000111038762236	0.000224223622476
a	0.008581052932	0.14371692	0.50919693	0.23854411	0.0446210304	0.018874023746	0.0050022841216	0.001550372265	0.0014866389044	0.00196101830516	0.00130555346001	0.000311601452315	0.00014704423773	0.0197219991164	0.00497942431248
s	0.0123458254206	0.01586408274	0.580877912	0.360385876	0.0258159048	0.00290839322	0.0006477620152	0.0002747986058	0.00013766419544	0.00010628449634	2.3952458986e-05	0.000139664415652	2.3895468171e-05	4.38361537776e-05	0.000404105877035
ì	0.0029140142392	0.034380979	0.282640138	0.546787886	0.0766401034	0.02863227618	0.006446796126	0.002307458732	0.0011986305706	0.00111048746454	0.00115210760888	0.000302552051359	8.926694762e-05	0.0131412211631	0.00225609680183
m	0.0037987407134	0.00350639012	0.1486812424	0.776338	0.0553429356	0.00851997622	0.0020021337538	0.0006979778794	0.000407572655972	0.00013784067276	0.000116294782234	0.000176386168811	2.1019393015e-05	0.000153877602307	9.96412085966e-05
m	0.0066754988972	0.011237502136	0.1762996194	0.630731248	0.0750612078	0.062097975708	0.01182263596	0.013281904392	0.0027394575677	0.00112925154448	0.0015301774095	0.000779061498812	0.000258931472646	0.000615291307504	0.00574026885294
e	0.062369203336	0.033158450066	0.0919314502	0.339084255	0.1604638958	0.2409789706	0.01639017816	0.03452601222	0.009695802261	0.0021800640192	0.0035422331628	0.0014463287231	0.0009978512795	0.00045842279716	0.00277689674616
r	0.007818639162	0.0045515943	0.0368064942	0.42170253	0.404822278	0.0977011004	0.01533090986	0.0053721652	0.002387882028	0.000478332966	0.0003279206042	0.00123374343374	0.0002071225994	0.000919034980558	0.00034026377374
i	0.002534743855	0.021187262979	0.030188392	0.482516478	0.286962101	0.0761888094	0.02550187056	0.009354868168	0.0057935703746	0.00339428056002	0.00351639669412	0.000523700395388	0.00034224364052	0.0490756909097	0.00291959525249
è	0.0035903276624	0.000840504018	0.021323278046	0.0959100256	0.673457066	0.1479529	0.03368424704	0.011659851374	0.0071579364094	0.0013167735392	0.00073226129214	0.000471720912968	0.00019815325219	7.29115854966e-05	0.00163205761981
f	0.00487674691	0.003967454796	0.008289886686	0.2560446306	0.373177362	0.2612609604	0.0383527056	0.03076590746	0.0090951835864	0.004392173004	0.0046958775028	0.0027048852954	0.00061975797286	0.000400593063954	0.0013558637868
r	0.00386684107084	0.0051961031076	0.0119503077	0.2086496724	0.337753844	0.268597457	0.0638399168	0.0685274479	0.010410791884	0.0054115130926	0.0062878505496	0.00121339418964	0.00073431211856	0.0034216269751	0.00413892050228
ì	0.0443885145826	0.0075113678882	0.02756490831	0.08029625146	0.1929496306	0.417335982	0.0858625066	0.04339270426	0.025758354028	0.0079510033904	0.0093861930636	0.00651296744465	0.00346600075734	0.00133754360324	0.0462860880273
s	0.005028995114	0.004628881394	0.004129847146	0.02418961328	0.310561813	0.364614402	0.1592153768	0.0637603392	0.0423859287	0.00870085136	0.005925113392	0.00342047756	0.0017427045674	0.0010278440118	0.0006678032952
k	0.00870456149841	0.00587178803608	0.014832633574	0.0728838058	0.2407540916	0.3243270624	0.170044459	0.0677149792	0.01915734276	0.006170869894	0.009208104181	0.00307932557772	0.0010720595508	0.00658998806874	0.049588914662
o	0.0310754447465	0.00670535842626	0.0135552174956	0.012009171318	0.0738853982	0.5536597	0.1040159662	0.1011719214	0.029936641712	0.025261503548	0.0127018415996	0.0111600990935	0.0073844706942	0.00402706670962	0.0134501989828
è	0.0016050315628	0.0007779045952	0.0013727561184	0.005966375836	0.0702718896	0.3278086848	0.34244147	0.1291378238	0.0914112657	0.01297995964	0.00866404484	0.003397854622	0.001520716072	0.00138688320292	0.0012573715168
