 	qui	dentro	deve	mettere	un	tappeto	</S>
c	0.98035251	0.018495922312	0.0004159990394	0.00037951527574	9.4139041764e-05	7.00133693622e-05	0.000191921410195
i	0.93370282	0.05512972234	0.0052738383434	0.001961365172	0.0004615131946	0.00088185424858	0.00258891598836
ù	0.525356974	0.314771089	0.08204144682	0.068579834876	0.0033071235685	0.00277627045685	0.00316727891288
m	0.171983425172	0.644303856	0.1642825316	0.00807538046	0.0025578732418	0.00613347869422	0.00266346622488
è	0.1456541182	0.53060168	0.1731221452	0.08060175572	0.035029871294	0.00704074911	0.0279496629263
s	0.013454034	0.769660534	0.2051034216	0.005254919924	0.0049209642484	0.00089621499188	0.0007099153469
a	0.0506626417	0.604162492	0.2867414532	0.041117664	0.006178695342	0.008579417352	0.002557620622
è	0.02716986983	0.309680462	0.561694238	0.0542481172	0.037544556832	0.00457053786296	0.0050922347418
n	0.00218511574	0.0598048104	0.679607382	0.218900192	0.030836409728	0.0044251261036	0.0042409600328
a	0.00681778844	0.0418270706	0.587889134	0.27620722	0.07256702928	0.00919013032	0.00550163497
v	0.00949099862	0.026537542546	0.186769781	0.6303761	0.1295725638	0.0116180213876	0.0056349814128
à	0.027991487532	0.006837259668	0.215371962	0.574601652	0.1409636822	0.016378350068	0.01785558408
l	0.0091694756548	0.0036313791708	0.0248528052	0.7853686	0.155761976	0.016050035636	0.0051657545929
i	0.00255367600864	0.007959256266	0.0722143054	0.556943452	0.287566736	0.0414082089	0.0313543813
è	0.028745623936	0.016013870892	0.01973047844	0.1757659694	0.629518904	0.08157735472	0.04864781304
n	0.00462994774	0.00230989234	0.005112733118	0.1241041476	0.786795394	0.04095143926	0.0360963854
a	0.00471170179632	0.002200653652	0.012302333	0.1156823314	0.705017526	0.115179327	0.0449061192
t	0.085747859766	0.017883214782	0.01028082704	0.0584736066	0.427068628	0.2547340826	0.1458117764
a	0.003813894551	0.00495425439186	0.007203579382	0.04454281008	0.3023251248	0.521028388	0.1161319466
p	0.004909590766	0.01096709937	0.0078137536592	0.0269980788	0.2572377914	0.4626222138	0.2294514632
p	0.004735157086	0.0016001225042	0.004892489526	0.009983529004	0.0735327322	0.710725426	0.1945305288
è	0.00095458228216	0.0028801331084	0.0058597647554	0.004550292756	0.05251174158	0.685276156	0.247967305
t	0.01309738993	0.002200114308	0.002589172308	0.00756800412	0.12954429094	0.656541056	0.1884599632
o	0.0101062425222	0.0035333799191	0.0097776921726	0.021161928294	0.06701338354	0.726589286	0.1618180608
</S>	0.0300687495	0.03043892486	0.030668411952	0.027632352476	0.09500858277	0.1148444352	0.671338555
