 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.96288016	0.034504534974	0.0010378734726	0.0005188805362	0.0006384330624	8.844529928e-05	9.1553845934e-05	2.72697633424e-05	4.8314583361e-05	3.74029275066e-05	0.000127135755992
m	0.628960196	0.2935821966	0.00946854234	0.01398779966	0.013713640676	0.0038670634328	0.00638821397043	0.00688088180592	0.00883327141668	0.00440714894931	0.00991103366318
à	0.441290522	0.4936191528	0.027285899186	0.0114316380694	0.0110012079146	0.0014031116832	0.0015684343506	0.00016636984024	0.000991865862888	0.000337788322864	0.0109039997077
k	0.1291132794	0.788391392	0.0343859282	0.00989657158	0.03441316982	0.00129357849948	0.0008444652653	0.00074665404708	0.000221135851532	0.000251144605249	0.000442672346289
i	0.1115990024	0.602033702	0.08394335472	0.0556300103432	0.0813218045	0.014983467668	0.008843603752	0.00113434232146	0.00070110162936	0.0027040667644	0.0371054879256
n	0.036764465992	0.482431294	0.311109711	0.0909144356	0.06175098808	0.010117050224	0.0058494411224	0.00030617425562	0.00046751957876	0.000118886135805	0.000170016309222
a	0.06211455956	0.447444672	0.3092451016	0.11609583028	0.04198415506	0.00938014598	0.00379802828	0.000490465526	0.0005445869932	0.00090747329048	0.00799496168776
e	0.017897748394	0.0607691128	0.471512432	0.23440106	0.1919464188	0.0178199703	0.003509875136	0.0005214002342	0.00039427881546	0.00023305067588	0.000994641949554
k	0.007629902692	0.02361428768	0.24366674	0.3340043796	0.309607814	0.068659797	0.00638083962	0.002443784638	0.0009354234278	0.000695628036072	0.00236143030358
l	0.01738532144	0.1048542068	0.21122869	0.243911542	0.2151408368	0.1542341562	0.03736426486	0.00238289528	0.001384014182	0.000776335804	0.0113377717978
à	0.020849629406	0.044579979702	0.1315475158	0.2731557415	0.2293700812	0.240987677	0.0240200174	0.00295811756	0.026659501142	0.001310283752	0.0045614480506
s	0.008074209696	0.008672901378	0.0991664554	0.1294643894	0.55406294	0.1701165628	0.0269072618	0.001653730032	0.0008374132586	9.4856776776e-05	0.00094929111512
t	0.001695592806	0.02713385666	0.1155939282	0.104665096	0.472532822	0.183076024	0.07332436632	0.011199278233	0.0005499041128	0.00209324509934	0.0081358634126
i	0.141350719745	0.011027132871	0.03029269608	0.08931009588	0.3140458752	0.312926858	0.0255893862	0.037613227527	0.0079952396622	0.0200812765828	0.009767487389
c	0.0082972835708	0.010105790306	0.0151365458	0.0329053156	0.240638765	0.553142732	0.1159220868	0.0142834954	0.006664931966	0.0017232751054	0.0011798069606
e	0.0039703019488	0.0289977536	0.039182200774	0.02635766452	0.2172375814	0.390325774	0.249708824	0.01232959944	0.0032460322884	0.0034661786516	0.0251780523535
e	0.05027181124	0.0101764027232	0.01930913847	0.02457297876	0.0529493104	0.443383212	0.36689106	0.0210567906	0.005116078347	0.00136801133532	0.00490523027778
