 	la	madre	e	il	padre	non	è	non	è	che	li	dimentichiamo	mai	perchè	ci	hanno	dato	la	vita	e	amore	</S>
i	0.985026002	0.0117979367	0.001794087191	0.0005305934554	0.0001854675875	7.79071786e-06	3.43912637e-05	3.64984426e-06	2.065047903e-05	2.12390612326e-05	4.0507841456e-06	1.9276866287e-06	9.68240065794e-06	6.93639245212e-05	2.2619835497e-05	2.21846169803e-05	2.73841621532e-05	2.95416813108e-05	8.41468154721e-05	0.000141249748747	4.29066549054e-05	0.000123194189926
m	0.602779058	0.2629474844	0.03580928474	0.00930337402	0.004685265594	0.0119128277321	0.0162934911634	0.011598472845	0.0136521131084	0.00649006425219	0.00337744565354	0.00116389888256	0.000610402383048	0.00025708165804	0.00157648846522	0.00119383879542	0.000592471632574	0.000958044434664	0.00138727213705	0.00829599061953	0.00391458713037	0.00120104616417
à	0.3046179674	0.57984931378	0.05617738684	0.00618578325	0.0405408564576	0.0016298433288	0.00131822098966	0.00108191828818	0.00104642514676	0.0008059082466	0.00046087889626	0.00013601544424	9.42791854e-05	0.000397123590196	0.000144305364432	0.0002477058889	0.000291274523078	0.000117115321627	0.000100466239929	0.000462879144956	0.0027222184309	0.00157210820932
n	0.150379722	0.687705274	0.13363322792	0.01281888002	0.00377788959	0.0024690099556	0.0021769586954	0.0016712546656	0.00173778947996	0.000873078616842	0.000577661234024	0.00021459725157	4.54236518977e-05	2.32319686178e-05	4.04777842307e-05	4.20995725646e-05	0.000109937821507	5.48860121133e-05	0.000350960199932	0.000139469746366	0.00102381955398	0.000134342936664
a	0.147264208	0.5654479163	0.1564357797	0.0213577112534	0.0539052739454	0.007750462473	0.0043555211036	0.00425462312522	0.0031211785832	0.00131886182886	0.00058006913642	0.000210079455754	0.00025116605962	0.00023588892604	0.000172153734679	0.00028297667057	0.000307617126782	9.6019292976e-05	0.000101139127608	0.000171331240906	0.000371504153266	0.0320084877166
c	0.03450022514	0.330026632	0.5352304572	0.07430662669	0.0170845513	0.00352221486	0.001276243202	0.00114141005	0.000370558306	9.6033478e-05	0.00035318342405	0.0001427126101	5.0545862168e-05	4.885418204e-05	4.264316998e-05	4.4192358538e-05	0.000188637746525	7.58584446788e-05	0.000306364655284	9.69969966934e-05	0.000994905942257	0.000100118690043
e	0.05217469156	0.3354734112	0.3229524406	0.113733731928	0.12739871369	0.0071127364022	0.0054803745046	0.00380723364644	0.00447510600318	0.0028049609705	0.00299722675136	0.000650761412368	0.00129900881136	0.00086551029038	0.000696517708141	0.00108889748458	0.000923173811504	0.000364186449548	0.000420451622558	0.000708124111668	0.00101724980299	0.0135554735276
o	0.09010465424	0.0859800988	0.466666476	0.227485198	0.0496494788	0.02036057472	0.00305457025	0.008022901338	0.0008235704196	0.000362677060392	0.00800975161416	0.00713815269737	0.000569768088191	0.000125614399827	0.000494969547565	0.000196327860065	0.00016137735179	0.000252326190965	0.0183229094974	0.00120326279752	0.00661292852192	0.00440238780054
c	0.00843635214	0.114587679	0.1858391876	0.451141658	0.1258108416	0.03754485366	0.018829583236	0.01228575866	0.006490582852	0.00111913851356	0.001401235616	0.0004460624778	0.0002841720267	0.00095879841064	0.000715512554308	0.00090299716792	0.00182487019538	0.000749524827826	0.00224921570854	0.00302587858907	0.0206457176354	0.00471039368423
i	0.00791226606	0.05452232592	0.244228307	0.2728810054	0.35118891592	0.0146350905848	0.0120307253388	0.0067367771556	0.0059296692286	0.0030120183084	0.0017514254455	0.0004962436361	0.00098092377546	0.00276670116006	0.00099059978944	0.00153536643562	0.00162987822072	0.00046938221084	0.00049271917178	0.00097861620494	0.00723394689688	0.0075970921425
