 	il	morto	vuole	pianto	</S>
o	0.982764602	0.009537910874	0.005211163779	0.0022398835949	0.0002464165606
p	0.736769056	0.1866062742	0.03186664036	0.0346076923382	0.0101503526184
e	0.506726153	0.431238308	0.04797480516	0.003265571313	0.010795154564
s	0.2961414762	0.674631692	0.01498840974	0.0109142978154	0.0033241153636
a	0.12540448518	0.816895992	0.03735633804	0.001391654024	0.018951571246
m	0.080539416452	0.871589782	0.0397553968	0.0050946822672	0.003020695061
m	0.00785437396	0.901880184	0.054672176	0.021015784826	0.01457745956
è	0.072782777452	0.676392296	0.1678694818	0.017603608668	0.0653518410572
n	0.07876285774	0.617357032	0.233589641	0.0300759349648	0.0402145061588
o	0.01768143574	0.815530448	0.0935980114	0.0340527329856	0.0391374109272
t	0.1458219052	0.1262175402	0.560257802	0.094989775092	0.0727130107
è	0.001998532976	0.1162350636	0.742138974	0.09692453872	0.04270292272
l	0.004902143428	0.0173452369	0.905600574	0.045303551706	0.0268485681
i	0.001633645929	0.04395922892	0.695356634	0.16380944742	0.095241074968
g	0.092390070828	0.03457494636	0.239556857	0.29047404396	0.343004091
l	0.0528536950134	0.02134692944	0.416739416	0.3356201474	0.1734398013
a	0.02379886961	0.017236613444	0.152989728	0.4676122312	0.3383625453
m	0.03005543322	0.028986255922	0.06842332722	0.5324367032	0.340098276
m	0.009271284658	0.007035790878	0.13618948826	0.662183722	0.1853197292
è	0.0126333220224	0.0458233512279	0.09188029281	0.4049757522	0.4446873052
n	0.049034691696	0.018745696972	0.12386238758	0.38692715636	0.4214300712
o	0.0636941239594	0.041060878159	0.11188828228	0.469603334	0.313753395
</S>	0.06929619834	0.04186509087	0.06382007942	0.12256043528	0.702458155
