 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
ì	0.984561146	0.014146092464	0.0005138000338	0.0003570624629	5.4510796828e-05	3.9258375316e-05	3.22550824488e-05	2.09534800168e-05	4.57915046396e-05	0.000229100672477
s	0.74374394	0.2155436432	0.027954723486	0.00276062673744	0.00250234787973	0.00340983479393	0.00258641240386	4.42249683821e-05	0.000166302023132	0.00128794957488
e	0.735698256	0.1805129752	0.050677917	0.018161015574	0.00095883664914	0.00069645413574	0.00210435250613	0.00116726171028	0.000945366906741	0.00907750174504
l	0.2929629272	0.5750090268	0.12255915736	0.0066203390744	0.0009756244594	0.00064362187601	0.000172158538188	0.000558627370902	0.000175860334175	0.000322676317917
a	0.1076952152	0.573140374	0.244906822	0.03576532886	0.009044421145	0.00280840370926	0.0011313108075	0.00039084247948	0.00668481376086	0.0184324369182
n	0.0351422792	0.743407951	0.2149833294	0.005453593306	0.0003793407582	0.000126550868	6.9093114788e-05	8.31724895444e-05	0.000124471301898	0.00023021395277
a	0.01875375182	0.5434649408	0.3659749026	0.05313014504	0.003794847724	0.001377576252	0.000977697458	0.0002706260908	0.0066735518256	0.0055819594252
v	0.0399134916	0.6011623184	0.297090676	0.06003255682	0.001120663984	0.0001951431868	6.88840628e-05	7.096911418e-05	6.2548650276e-05	0.000282755444935
r	0.020923609732	0.3515573058	0.308263708	0.27772873694	0.02059149946	0.00352480996	0.00222263152	0.0010888232436	0.0131311001628	0.000967758986
ì	0.058192987366	0.397041963	0.277072854	0.1836925978	0.039002449	0.010477311552	0.0024648998504	0.0049367859088	0.0244219295409	0.00269624323165
k	0.02492993485	0.0952623968	0.702138496	0.1562147548	0.0163252146	0.002959488921	0.00093504767892	0.00071786898544	0.000342950283864	0.000173853617194
o	0.0050762400956	0.1482537002	0.362677726	0.3282468186	0.0753022426	0.02315012886	0.01700832701	0.017703913084	0.0072947027968	0.01528622002
a	0.0376819858	0.0246955297	0.4702698374	0.289013704	0.12682314434	0.0278503485	0.011729533966	0.00501910158774	0.00319049657238	0.00372633969068
f	0.012533634	0.02844583368	0.386029025	0.378707704	0.151974196	0.03089278326	0.00783290768	0.0008388860466	0.00146892923236	0.00127608457648
ù	0.002728963174	0.012866935226	0.13268675456	0.57377597	0.2017199762	0.0500935658	0.0086366937	0.003258111996	0.00950767125	0.0047253719132
r	0.051362370548	0.009493608394	0.14257251896	0.513279806	0.166988289	0.0891087758	0.02224030494	0.0011522165368	0.00215950259576	0.00164261958754
n	0.0090808071158	0.0089882710184	0.066353469584	0.44023636	0.233354372	0.143316832	0.0293492984	0.02227935647	0.0078749959685	0.039166186755
o	0.039251645975	0.122678945098	0.027289894802	0.194532412	0.273288315	0.2163899987	0.0352279844	0.02187137564	0.0188573651755	0.050612007111
k	0.00984146478	0.0021930057412	0.020030956024	0.085747463	0.536047362	0.292355461	0.034817793	0.00991668578	0.005365355292	0.0036844352208
a	0.002931421546	0.0076883534386	0.0183720801432	0.1998547955	0.329704954	0.2246805438	0.0903191508	0.04989649752	0.036269888482	0.0402823171212
k	0.017524590304	0.00194764277	0.014883629751	0.05605161652	0.3970587656	0.376491932	0.1090410508	0.01251246178	0.0086959126666	0.0057923697598
a	0.004469005139	0.006173562742	0.0121499004366	0.0942591474	0.2283759086	0.300232134	0.173137796	0.09544185572	0.0395106542	0.0462500547148
n	0.02249646818	0.003573680672	0.0140898186424	0.03698229034	0.223255607	0.333554592	0.3160694884	0.03276003496	0.011613296829	0.0056047088338
n	0.0045289339374	0.00485580867204	0.0070017760868	0.02689832268	0.1576957176	0.3068082534	0.253115468	0.1788359684	0.02860299426	0.0316567449
i	0.0252390972638	0.00946943634063	0.0128771670932	0.051767009534	0.1533482428	0.195248654	0.1099170174	0.3148889978	0.039112245	0.0881320885
u	0.00806738464	0.0023192097743	0.0111951614834	0.00714094225	0.0549030128	0.2446136664	0.414890518	0.1437539526	0.0570235826	0.0560925732
n	0.00843140942	0.003464659878	0.0041813896376	0.011316002242	0.01476292448	0.09522364	0.562215276	0.2332666908	0.0241579191	0.04298009802
r	0.00516399400916	0.00359236787558	0.00360668891163	0.0038130786652	0.01803332212	0.11548069412	0.2431500816	0.43788067	0.10111699726	0.06816211596
ù	0.00243367553213	0.00270695774735	0.0285998602056	0.0355584487562	0.045078859446	0.1170250968	0.0780113392	0.442888377	0.1413578204	0.10633959246
s	0.005462234078	0.0011239845416	0.0036854021814	0.001413103124	0.006242771376	0.05714116186	0.3251280512	0.44438689	0.1034318806	0.051984524356
t	0.0049351971794	0.0019937011989	0.00109747616696	0.0028913697108	0.025258416444	0.11858789342	0.14371625834	0.5420503692	0.0734668076	0.086002480184
i	0.021929795817	0.0270199927766	0.0182415030657	0.0343183702556	0.0158026064328	0.037515972952	0.0802076321	0.547603709	0.06450744144	0.15285297206
k	0.0068421526188	0.0011953376584	0.0029530474676	0.001851942338	0.0090670674074	0.03334416104	0.18473621576	0.302885041	0.236154588	0.22097045
o	0.00566793691102	0.00192476279336	0.0009952666408	0.0007327279096	0.0042581183418	0.01730530823	0.08205180636	0.545403066	0.2210042944	0.12065673706
