 	i	bambini	piccoli	li	vestono	i	genitori	</S>
a	0.89655931	0.10147734798	0.0012506015168	0.00010841575576	0.000136360747294	4.1249238958e-05	0.000310907928444	0.000115780463786
p	0.3597487668	0.5975907952	0.017167611	0.00454191685026	0.00863017448505	0.000575119908068	0.00531244536648	0.00643322330166
e	0.37250916536	0.5786102824	0.0410687487	0.0036002368572	0.0009818951086	8.148773126e-05	0.0009143529753	0.00223388139174
t	0.22121121494	0.738998328	0.0171651368	0.013787358009	0.00202939213919	0.00368394074866	0.000309259873271	0.00281538111535
à	0.238279819052	0.696615882	0.05354274706	0.0072523064364	0.0009187481652	0.0002454723609	0.00087161657514	0.00227341938375
c	0.08783962612	0.714827204	0.1907178042	0.00570196184	0.00065205418588	0.00011380340397	7.96694589604e-05	6.7892803417e-05
i	0.05101642572	0.7178816026	0.0796718136	0.0047626438	0.00210055716	0.00075211402472	0.00599786971852	0.137816997888
a	0.145770752594	0.1911635576	0.5734719246	0.07783084734	0.005158566092	0.005121284403	0.0009224402902	0.00056060009934
k	0.014778988024	0.0659423881	0.580776048	0.2457755372	0.03281998711	0.0399358913588	0.00204710156688	0.0179240537309
è	0.016969652864	0.0535475713	0.684141786	0.1586664216	0.0337398528	0.003407125994	0.031546436114	0.0179811574098
c	0.022454497054	0.03889998786	0.721245478	0.1775777806	0.02977680252	0.00382742712876	0.0039038382338	0.00231421128701
c	0.126137949561	0.0787120384	0.432080217	0.2009841982	0.0681854	0.00497728796	0.019549242336	0.0693736543532
i	0.15158678034	0.110520714884	0.1972490474	0.368498964	0.09914561716	0.0218267193494	0.013551321046	0.037620887112
a	0.0748624334592	0.023401586872	0.105187994	0.613435962	0.1044516048	0.06257383968	0.01399064706	0.002095923889
a	0.028087621856	0.036802427698	0.0668741322	0.557490854	0.1002171814	0.124862467326	0.010605181728	0.0750601408654
n	0.009990623652	0.01616839935	0.0201658886	0.4618359626	0.2165398006	0.13413925892	0.011523577348	0.129636455407
d	0.024607990467	0.0172161181035	0.02556776386	0.27174738986	0.385568514	0.0528993534	0.1801216662	0.0422711818
ì	0.0194458608883	0.0468212118041	0.08589865874	0.2056772512	0.23687844366	0.0804185576	0.2897445208	0.03511553402
n	0.002871733288	0.00318079404	0.008272302848	0.1046157218	0.576278268	0.2553853528	0.04297763773	0.006418179322
n	0.0082499838666	0.0172007115341	0.01406005132	0.18826345806	0.471387384	0.088663763	0.1839144098	0.02826024626
u	0.0679412351098	0.054633233813	0.0818586407486	0.1887364736	0.212542679	0.1504150032	0.09886840188	0.14500432616
n	0.012931354516	0.015857833378	0.02543837552	0.0502662096	0.219300828	0.50336785	0.1135320258	0.0593055245
e	0.0021640520196	0.0184153254671	0.007276101512	0.02708066356	0.3072617778	0.1500388936	0.434676813	0.053086394
i	0.009596992078	0.01005172301	0.0233575102188	0.01798414836	0.1070193222	0.552517072	0.212900814	0.0665724338
g	0.00690781552	0.01033228912	0.026506679784	0.0071845435	0.0981587428	0.5811069072	0.1944899944	0.0753130484
e	0.0031503092692	0.0169786754788	0.005209023101	0.008583848567	0.0438514037	0.318202374904	0.541975108	0.0620492595
n	0.0068249927	0.01290028858	0.01279503053	0.00722806342	0.0496747482	0.41995503374	0.399400438	0.09122139766
i	0.0007275462556	0.0152019672201	0.00146006660874	0.003220268834	0.0292942594	0.210919995732	0.657564286	0.0816116028
t	0.004889907116	0.00787718706	0.003706532516	0.005548392824	0.03766252142	0.22928780246	0.478329872	0.23269781488
ò	0.0006193969042	0.0126200427508	0.0015906024574	0.002200573364	0.01065781378	0.160772363094	0.71825303	0.093286138
r	0.00222512922	0.00333068894	0.003521513148	0.003106527026	0.00883200724	0.0809629322	0.712819934	0.185201212
i	0.0008779531456	0.00981116121766	0.00108327596214	0.002330447446	0.00715047304	0.10164814654	0.816818172	0.060280391492
</S>	0.00221049492	0.01080298892	0.0204304217	0.04532764631	0.0167750115268	0.06581737839	0.170903861	0.667732168
