 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.958452424	0.028509201404	0.0092210923356	0.00194152415554	0.000524287781196	0.000225047548522	0.000152103834582	0.000195254022361	0.000779017394566
a	0.606190474	0.2507638693	0.113917119306	0.006448396826	0.0032810026112	0.0015088706196	0.00139336789118	0.0131314757522	0.00336546123076
r	0.7052757342	0.07512343	0.0352791629	0.004925874796	0.0328528734144	0.0093221096987	0.00390522310233	0.00316220681712	0.13015335899
ì	0.3381069258	0.624480391	0.02572653512	0.01032810522	0.00032315549868	0.0001708567264	0.00038092986674	0.00019671516511	0.00028638189426
s	0.07799293366	0.801687446	0.10160781852	0.01123300644	0.00617449783	0.0007605125584	0.00011875386576	3.8170483104e-05	0.000386900405728
a	0.1794328828	0.584277674	0.1595785468	0.05850240254	0.003276246559	0.0017843555274	0.00110265801632	0.000407096679434	0.0116381056184
e	0.02825770894	0.73028549	0.14986616	0.0549818356	0.02126665096	0.009970615588	0.0021859657158	0.00058229372174	0.00260332785444
N	0.0201279951	0.1552243796	0.655903648	0.0833404432	0.02140760286	0.0590642994208	0.00086444786674	0.000892774331358	0.00317440422879
ì	0.01320909379	0.188878901	0.5762149746	0.20669780266	0.010423637872	0.001858074644	0.001094899728	0.00041319492748	0.00120944975977
c	0.007194407902	0.084589897	0.636533554	0.2387999412	0.0212604558	0.009435460256	0.0012876793817	0.00028829841462	0.000610344243956
h	0.01045345076	0.101462797	0.531290344	0.285525173	0.021918221974	0.029227157392	0.00582495002	0.00071490092808	0.0135830106702
o	0.0404370581	0.2127565577	0.2393526118	0.2182786878	0.175271649926	0.074182612512	0.0203608448792	0.0156636672467	0.00369626126424
e	0.004980403902	0.01008655954	0.098391041	0.685681732	0.1035351331	0.07537185412	0.017749345012	0.0024916829954	0.00171224118696
e	0.00847967135	0.022743578862	0.0460053066	0.476717608	0.238286954	0.1665757154	0.017697240988	0.0074745976126	0.0160193346284
e	0.022540711452	0.010884537642	0.0338981277	0.314159334	0.319925071	0.2038581124	0.027943071	0.013613528488	0.0531775159982
n	0.017322206976	0.0078934518584	0.023387098362	0.15617758348	0.34147117	0.3333599624	0.0513201246	0.01632344032	0.0527449722176
è	0.0199797192233	0.0202133464356	0.01832878418	0.2072252688	0.1179389952	0.3423206812	0.1923066008	0.03064551848	0.05104107
c	0.003147322452	0.0035512250708	0.01249736956	0.0654427849	0.0923510368	0.561577776	0.2380360426	0.013711360804	0.00968507652248
h	0.00466399948	0.025909443474	0.029630484288	0.0827473472	0.0498133788	0.4087820108	0.302826764	0.02336824386	0.07225832068
u	0.0826930751564	0.0400211625886	0.0175056576872	0.05136329476	0.05962453514	0.32806649	0.232415054	0.095088709912	0.09322200062
n	0.001413767716	0.001532198978	0.00224899456	0.0144708086	0.0265761232	0.222772214	0.589667232	0.0743197358	0.06699890516
f	0.0054083230934	0.0110630178876	0.0140018026832	0.00725752676	0.0141271682	0.204823451	0.491713462	0.124925043212	0.1266801893
a	0.0175440196776	0.0213201733244	0.0039196776564	0.017590581768	0.013308946368	0.14636590052	0.399922214	0.18036908912	0.19965940226
m	0.0008032559244	0.0020237576852	0.0020335221448	0.00792502202	0.01388395222	0.054503131	0.471300258	0.309033598	0.1384935038
è	0.001563806092	0.008017915206	0.009925590789	0.002954342956	0.025193981848	0.0912937234	0.408683622	0.23647201832	0.215894992
n	0.0004752037678	0.0008407460328	0.001419540262	0.00238072046	0.0054700346	0.02085001924	0.319448834	0.571803444	0.07731147952
a	0.0361504484228	0.0074432514086	0.01064373211	0.00197442654	0.00217538274	0.04651781246	0.259377446	0.333876902	0.30184061966
m	0.001333666188	0.003161849388	0.00607239624	0.009263884226	0.010505734552	0.02524719768	0.1175725682	0.56841575	0.2584269652
a	0.0144093102012	0.0092729571802	0.009953307034	0.0011314235466	0.018085900136	0.01236290733	0.1052128838	0.441427978	0.3881433304
i	0.00120117127774	0.0037785594268	0.0041764486094	0.0060774392443	0.007879390344	0.01539895531	0.08451760954	0.713259116	0.16371131706
</S>	0.0137707755036	0.009588642476	0.0154137627736	0.0177747577408	0.0159056302048	0.0406440964852	0.07816155166	0.3692300048	0.4395107914
