 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.992688828	0.00653924054	0.000242574751	0.00010953732406	7.4266129186e-05	0.000101199244042	0.00024435866638
ò	0.817249134	0.1680751436	0.00933173946	0.00182087767554	0.000303623924698	0.000545432956816	0.00267406683514
p	0.896591524	0.0998951018	0.001948810094	0.0003630087364	9.917221346e-05	8.6342067856e-05	0.00101601164417
u	0.640396374	0.2849931982	0.05232999592	0.006590755312	0.00455595490952	0.0024274411162	0.00870628574375
o	0.23371873	0.629306676	0.08581816246	0.01677654956	0.0228091345226	0.0044763809269	0.00709437132832
G	0.03151422776	0.846931548	0.11827632017	0.002153220226	0.00019052539854	5.4305632426e-05	0.000879821315288
i	0.0451920448	0.814214812	0.1236055028	0.0103072278	0.001367378062	0.004778758877	0.00053429092
o	0.1901330154	0.613981954	0.1284325974	0.00696915598	0.0042355328832	0.00108231814223	0.0551654046916
v	0.01784057492	0.6060310522	0.3331957173	0.040224317912	0.001381208808	0.0003480952642	0.00097909531784
à	0.01732886128	0.614079251	0.32845687184	0.03390245288	0.002177123012	0.001320118441	0.002735327642
n	0.01926067108	0.285706666	0.6105845787	0.07584503122	0.005958555094	0.0007144643266	0.00193004958388
n	0.00467487166	0.4047045784	0.470191084	0.0450232574	0.0124289824	0.01532438786	0.047652833182
i	0.064123442922	0.2528191356	0.447657506	0.08097606393	0.0459527069918	0.0440685845376	0.0644025518675
j	0.023610809162	0.05321705156	0.434808498	0.358963446	0.0989560512	0.01817622702	0.0122679042
ù	0.002873062618	0.19686450906	0.384731874	0.269429768	0.0557249408	0.0507728032	0.039603063
r	0.012514893674	0.008733468626	0.1746401428	0.64939353	0.133985898	0.01508350708	0.0056485690468
i	0.001258425162	0.03948155806	0.214100456	0.515297214	0.0858307618	0.05520967956	0.088821886684
s	0.02110076348	0.01803515344	0.04421015574	0.395747224	0.425787212	0.0635301544	0.03158934414
e	0.0013488190212	0.008724877176	0.0277334188	0.535471222	0.2219188544	0.1290728806	0.07572991753
è	0.00697825198	0.0042441909018	0.021855762414	0.169349102	0.553737132	0.1852866652	0.0585489496
s	0.00660478264	0.005415108628	0.011147673014	0.1870632696	0.452791928	0.253121942	0.0838553016
s	0.0015234130324	0.003362366386	0.017633451122	0.157003012	0.28973932	0.4390513	0.0916871328
u	0.0362503772712	0.016445800731	0.0181497311566	0.0717991231	0.1628084672	0.498584004	0.195962492
</S>	0.002390347312	0.00196469752	0.004555389308	0.0214287848	0.098522371	0.4441639	0.426974546
