 	vestito	il	mio	fratello	lo	avevo	portato	fuori	con	me	</S>
n	0.90257273	0.09442436803	0.0016030785522	0.00054915084856	4.3816847802e-05	0.00019401789956	0.000222536238942	9.18934297806e-05	4.09991269587e-05	0.000122880335075	0.000134571471327
d	0.7080039776	0.24960055992	0.016788860812	0.002340603284	0.004829003539	0.00392708113808	0.00131947704697	0.00105964201106	0.000337467244096	0.0012046004488	0.0105887713149
ì	0.64134419568	0.2507201242	0.074259614	0.00908857876	0.001881309353	0.00475854156528	0.00436041647188	0.00432106385969	0.00218038026988	0.0056057549119	0.00148000513261
s	0.210390423	0.600880876	0.1279197632	0.017345412318	0.00346083572948	0.017693951258	0.00935110832144	0.0113964745522	0.000493513648642	0.000737766021489	0.000329880504892
o	0.2191664373	0.67594283	0.06471965388	0.006249060305	0.0037094508862	0.00550672619772	0.0044846676272	0.0106565658152	0.00284645859193	0.00120615404366	0.00551203121831
n	0.05037898668	0.58091196	0.250937026	0.08807718397	0.005065348193	0.011584774892	0.00250993233672	0.00905467374516	0.000538143697268	0.00047078730169	0.000471174768598
t	0.035567667	0.582671614	0.303855224	0.03743970492	0.005213308524	0.009877230666	0.008279939246	0.0107828706159	0.00216522205498	0.000618139371734	0.00352911236702
a	0.02874580328	0.655415156	0.2702758312	0.0277474538	0.010485324304	0.003097887372	0.0010955822974	0.00167977385304	0.00061961752417	0.00066783073682	0.000169745606111
o	0.02304048804	0.2764096258	0.626522806	0.05675348808	0.008778299258	0.004157321088	0.00181436354469	0.00207485060584	0.000148297411872	0.00022489848935	7.5510452066e-05
n	0.005219178096	0.06188861272	0.805556592	0.07739208204	0.03136513586	0.008096774172	0.0014308837928	0.00178483713528	0.000400365677274	0.00199218066008	0.004873357861
a	0.01650176878	0.06434954626	0.56598666	0.2370183232	0.08103940488	0.0138065124	0.013785424514	0.002070818292	0.0008909712196	0.0005153954812	0.00403515772198
d	0.0182107722132	0.011824519388	0.61822553	0.291075408	0.0439199606	0.01147287382	0.0010731909268	0.0013120763584	8.692725218e-05	0.00033266770561	0.0024660567088
e	0.011779244606	0.02527675734	0.365781754	0.44964685	0.0879990324	0.0267006976	0.02567718838	0.003462451988	0.001263564338	0.000457624574	0.001954861836
r	0.0197476893594	0.007988374812	0.402144356	0.286588196	0.202848916	0.0707085039	0.002554742514	0.0026260320512	0.0001228455634	0.000323078030316	0.00434726966403
f	0.001597095616	0.00460018052	0.1299973386	0.519574734	0.2247411636	0.0627409254	0.04287296842	0.00659703048	0.0027208191876	0.0005261362688	0.0040316141021
ò	0.0738092299022	0.03349611113	0.18871660044	0.3023144188	0.365715222	0.0175612682	0.01101714572	0.003729163192	0.0014686569962	0.0006173233548	0.0015548934048
m	0.001201702977	0.002037620942	0.02284054194	0.591996408	0.327810334	0.04778921456	0.003113961488	0.0020276495178	0.000788895985214	0.00023937341342	0.00015428248598
m	0.0048934302284	0.005026103824	0.0869180688	0.509889922	0.20472207	0.0690454542	0.078781444	0.009474157708	0.0021661857225	0.0101964041586	0.0188867653536
u	0.0822463735096	0.0135635531177	0.147316340914	0.2208171912	0.426853392	0.040775903	0.0384867482	0.005628676486	0.00521014138664	0.0065802766738	0.0125214300582
o	0.0072761538264	0.0031152951248	0.011215877808	0.0557124004	0.664369292	0.186512756	0.0488218688	0.01354830948	0.005078883138	0.0035137787146	0.000835361006
n	0.003565796634	0.002004555002	0.0124929510872	0.04287861474	0.176227277	0.571067104	0.12339199	0.0564874626	0.004717738518	0.002471935977	0.004694599822
ì	0.001329414692	0.0025704793564	0.0071614849008	0.0427466066	0.1972518888	0.417370362	0.292171	0.021696813	0.006498004768	0.00240362995	0.008800298298
c	0.0053087398102	0.0010406228192	0.0051482301192	0.00745409872	0.0571517092	0.744658224	0.1134508166	0.06050388	0.003451864282	0.00077672916604	0.00105500895442
h	0.0150457930173	0.0121643645851	0.0184355544448	0.03030102234	0.1324083016	0.346531468	0.345872092	0.040073524	0.00993909722	0.006740715186	0.042488099202
a	0.0127174462469	0.00558715474246	0.0072938609908	0.028456456774	0.1855153604	0.211899666	0.420582438	0.0588490158	0.0321595306848	0.0218980083536	0.0150410898622
p	0.000680789271	0.000968872716	0.002214278058	0.013093191624	0.0278904914	0.31745424	0.395182918	0.1904273814	0.04126021818	0.005661684166	0.005165942446
à	0.0015308330776	0.0029945125588	0.0035240064632	0.00812549923	0.02535087306	0.2154203186	0.607826174	0.0535067904	0.02801751868	0.01175129778	0.0419521366094
r	0.0029474498542	0.0005049798732	0.001133535192	0.001711287446	0.00668681946	0.322559399	0.330270624	0.274816304	0.05046101306	0.00419877528	0.0047097992408
o	0.0038092648164	0.0078463597508	0.004990078446	0.00307051682	0.0390183329	0.2301723298	0.518389328	0.1142535392	0.0214828221	0.032129071292	0.024838364596
n	0.007408069932	0.006163340252	0.00431173288	0.0040313425112	0.015231182212	0.04253033848	0.2106912496	0.470161794	0.194584977	0.023598645	0.02128729214
t	0.00200005966	0.00230902917712	0.00184587001026	0.004970875545	0.005036028768	0.072975575	0.457241276	0.223566092	0.1533065468	0.047841422	0.028907186712
a	0.00177320810936	0.00150239929388	0.00264034460326	0.00618556120128	0.006987900486	0.05538669938	0.416298084	0.222885716	0.1589330788	0.06154190698	0.065865121982
d	0.0003334814708	0.000873222312	0.00240542396	0.0065649082206	0.003268994824	0.020352476	0.1217937042	0.512715718	0.273273398	0.02558628732	0.0328324155
e	0.0035093080108	0.0038165782112	0.0031181941282	0.0111192886992	0.004447163834	0.02545273548	0.2234600276	0.209246108	0.2292864382	0.169600729	0.1169434308
