 	sapeva	che	fa	freddo	e	non	aveva	di	nuotare	</S>
ì	0.989812796	0.007494031372	0.0019982019266	0.000323323253	4.457458012e-05	9.15281536e-06	4.6401758426e-05	8.83742032262e-05	3.48840064316e-05	0.00014827191003
t	0.928809762	0.05983733774	0.005874602213	0.0010881497522	0.00034815613486	0.00190962530467	0.000710865597743	0.000257157189565	0.000452284532984	0.000712069422414
s	0.79592986	0.13501606094	0.01253652622	0.0410696306232	0.00246116617148	0.000582602679638	0.00225902667078	8.52798161888e-05	0.000438273911923	0.00962157755194
e	0.8015727	0.133092934	0.01306932174	0.011019729054	0.00663680267738	0.00232093290416	0.0014752741198	0.0166946770676	0.0138198185925	0.000297802860384
r	0.2986013564	0.65950343	0.0323591662	0.0044703994	0.001529600366	0.0006749088128	0.0003948162994	0.00144965420169	0.000787437036596	0.000229192013998
e	0.1675408664	0.672106754	0.0882412198	0.0194321915	0.00553070956	0.00791525092545	0.0080570531598	0.000738642162098	0.0136872574451	0.0167500586054
k	0.03249369866	0.675831896	0.2500061356	0.0241557747	0.01182457073	0.0013809753894	0.0005974455328	0.00157607872532	0.00139459338583	0.000738811769671
a	0.0437362623	0.463219888	0.28638552	0.11200038468	0.01191157944	0.011980357963	0.0176983238236	0.00120552727142	0.0147617187674	0.0371004780043
k	0.02377765708	0.336027136	0.510888144	0.0851661032	0.028965728634	0.00434353274	0.002237441615	0.00204693004108	0.00186103350115	0.0046862745412
à	0.02086653442	0.1621968152	0.494126982	0.2232536762	0.0276529629	0.017426991412	0.01420433724	0.001281207827	0.0142677726414	0.0247227353619
n	0.02076982556	0.0920525672	0.624381802	0.189627434	0.0571857942	0.00896668494	0.002927062552	0.0011610115237	0.00256224988502	0.0003655602236
n	0.012808935062	0.112672591	0.483666504	0.208566945	0.07879048784	0.017584858816	0.029060020452	0.0041344787912	0.0101800919712	0.0425350510538
