 	mia	sorella	quest'	anno	che	vienne	studierà	per	medico	</S>
i	0.975622628	0.01837778362	0.00199970076	0.00253005552126	0.000187666997924	8.4004722608e-05	0.000578727298449	0.000128856297056	0.000306387344356	0.000184194698092
a	0.501412644	0.37923886012	0.02200760434	0.0132924603016	0.0110255161243	0.000820028983894	0.0097219674354	0.0057282413841	0.0340843456604	0.0226683163479
d	0.3038240995	0.656786312	0.0236704778	0.002462851978	0.00527043523704	0.00181424689902	0.00092440831236	0.00202060908667	0.00110773962187	0.00211886879587
e	0.227753002648	0.705432744	0.04898764	0.01295556154	0.000779962274	0.0007923995092	0.00120432912914	0.0002399922155	8.8166244854e-05	0.00176621064928
r	0.1231006126	0.81473943	0.0495308262	0.0052467576526	0.0013137844866	0.00085826727118	0.000583033306039	0.00165043745308	0.000128059832193	0.00284881432582
f	0.123485375072	0.723184916	0.127170066	0.0102386985	0.002336775186	0.003885100148	0.0022817098006	0.00034785904468	0.00020384347954	0.00686565899761
ì	0.25930187192	0.4525070238	0.2231208832	0.05073407664	0.00641473804	0.001243240838	0.004458282784	0.0007227674244	0.000847279394	0.00064982656506
m	0.013211148508	0.529927262	0.421224788	0.02575867977	0.0078798232192	0.00068779655778	0.000989635282026	0.000259021563725	1.232086554e-05	4.952733525e-05
m	0.0372084011	0.326839102	0.521893544	0.05416825358	0.018197121259	0.0087813545564	0.0085450219696	0.00517666623308	0.0014194747322	0.0177710780135
u	0.16553201726	0.4096006196	0.23815787	0.0745895962	0.01742200505	0.0211328724876	0.0141557093422	0.0392360306256	0.0186720618332	0.00150125747396
f	0.016860515408	0.07960028852	0.590632424	0.245818342	0.0292628079	0.004202801004	0.02551618295	0.0075061215992	0.00035719137938	0.0002433207324
è	0.0292700988	0.061303838	0.59751823	0.23137189	0.04316063566	0.013443332172	0.0055230510114	0.0034494997212	0.00620661969	0.0087528238634
t	0.006238877492	0.01271997834	0.48932529	0.43859449	0.0389994088	0.006579389694	0.00527115181984	0.00199686487582	9.05954977e-05	0.000183913676056
i	0.006316632314	0.03297482848	0.559093638	0.27712087	0.0642377418	0.03940911976	0.005123007808	0.00504716602994	0.0019568787304	0.00872011141832
p	0.015258418584	0.01417879779	0.142612976	0.499931226	0.2173330232	0.0631484394	0.0418905845	0.004125036904	0.0005295482637	0.0009919193066
ò	0.0063685677108	0.002090285394	0.2257135238	0.572760414	0.1512041952	0.032240059	0.00555814978	0.001451474928	0.0013476964448	0.00126563139948
r	0.00287651647	0.002913299774	0.0881075974	0.423238308	0.276853626	0.1837360008	0.019481619848	0.0023103860804	0.0001063647294	0.00037628494318
k	0.0019617588552	0.001550210064	0.1060440172	0.310069988	0.41193352	0.138377156	0.0151544766	0.003278869768	0.002745468846	0.0088845261272
e	0.062782243854	0.02165036246	0.06462780634	0.334866132	0.2406599612	0.1689468778	0.03122544774	0.01896039407	0.034646832168	0.0216339225908
t	0.0052110142936	0.002724245802	0.007019750206	0.0908279798	0.453713598	0.340127258	0.0905914862	0.00778674688	0.000957198338	0.001040698159
e	0.0023871368106	0.0005617213684	0.014937654346	0.2276264	0.369511632	0.32797331	0.02563591852	0.00634713202	0.00984590961	0.015173145989
e	0.006425719424	0.0069354401336	0.0089276068526	0.01023632152	0.257621976	0.487824902	0.188870537	0.0236446643	0.002665472294	0.0068473351496
n	0.004029958714	0.0025197035264	0.001787354756	0.04357272022	0.0743263798	0.444362582	0.374892378	0.0446937648	0.002434002196	0.00738114621354
a	0.00288914043308	0.0010897468714	0.0031621557522	0.0666787506	0.144937125	0.482599946	0.2271093564	0.03914625366	0.01652452062	0.015863011562
s	0.00482736589	0.011834600584	0.0096922170374	0.003523653688	0.101667749	0.394428686	0.379718706	0.0776310632	0.01021105392	0.006464903785
t	0.0034751109118	0.0008249312936	0.0018917315568	0.01827732328	0.1037757784	0.356818028	0.359992328	0.0910803778	0.0373249104	0.026539442954
u	0.0062501735528	0.00136419388219	0.0023111237645	0.002464160592	0.0385249996	0.4410788988	0.26986768	0.0912855322	0.0497355456	0.09711768458
d	0.0006912199348	0.003457815102	0.00196012721	0.003404560525	0.00923952124	0.1342021676	0.632092992	0.1914307232	0.01091268376	0.01260814736
i	0.003347033791	0.00038616396476	0.0013851274009	0.00661111455	0.02874012506	0.277494578	0.3138785382	0.1346009488	0.1574296164	0.07612670464
è	0.00873462906	0.0097943416114	0.0087134720948	0.001916035736	0.022574832732	0.0855521744	0.359044642	0.37480464	0.10003707068	0.0288281497
t	0.004127254427	0.0019217820504	0.001916676958	0.00208359782	0.001837339806	0.0397890774	0.4791873708	0.2996835264	0.1473647356	0.0220886437
s	0.00099594255362	0.00021890520672	0.000291475620812	0.00075512714432	0.005904964818	0.14048465034	0.2923575668	0.256358268	0.2859039542	0.016729118252
i	0.022453691363	0.0219114374494	0.0298244622595	0.00831224625354	0.0221630588294	0.1475864333	0.0486371418	0.1635440522	0.413756612	0.12181087128
j	0.000989969614	0.003091197214	0.003597821276	0.0031967486208	0.0030287295248	0.018701189768	0.3259242224	0.2223540646	0.2223051334	0.19681094014
a	0.00286317364866	0.00045183420538	0.00039035432882	0.001777558636	0.001753901068	0.12986092472	0.0860714013	0.1628525218	0.453173488	0.1608048832
m	0.0051957636804	0.0080531573656	0.0119172019443	0.00431522672432	0.0113250096258	0.012745941354	0.04695194286	0.211222948	0.525988772	0.16228402866
è	0.007669389651	0.0010524428984	0.0009196624395	0.0012194451954	0.0016513974006	0.050559184792	0.0595257102	0.152278299	0.525806708	0.1993177354
d	0.006545610748	0.0027044310606	0.00852742460834	0.0110180396513	0.01279655134	0.015352577728	0.028158101108	0.1306839552	0.669107004	0.1151062969
i	0.001821915738	0.00179060100618	0.00037086265292	0.00042878263114	0.001900376261	0.003890336586	0.0347935322444	0.0686198552	0.716870052	0.169513685
k	0.006019761752	0.0134912959736	0.017063922045	0.0201538132894	0.0205026246062	0.038906190844	0.07802653426	0.055609190964	0.238408938	0.5118177376
o	0.054202971128	0.011260030617	0.00530178337714	0.0019083629454	0.003909945074	0.01438956434	0.017281140834	0.05571155154	0.651417514	0.184617122
