 	ho	scritto	una	lettera	al	mio	fratello	</S>
è	0.938752152	0.05072137212	0.00899072147	0.0003603990014	0.00026137930088	0.0001213920226	0.00044171202716	0.000350882792346
g	0.550755865	0.2232038065	0.09758973856	0.0210246345802	0.0154616266257	0.0226306024786	0.00396947531404	0.0653642454773
r	0.4511843854	0.2896247784	0.1793582674	0.030984541636	0.0013147812112	0.0016186798168	0.002732269898	0.0431822561069
a	0.0305899828	0.5920945088	0.3275566494	0.01308024022	0.004723862082	0.0045008912404	0.00495375318599	0.0225000722334
t	0.06403592916	0.1309977568	0.71176221	0.02235759914	0.0188327879	0.0185783176648	0.0323249050874	0.0011105280592
s	0.0491754021	0.370628491	0.440147963	0.0909554344	0.01102351044	0.007664984554	0.0043759551314	0.0260282687063
a	0.02007955414	0.2387793754	0.5178222248	0.17161629628	0.040714771428	0.005179861842	0.0043963702956	0.00141160620934
è	0.034539083012	0.02055511282	0.75883431	0.0869785416	0.060416883688	0.012704266924	0.023915961481	0.0020558540896
n	0.01703867708	0.00412367956	0.698238052	0.1949010262	0.02840979024	0.022239757008	0.028347152712	0.0067018278609
a	0.083560438886	0.00812997686	0.4343931946	0.3240610974	0.120074545	0.00967096008	0.005430500036	0.014679277046
n	0.060861483	0.01022441914	0.183487392	0.3194650356	0.305256866	0.0755314742	0.039775701576	0.00539759562
g	0.072231430264	0.019418782368	0.114471612	0.41327945	0.301114234	0.0375485475	0.01762057586	0.02431539681
r	0.108824926253	0.0279050370758	0.0679812634	0.23625695798	0.4900286146	0.037086474	0.02320627362	0.00871046736
à	0.003266465876	0.008530153306	0.014588443	0.2629182078	0.613791878	0.0666615286	0.00586779398	0.024375543864
m	0.0093261005	0.00268627532	0.01154487506	0.1088620514	0.599572502	0.250170632	0.0116753699	0.006162172684
m	0.006372150291	0.002691449298	0.01560696752	0.144565194	0.499994616	0.1758124606	0.11163798344	0.043319150436
a	0.00685350628	0.008431633484	0.007941408626	0.03385766416	0.761707196	0.1228843936	0.042171548352	0.0161526454208
u	0.01873273166	0.00330557012	0.011395152594	0.0115967932	0.1929035668	0.644010188	0.05576072366	0.06229529396
d	0.018386409828	0.0033032422872	0.0062664716536	0.007296496476	0.0289754726	0.650229952	0.22216824574	0.063373666
e	0.01271928546	0.0189671266452	0.006127450367	0.01602692646	0.0774152254	0.324760232	0.38034476	0.16363898084
r	0.0197371354554	0.0024428389842	0.0073371143444	0.004019464418	0.01255921694	0.518448452	0.28064879912	0.1548069687
f	0.001914106762	0.0048970052894	0.000552727507	0.004605821976	0.02376385862	0.2213591926	0.571243702	0.1716635882
ù	0.0257229750762	0.00966939491292	0.010467194276	0.016192668094	0.1302183158	0.2196682252	0.31367567	0.27438555932
m	0.005912103762	0.002674139756	0.004661977518	0.004044472392	0.00866818422	0.1737395034	0.70479943	0.09550019646
m	0.0035365181889	0.000900724869	0.0006168799346	0.00337697639	0.01445486254	0.1977865648	0.723780354	0.055547123
u	0.045680333358	0.0114842783132	0.0197547359444	0.0192092493689	0.0377871891	0.183208101	0.47288839	0.2099876914
</S>	0.0134814996	0.006712493372	0.022676307952	0.026498169203	0.01469040541	0.08394842486	0.1950013544	0.6369913042
