 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.959344918	0.03111086574	0.0046932188772	0.0015288574826	0.00112821339038	0.00012478714946	0.000175301496154	0.000257220813259	0.000206013006005	0.00122423332525	0.000206385470146
n	0.27038042366	0.528317354	0.0261899634	0.0081354380562	0.0045855420876	0.0066184784977	0.00187031228583	0.00222116927266	0.00424646326042	0.0194261722175	0.128008676772
e	0.03184013634	0.847608376	0.10389631	0.0106366931	0.00180050017	0.0009644174064	0.0001787834544	0.000336766651466	0.000867184313205	0.000638112195153	0.00123272457057
v	0.007292261862	0.84907427	0.1019366508	0.008498533736	0.00196390078426	0.00194247730724	0.00020373365016	0.000166173608032	0.00232082806506	0.0209994252378	0.00560175422948
ò	0.013729300274	0.64085753	0.24972232	0.08293506862	0.009362212438	0.001428600228	0.00025545544	0.0003626373924	0.00015228849728	8.28778212e-05	0.00111171775097
ì	0.003847509532	0.598639854	0.3767727516	0.017030431128	0.0020237000996	0.000588319768986	8.9981272233e-05	7.82558313112e-05	0.000196337159526	0.000602854392033	0.000129966346428
c	0.007090497816	0.398550418	0.538520862	0.0354237388	0.004235501864	0.001165534424	0.00041808684288	0.0002474130672	0.00517230988281	0.00708130855377	0.00209438886662
h	0.03734430754	0.2700067294	0.512343016	0.1063441308	0.033095119588	0.0088394961548	0.00244632015508	0.001145628318	0.000595546678768	0.00266594264958	0.025173783457
a	0.10236100394	0.1436047486	0.46395047	0.1570414474	0.0177710992252	0.0316690304428	0.00801225948965	0.00347708783363	0.0537068812266	0.0172481663787	0.00115777408964
d	0.0022516573	0.04734013692	0.818965434	0.1058901072	0.01609286602	0.0026431484	0.00301729874844	0.00129176821952	0.00212979642925	0.000227258579774	0.000150535944016
ò	0.015464139176	0.027247249	0.5844466	0.298883129	0.0434412965	0.010655564866	0.0075768514326	0.0053182405	0.00417533838474	0.001297782449	0.00149383729133
n	0.00291434295	0.02012100082	0.36057633	0.571228056	0.034037125	0.006020788944	0.00225466927585	0.00064220340406	0.00188891084801	0.000232801638448	8.376492793e-05
t	0.00986159212	0.015997868	0.296798796	0.566222096	0.0486849906	0.030896570392	0.004543830356	0.002232354274	0.00421087615116	0.0127230915444	0.007827916924
a	0.04202548414	0.020045200072	0.1636776208	0.511113992	0.0458214756	0.08004056286	0.0315609023986	0.0056951862726	0.0646252985871	0.0260901576414	0.00930410380166
s	0.005055629858	0.00440998916	0.035683974	0.71462864	0.169478738	0.0403883248	0.016143093596	0.00776761958	0.0050069359598	0.00057718706886	0.0008598332886
ì	0.004722299972	0.0110200330206	0.1286005674	0.59298531	0.19414226	0.044866769	0.01042594908	0.00584550512	0.00185273644126	0.0007828548704	0.00475566819299
n	0.025531103106	0.001928081898	0.00770172622	0.539586224	0.350769938	0.05558064928	0.0139736175392	0.0027069014784	0.0015836679595	0.000114251323172	0.000523810422157
d	0.003809722932	0.0032260728708	0.0309247036	0.623123018	0.212323506	0.0997346434	0.01022715186	0.0059595511136	0.001403193502	0.0040363904272	0.00523207452264
e	0.063342081668	0.004769783464	0.0159222359412	0.489506676	0.1827786438	0.115281864	0.051566896474	0.010338852576	0.0330123974862	0.0170908959888	0.0163897132592
k	0.002753907788	0.001566791626	0.003862845642	0.193797891	0.504726482	0.196252822	0.06891852994	0.01867923158	0.0074903689022	0.00060337118036	0.0013477576862
a	0.009531344554	0.0050929899	0.011678167268	0.25550944	0.432135522	0.216430976	0.043028567	0.01364531744	0.003543511842	0.002593553466	0.0068105892116
ì	0.00986112753	0.003110492106	0.002194921976	0.0414488084	0.427374082	0.3665907768	0.1251085368	0.012381631	0.0057734077872	0.0007031512048	0.00545308565984
c	0.00259065478	0.002996862849	0.0036608075188	0.0338818415	0.547954172	0.2735353442	0.0731758868	0.04852376922	0.0092075088553	0.0016778280084	0.002795346511
h	0.01368358458	0.00789101734124	0.017059871054	0.099212534	0.368510208	0.3508117132	0.057529856	0.0431458027	0.006801117004	0.0046555938758	0.0306987084769
a	0.10182437646	0.000987511192	0.001852616224	0.04172071892	0.166330689	0.4464219132	0.137957932	0.0391793875	0.0275360415497	0.0201344343142	0.016054371674
a	0.001373917094	0.0007902165	0.0017307721644	0.007866228784	0.0890502268	0.4687199494	0.320698538	0.0775794492	0.0231564415088	0.001415897812	0.0076183634296
n	0.027037701108	0.005881764424	0.0065094599837	0.010911895352	0.0925712173	0.2683692792	0.314061538	0.1962327216	0.045624303454	0.011199251382	0.0216008617632
o	0.020668903544	0.0135531872955	0.0221561517234	0.014113544052	0.1537306566	0.2889022354	0.292119218	0.156998165	0.01418663992	0.009170205836	0.0144010885532
ì	0.0012829591	0.0028486558908	0.0021432119088	0.0077797794352	0.07384309062	0.22389403906	0.326891078	0.307926312	0.0336002332	0.01476586886	0.005024791497
s	0.0016019915236	0.001188475054	0.0011622192934	0.0017403034214	0.01402904362	0.15938735346	0.214382407	0.497131914	0.06741717146	0.03260030336	0.0093588435632
o	0.00794147776677	0.0118275351474	0.0106805490302	0.003934243024	0.04804676372	0.2425185091	0.266575538	0.317427614	0.04115395946	0.02203304332	0.027860774198
n	0.002255370627	0.002469587156	0.0012828310396	0.003565540866	0.01163630036	0.0407845188	0.26513827	0.370210848	0.243388118	0.01433100402	0.0449376153
t	0.0118458285134	0.0101612823096	0.0118943905815	0.0042387616712	0.020313796284	0.047916371	0.175320427	0.503707878	0.128297286	0.038615657	0.047688310614
a	0.024719286159	0.000699527732236	0.00228823383628	0.0050088227025	0.00893730772	0.06168081046	0.128126867	0.361372812	0.1674097912	0.1189772794	0.120779242108
k	0.000649970574	0.000693004463	0.0010129538468	0.002437606581	0.0057692497	0.0299160444	0.1231473142	0.444767358	0.2857149468	0.0300804511	0.0758111086
a	0.022150438004	0.0141231045754	0.011085214273	0.002487827152	0.008596837388	0.0185688583	0.0772642444	0.353150766	0.240775956	0.1233122914	0.1284844489
ì	0.002261864686	0.002563407956	0.001239847414	0.003363751368	0.005757314286	0.01453289284	0.063910833	0.27157982	0.407955264	0.17108570406	0.0557492454
c	0.001537320462	0.000928887862	0.000705920254	0.0010986866932	0.002438409226	0.009239984114	0.02185166034	0.4349882154	0.2528050086	0.214526288832	0.0598796244
h	0.017465847048	0.0060284730282	0.0114143599768	0.0115147928656	0.007024128626	0.02110484022	0.0254967782	0.409280234	0.2378531876	0.1429082282	0.10990914686
e	0.0268670253504	0.0073008513826	0.0093490835512	0.020851391748	0.0075713507268	0.0078585477	0.05786540534	0.2629919086	0.0891567562	0.361370758	0.1488169272
n	0.00093445219	0.001109741412	0.0018937673034	0.00268619482	0.0053264938112	0.00723946682	0.00987261996	0.17390645132	0.212869078	0.1570208284	0.4271409118
a	0.0204993681306	0.0215067903074	0.0185194937964	0.00626539117924	0.0061710383118	0.0038651931	0.01273452998	0.1049735354	0.261348422	0.341232428	0.202883797
v	0.0032505182	0.003574659892	0.0024519328304	0.00500007181	0.0058746202752	0.015755906884	0.04221769252	0.05944630424	0.2632419674	0.299549697	0.29963660468
r	0.008201137818	0.0032071530532	0.0056654866324	0.0034883511765	0.0027342727788	0.003884011678	0.00752970468	0.047574369	0.2482510388	0.407562252	0.2619022404
è	0.0106909098252	0.00585452614952	0.00619906774096	0.0059018484881	0.0032918484893	0.0018853342312	0.010975254446	0.02705383894	0.1575583072	0.375529364	0.395059661
t	0.000853349426	0.0033275570922	0.00103392404664	0.002684166988	0.00856729225162	0.0087519233032	0.010243280624	0.04271754818	0.180259518	0.5451435008	0.1964179298
s	0.00413725275306	0.00840781427444	0.0065950727543	0.0009138549722	0.0016337448321	0.0011755811454	0.007581364274	0.1082364508	0.0692776486	0.620605924	0.1714352876
i	0.0117769702174	0.00692277546653	0.0130081180775	0.0357494945975	0.0037956834088	0.0069327333508	0.048297848872	0.03134149948	0.0850269204	0.571625982	0.1855219798
</S>	0.002017431312	0.00179994278	0.0035919715078	0.005540393342	0.0097426560236	0.017978492584	0.041955569674	0.102065508138	0.04195899894	0.1769900398	0.5963590218
