 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.84417851	0.1420210042	0.007943322664	0.00026671838	0.000345059138	0.00021352727938	0.00016535932438	0.000397230705772	0.000306780996001	0.000373351274794	0.0015728287252	0.00221628432588
n	0.460928549	0.382310294	0.0469530568	0.005905547798	0.0100032433443	0.00976422392803	0.00592419257006	0.00227280956135	0.00135876230553	0.00102272353285	0.0111133776002	0.0624432067369
è	0.1833797881	0.637512392	0.119902193	0.01103254967	0.00607092049	0.001978425986	0.0009243574406	0.00471117289997	0.00747914128506	0.00806847472429	0.00847103984748	0.0104695650962
n	0.16699252816	0.66702002	0.14966940352	0.00287174366	0.0035171395938	0.00394833323987	0.00147981142134	0.0028105782562	0.000237635270033	0.000309986570366	0.000510812481586	0.000632024161773
a	0.1762746862	0.578517172	0.1515144036	0.013862972886	0.004545422412	0.0035351080546	0.0020754671742	0.00318092056028	0.00131242557088	0.000851577207712	0.00247006626855	0.0618597422931
l	0.03187064072	0.152969026	0.6761939106	0.018039784	0.04339930737	0.004922950856	0.0030431159272	0.0505982989281	0.00583191395504	0.0085798553678	0.0035781733506	0.00097305540831
l	0.01343947262	0.1717637708	0.554913802	0.141738365624	0.04394646233	0.005981592028	0.002949183884	0.0160383641138	0.0163548014908	0.0064538659564	0.00664814185682	0.0197721543713
i	0.0194557883	0.01213890496	0.48575571	0.33410369212	0.0930589276518	0.022012045224	0.0134919404278	0.005423508126	0.00450027765938	0.00364376584933	0.00484501880096	0.00157040279247
m	0.08957020996	0.10669082134	0.3518146834	0.261230072	0.10703851006	0.02462120554	0.014706574148	0.0308648350954	0.0032572039712	0.0052375550553	0.0037255963372	0.00124272038628
o	0.009871658884	0.02269668042	0.4059584888	0.41030531788	0.07248968204	0.0221432044	0.01407080702	0.014618528386	0.0057995084014	0.0046705591512	0.00427846658308	0.0130970957454
n	0.02469027546	0.0459871592	0.1495744348	0.3882647294	0.2545468384	0.01669295624	0.00822397514	0.0151652379034	0.00548511793158	0.0102668424702	0.0129527268992	0.0681496602891
ì	0.026670693886	0.04171575178	0.1778911236	0.2500420688	0.2873115311	0.0797624884	0.0277644572	0.071494857394	0.01019563176	0.006047193999	0.0150574984096	0.006046649378
