 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.969110082	0.02635030768	0.0030495117704	0.00020352844862	0.000114872611394	0.000301603621404	0.000345905134358	0.000111535470179	8.59058331094e-05	0.000326816524738
ì	0.757690246	0.1958497238	0.0111287226	0.002878706172	0.003279367718	0.0032502188752	0.00170596569923	0.00117361624865	0.00641876980775	0.0166246661544
s	0.3683492672	0.591200446	0.02670200916	0.0031674975448	0.00584311262136	0.00292082674042	0.000624735592471	5.77509111902e-05	0.000887244318299	0.000247120972151
o	0.3675510512	0.55796503	0.0442114076	0.00293561958	0.0011130203158	0.00078273194172	0.00096986897057	0.000304002750538	0.0222669192735	0.00190036938804
n	0.025726561456	0.782133968	0.132421537	0.04647357169	0.004158642887	0.0036338242715	0.00062832698176	0.00171725751867	0.00282587086154	0.000280445991548
t	0.0297562033	0.803769656	0.1303484634	0.010565158252	0.002032069674	0.00265583883174	0.00317627134476	6.7917692814e-05	0.0173362346208	0.000292199008682
a	0.06949733104	0.5433595	0.318272168	0.0306877569	0.003519837804	0.0015392615264	0.00121356562208	0.00229902646837	0.029397025559	0.000214528848656
e	0.01506162827	0.3417394636	0.554595966	0.07977357116	0.00433701816	0.0014157240966	0.000581402094588	0.000490005410583	0.00194910528406	5.6067087792e-05
k	0.00436029106	0.044425059	0.69174206	0.2139421966	0.01967529388	0.00615419279	0.002338958835	0.0055017941848	0.00812396325207	0.00373621363807
i	0.00741414108	0.0932111576	0.5736399088	0.1800381426	0.031107608	0.02379535932	0.04499507505	0.0005192741624	0.0417622742408	0.00351703581509
a	0.00898949938	0.02384358038	0.527580916	0.380745163	0.02959373196	0.0107756269906	0.0017791904616	0.00452960534055	0.00822326349507	0.00393944706768
t	0.0039347452	0.00717990582	0.1476978412	0.65565317	0.1240843056	0.026341188152	0.0087889309334	0.0101216845859	0.0132387684718	0.00295945000269
è	0.00256456581	0.012664585112	0.1823379438	0.537519136	0.1374378008	0.05453010736	0.037666398008	0.0009730166356	0.0288583846198	0.00544804448572
r	0.0087997292372	0.003593066546	0.022356583	0.738883722	0.1822142394	0.02501616146	0.00385624105774	0.00285788070307	0.0118112654036	0.000611073317284
a	0.001788983192	0.003904359326	0.0685543842	0.73582593	0.1373905448	0.02997493008	0.0102624374626	0.00096816809742	0.00819635097981	0.00313384725288
m	0.0054901080976	0.00311295004	0.01041642402	0.398072924	0.523987302	0.0374940506	0.00719307566	0.003826126234	0.008650474796	0.00175651986072
u	0.001390307976	0.003063731552	0.0192870939	0.41839455	0.435462606	0.09636279806	0.01603715506	0.00320665946	0.001370835072	0.005424298394
i	0.0064854916312	0.001501442618	0.00311929692	0.1705763734	0.643013168	0.144960842	0.0131134737	0.004132706624	0.0120836001136	0.00101358873036
n	0.00227291492	0.001707877788	0.001684335385	0.03468165964	0.393858432	0.451244882	0.0842362346	0.015759594176	0.011445830799	0.00310824480026
ì	0.00117886708	0.0023400229508	0.007563025489	0.05268869618	0.394425602	0.3724806366	0.1321929072	0.007978617028	0.016278426542	0.012873204198
c	0.009859057414	0.001660565134	0.001650345784	0.0208839058	0.192264552	0.677042982	0.0807409808	0.00664712609	0.0070143615066	0.00223615367796
h	0.0214874743694	0.013812487632	0.018495750298	0.0413692858	0.21123858	0.431450566	0.229670976	0.01321418614	0.008420381744	0.010840345608
a	0.0431117283227	0.0041025860342	0.0042688732672	0.11493031312	0.208006364	0.2641217016	0.290245058	0.03723363964	0.01633470354	0.0176450498016
p	0.003732300556	0.00109655917	0.00171856706	0.020431585556	0.0603161988	0.403497336	0.381216706	0.1031204134	0.019645919892	0.00522444532
à	0.0029422246468	0.0026163178512	0.0100872792184	0.014336598484	0.0564357596	0.2761401	0.527506306	0.04065166404	0.0387000205	0.03058373616
r	0.0182062619334	0.0013279128334	0.0009516061432	0.004888465692	0.0146082725	0.4489862852	0.415979884	0.0537796056	0.01898790146	0.022283778162
o	0.0015049089172	0.004620081894	0.004652802794	0.01206912986	0.031776119	0.354207288	0.464611212	0.0812505842	0.02383937362	0.021468495798
n	0.018766596068	0.00445700088	0.0072980026	0.01126099176	0.01709006884	0.0923691934	0.2955983428	0.40991568	0.101493949016	0.0417502352
t	0.0032935088296	0.0030565892768	0.0031466702707	0.00419974555	0.01235569242	0.0788189292	0.541416724	0.221856918	0.093856876312	0.037998366
a	0.0166578764722	0.00223916109518	0.00257811211412	0.008172583389	0.0081006188	0.0327806224	0.3389851044	0.384029186	0.10177611016	0.104680633244
s	0.0073334654116	0.001337220984	0.003711906834	0.011827138258	0.011936113	0.0486190918	0.1652734852	0.47524312	0.181698170952	0.0930203028
t	0.0031915322688	0.00336912396176	0.00365067460348	0.0010252885644	0.0054268512106	0.0227521998	0.2365763764	0.362313328	0.1976678972	0.1640266894
i	0.0129625282169	0.004121525977	0.00275227492076	0.003501977896	0.0017586189058	0.0071743406	0.1705451204	0.479208658	0.18662694717	0.13134800868
n	0.0090719508198	0.0018936205	0.0069822622642	0.0108707774208	0.0145324269686	0.052278675748	0.0714498796	0.326847506	0.28903204468	0.217040872
a	0.0078080280038	0.0063093058789	0.00768989581204	0.0030686889968	0.0107212160708	0.01051335036	0.1066298162	0.365793292	0.278069614	0.203396794
g	0.01137043773	0.0029584889012	0.005744706369	0.0043515011996	0.005498725422	0.031108250716	0.0328330838	0.2178859848	0.5824493984	0.1057994076
l	0.0059314130738	0.0043562102718	0.0092765832376	0.0036698477875	0.0110648675724	0.00525009648	0.05722327266	0.2305248368	0.4280488552	0.244654009
i	0.0144859645762	0.0083465113275	0.0090600029274	0.0088984499107	0.0081886773834	0.020246013002	0.081748379	0.214542961	0.423947874036	0.21053516276
s	0.0157660066513	0.0026902147457	0.00789411976772	0.00932683275454	0.00729825001572	0.0290535684462	0.027044458212	0.1714756233	0.4155018807	0.3139490222
ì	0.00468496180417	0.00467178535121	0.00754921464656	0.00144441644374	0.0031839731006	0.008981475748	0.0456113516	0.1836906344	0.546206722	0.193975452
a	0.0085417329515	0.00582504828452	0.0115679001874	0.0043777129616	0.0068784603478	0.009472848362	0.019105800802	0.17167298866	0.54125830218	0.22129921
</S>	0.0415180106152	0.0072592320848	0.036833722943	0.028727325708	0.0167665263252	0.0216567852748	0.02588842063	0.077020606326	0.1876491748	0.556680168
