 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.988915552	0.00974888836	0.000754801193	0.00021860811022	5.381006058e-05	4.27359655872e-05	5.0303333908e-05	9.04377972816e-05	0.000124875864818
s	0.70622889	0.273542690628	0.00992705496	0.00240112638266	0.0007944149931	0.001207931255	0.00131211857532	0.00327595412494	0.00130984734483
o	0.865153538	0.1121471096	0.006433144514	0.0010635871688	0.0002808885528	0.000615338508826	0.00189558801485	0.00283692940673	0.00957387093496
t	0.480061038	0.401889016	0.01177997542	0.0448143625801	0.00466085379782	0.00346653604811	0.0146290760332	0.00671979691745	0.0319793195506
r	0.3370273508	0.561952218	0.06401960176	0.004271133836	0.0010535855744	0.00127860882768	0.00181675726964	0.00229447235099	0.0262863174408
a	0.3971034672	0.557858689	0.02568403514	0.008440608744	0.00216889570274	0.00183630463947	0.00231160162116	0.00321763505329	0.00137875135579
ù	0.058862942	0.82614567	0.0876332108	0.0205261020998	0.00156814811786	0.00105287314476	0.00313386013114	0.000692883290914	0.000384334271115
d	0.01180310964	0.646104194	0.3013608354	0.027058450626	0.002932821494	0.001748181876	0.0052248869029	0.0013521543182	0.00241535285662
i	0.02282322698	0.4762813916	0.2810630754	0.1509614878	0.018517930648	0.0250342889954	0.0051769408176	0.00230649179527	0.0178351054823
è	0.013079226232	0.1601434392	0.688683204	0.09480253752	0.01678424912	0.019439008512	0.00448116703132	0.00138427270148	0.00120293631254
n	0.01087632962	0.0744880956	0.679129018	0.14356310728	0.039556629468	0.031562869554	0.00995389997134	0.00396366850684	0.00690640105024
g	0.0048054708826	0.0621012042	0.44722735136	0.3565251428	0.04032239276	0.05199963255	0.02320121899	0.003287813284	0.01052979976
r	0.054443004962	0.211935937456	0.0807799682	0.39866449	0.15499198644	0.06074347356	0.014814605462	0.0186804411718	0.0049461101426
a	0.023320766418	0.140847807238	0.0553100944	0.610226438	0.1428892792	0.008452632072	0.0062091296981	0.0066075017876	0.0061363231612
m	0.0073401622456	0.009324542476	0.039097868	0.37531539874	0.467283838	0.0836021332	0.01061675165	0.00602341526	0.001395911802
m	0.000513160004	0.0029212729674	0.01918825976	0.6452466	0.264636698	0.0249069563	0.009212266912	0.008317232876	0.0250575494986
è	0.0063481449645	0.0431541374002	0.00642889176	0.3185407984	0.49482309	0.0784497588	0.032442646248	0.009969839706	0.0098426824942
n	0.010777508872	0.015869011146	0.0342220603	0.22423570116	0.531123302	0.1382597474	0.02336222424	0.01407505059	0.008075398164
o	0.0031222608842	0.0059192260432	0.04520042156	0.35673839	0.375577696	0.0868511292	0.07320767952	0.01696120876	0.036421989386
p	0.018010228542	0.015104988974	0.011484551998	0.01513186178	0.362542862	0.481683338	0.0726402462	0.01688872118	0.006513223156
u	0.0011229523792	0.003200696068	0.010567727652	0.0421118434	0.3646608276	0.300459593	0.2101202768	0.0331262574	0.034629843558
s	0.0027053743104	0.0063531793588	0.0095628253624	0.00244508715	0.1071878002	0.716529564	0.1239101032	0.022013569538	0.009292533302
s	0.0005970969566	0.001733274775	0.010041492025	0.0213081742	0.24789716	0.346417248	0.229901174	0.0526111785	0.089493189734
è	0.0012171831432	0.00831713300844	0.00284179342	0.01364088068	0.14816145	0.3100128222	0.393964268	0.0472759716	0.07456851546
n	0.000278663596	0.00063932423	0.001915566102	0.001880109416	0.0610690412	0.540993794	0.345784946	0.02975752992	0.0176810286588
a	0.000348310966	0.000754138224	0.003278126304	0.008226669644	0.0745280794	0.3213975004	0.461098908	0.0647576589	0.065610637382
p	0.00857514492	0.020495764622	0.015096579974	0.00673298808	0.03631252586	0.217621525	0.472803804	0.1565748512	0.0657868356
o	0.000408161984	0.00099822775	0.0042529687474	0.003573946498	0.0105783441	0.12857946978	0.49780748	0.2091170462	0.14468432648
è	0.0022021093948	0.0049368306708	0.0117022971904	0.001863683924	0.0143177763	0.195255934	0.417558242	0.2364161644	0.11574691808
t	0.00590203036	0.01304841962	0.010904943212	0.001345819858	0.00866881516	0.2221104094	0.403921109	0.2395311786	0.0945672586
a	0.0001609118317	0.0004900594706	0.00133025971074	0.0005378498606	0.002384414519	0.0300622413	0.4497543	0.4298189322	0.085461022988
d	0.0122528268	0.0361975414	0.01600897932	0.00451232653	0.01329319246	0.05413586698	0.1307172034	0.369864918	0.3630171558
i	0.00085520968	0.0014623376652	0.00926686084148	0.0043308635126	0.0046724662088	0.017030046012	0.22173643584	0.551209456	0.1894363344
k	0.0093096922088	0.0074789738236	0.0204551925704	0.015141175719	0.0195594569116	0.047916870582	0.0951389286	0.476266724	0.30873303086
ò	0.0032065694556	0.003062775396	0.0156812641591	0.022400861254	0.0107101960898	0.013089874787	0.13164447626	0.646246328	0.1539576318
m	0.009432108072	0.0096542061	0.0161037974374	0.0106850991188	0.010827855442	0.0255233603	0.05994879994	0.544943852	0.3128809466
m	0.0005851975328	0.0008949639238	0.00436723608948	0.00153894225816	0.00192750554904	0.0163625924884	0.05600345606	0.80056453	0.1177555589
a	0.006946336602	0.018020315774	0.015896568685	0.0210108504634	0.0225519733274	0.0246047158932	0.08223139964	0.56180301	0.246934835
</S>	0.013792002338	0.01175311688	0.0395918446553	0.0512266522517	0.0457265630694	0.0645732198944	0.0468558316686	0.0797721636	0.646708604
