 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.94727982	0.04909053844	0.0017378798848	0.0007994054181	0.00019276033088	0.000397047502968	0.000100387268827	8.67273591521e-05	0.000315431096057
n	0.2787377978	0.5551506672	0.0286160786	0.003734938372	0.002666693748	0.00212015617417	0.00136526379839	0.00542316339392	0.122185287159
è	0.0179742517	0.934494694	0.0305066558	0.00770352392	0.002315652144	0.001134595124	0.00029634829732	0.000198590975798	0.00537574837537
r	0.00846730963	0.799901972	0.1597942576	0.022399148238	0.0032074031444	0.000737826962052	0.00203030024165	0.00126188215394	0.00219991735186
k	0.06011824984	0.628907884	0.2223425386	0.0620364922	0.0058251032192	0.0021928464786	0.00018766461416	0.00011184808194	0.0182773946168
e	0.07050818586	0.51073399	0.2843631736	0.0391656986	0.016533281394	0.001941333884	0.0561875056568	0.012370908784	0.00819591219572
s	0.004135289767	0.1215831986	0.796766642	0.066693656	0.00615505018	0.003229965108	0.0005519951949	0.00071631485586	0.00016788353704
e	0.021225638594	0.2275597648	0.48847046	0.2433362036	0.01176198366	0.005582428324	0.0004753658984	0.00080696529558	0.000781189830702
k	0.00436248493	0.0169532228	0.70939983	0.2234614614	0.03201679177	0.0097186349306	0.00134096392386	0.00153425361694	0.00121234730024
u	0.012495469216	0.04317038	0.417511752	0.458455382	0.046148777	0.01991319528	0.000393582728	0.000389688417	0.00152176235954
à	0.0067952596328	0.008598706626	0.460376024	0.366333388	0.1115483242	0.0238951239	0.0024263814528	0.0021022983019	0.017924505316
i	0.0055913491152	0.00756117364	0.2005364658	0.492419552	0.19881978	0.06850292712	0.0046270275456	0.0182300921002	0.00371162993358
s	0.017671746676	0.004260315866	0.05724796928	0.329494263	0.432346116	0.1153906114	0.01055093518	0.0126400630378	0.0203979791184
à	0.010286060521	0.001736098178	0.0211517986	0.435283868	0.363083366	0.1604784394	0.0034375439	0.0010812041046	0.00346157151102
m	0.01283061103	0.00300590892	0.04129175874	0.1444459538	0.445814122	0.326596552	0.01602990038	0.0068583550458	0.0031268510941
b	0.0010819088944	0.00098030435	0.00725974235	0.39951729	0.329177406	0.1858735952	0.01786350714	0.041068332435	0.0171779263425
a	0.015985710114	0.01338667401	0.019235190032	0.21203389586	0.34008344	0.255153524	0.04102905772	0.091801123937	0.011291369248
s	0.0026906044772	0.00362568967	0.004695451226	0.00812282906	0.1914648494	0.621385728	0.134548476	0.02888344766	0.00458293298
u	0.0052014585925	0.0033204853928	0.0111701210894	0.05696321404	0.315793418	0.476889402	0.0672561762	0.04253940146	0.020866341556
v	0.002254765258	0.005262689666	0.0087259498442	0.008122118857	0.0662501536	0.556610938	0.3015123934	0.03677906144	0.01448191097
o	0.016929046868	0.0018736737128	0.00656146113	0.0131323352	0.0870695644	0.620003336	0.153615071	0.0380664046	0.06274911864
r	0.002838240984	0.00542344368	0.005374843836	0.003747815982	0.042671557	0.499681688	0.3351796166	0.09754681392	0.00753599596
à	0.019219847851	0.0013506801092	0.002399920352	0.00525856827	0.0451490242	0.352164724	0.349154201	0.115911718	0.1093913194
z	0.001465059858	0.001965704922	0.00101923431	0.001172606424	0.00892298674	0.288305746	0.517777768	0.1570913612	0.0222795014
o	0.0010731523178	0.000781821524	0.001559578788	0.0025742852	0.0153991116	0.332899806	0.36422773	0.20910900348	0.0723754879
o	0.001233181374	0.003819150094	0.0017369995094	0.002360351188	0.01093822692	0.080016868	0.499996738	0.235001986	0.164896511
t	0.022569253488	0.008054896252	0.0039683798234	0.003275331836	0.00693499918	0.05261028508	0.2687112714	0.405680376	0.228195179
s	0.0127647818051	0.0011154727378	0.00312314060981	0.00183675049946	0.0061125338892	0.0434172662	0.354193703	0.4824957876	0.0949405993
o	0.00124804449138	0.00260636009112	0.0027781940036	0.00063428453962	0.0017328563522	0.02466777824	0.2608093352	0.5965969312	0.10892624294
m	0.0013559622596	0.0026595832444	0.001358556549	0.0023218460812	0.0071846752592	0.0185769706	0.115815249	0.514844308	0.33588285936
ì	0.0022962522432	0.00081439238888	0.001004116463	0.0004543977104	0.000992651238	0.00402821598	0.1429978134	0.642883604	0.20452858556
</S>	0.0005332088052	0.001554741588	0.000612651146	0.0019810512814	0.001593189084	0.00973940814	0.0402355864	0.590268442	0.353481715
