 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.991903194	0.006198433936	0.0013024515433	0.000266626289634	9.7496186936e-05	3.0680616209e-05	4.9347899534e-05	0.000151764197596
ò	0.5765927054	0.1263911928	0.273917320788	0.0013818438124	0.00267918726042	0.00245635772114	0.00609540887687	0.0104860239352
t	0.77895216	0.1932908618	0.0241184530328	0.00065380105118	0.00109237055562	0.000510630620556	8.633238891e-05	0.00129536685719
t	0.501325998	0.3679634574	0.09872976748	0.0088708591658	0.0029700871386	0.00267258494616	0.000851186615878	0.0166160396061
i	0.363191482	0.4627602336	0.02477781126	0.0457999784796	0.0162962773591	0.0575419355775	0.0208207849154	0.00881147487397
ì	0.11252460174	0.728215062	0.119084342	0.0307022905209	0.002529912059	0.0028440493063	0.000980334776793	0.00311944845523
r	0.00880830206	0.912614286	0.071494274	0.003543201288	0.0006792050288	0.0007304423668	0.000466915994596	0.00166339926858
t	0.05299174694	0.65724135	0.1975921018	0.05581768556	0.007972473588	0.0096550610403	0.00333552037236	0.0153940591206
e	0.081347083174	0.648636362	0.0888844762	0.054886414792	0.016893021177	0.0644770300348	0.0258735580337	0.0190020667256
o	0.009529382346	0.525178896	0.418220212	0.036750402108	0.0047017432734	0.003488116299	0.00084016364916	0.00129107053916
G	0.00594804264	0.2816888486	0.676789194	0.01869010004	0.003873242856	0.005661851022	0.000863335043594	0.00648537533322
i	0.002522564954	0.270992334	0.54476136	0.174310365346	0.004746074484	0.001064785246	0.0010332576468	0.00056924167
o	0.035090250314	0.2671436252	0.634794646	0.04738027658	0.0078596013848	0.0026958875942	0.00105283691259	0.00398284679165
v	0.013343756612	0.0653116378	0.662146319	0.21008772766	0.018395998732	0.019827241602	0.00143163888092	0.009455670418
à	0.0120790717342	0.05263970172	0.503684228	0.4090159602	0.015913712508	0.0021043348	0.0011961221222	0.0033668328272
n	0.033356348828	0.0391474793	0.4433796592	0.4358614532	0.0317642686	0.011482880804	0.00187027923182	0.00313760893491
n	0.010874312876	0.02600922378	0.40489718852	0.4949426626	0.03589970016	0.00575597624	0.0031648117266	0.0184561018266
i	0.141005872965	0.026069711266	0.312273572	0.2743530784	0.03448482752	0.012036500172	0.0290078407831	0.170768596731
e	0.04730533566	0.06071977878	0.1601346184	0.438662952	0.1754403264	0.0756953798	0.020352524988	0.021689129756
A	0.013186554628	0.005629357894	0.19883800344	0.47344832	0.1685968606	0.1270474782	0.00435575527	0.008897652788
n	0.0118250136068	0.0022318157228	0.15058115978	0.525464136	0.2157787034	0.0810097648	0.0053028414924	0.0078065650996
n	0.00289510926748	0.002120057894	0.12121308046	0.651838982	0.1090090942	0.0374706598	0.0136404109	0.0618126078
a	0.0472639897341	0.00615839873477	0.0589039707578	0.255308214	0.2292902576	0.0532360594	0.06822529268	0.2816138193
g	0.02247218898	0.00960134046	0.02000096634	0.1727659126	0.351053504	0.348944266	0.0225445174	0.05261730746
i	0.00853205581082	0.002729539028	0.05118941287	0.3850221014	0.214368341	0.235800616	0.058255847	0.04410210846
à	0.007703078822	0.0045301467432	0.013514546512	0.0968194549	0.198784708	0.60998179	0.03142087352	0.037245384392
ì	0.00258065041	0.001369789061	0.00262481463	0.0205428591	0.3009353392	0.6053361828	0.0377860372	0.02882433038
c	0.001329182766	0.0030271864468	0.00430800324	0.014345696	0.2732455698	0.574058726	0.0508475456	0.078838076
h	0.00904674308628	0.0052361455112	0.011014687532	0.02940457364	0.2396335666	0.456474007	0.1761792306	0.07301103686
e	0.034979836406	0.068291967177	0.01420680289	0.026513088288	0.191503097086	0.1591089556	0.3401503472	0.1652459323
p	0.005567915494	0.00373116132	0.00188051068	0.00300426242	0.07038397758	0.1596184278	0.40399733	0.351816416
l	0.0147313887721	0.002577959404	0.00394595735746	0.015578501752	0.06215942896	0.1008345714	0.475846258	0.324325906
ò	0.00796622379796	0.0058064789596	0.003400654998	0.0207443030644	0.0496819593892	0.08236748126	0.563428904	0.26660395356
s	0.004954749128	0.006305920156	0.002993415516	0.002549915024	0.006592703446	0.0677514186	0.693237936	0.2156139326
o	0.00311223019	0.00572674589	0.003047000788	0.003934299592	0.024627459316	0.1252423097	0.584824188	0.2494857796
n	0.01083536726	0.00663707164	0.00658742513	0.007490304088	0.0360035733	0.0777931152	0.360063916	0.494589222
t	0.0320908723412	0.00735280985208	0.0044204810128	0.00226965776	0.00535592733	0.03202720408	0.581958774	0.334524272
a	0.0132281639247	0.0023440538057	0.0012688217316	0.00304274100292	0.00371211826	0.02477547712	0.659131804	0.292496828
</S>	0.008358179854	0.01202187649	0.003286846394	0.003967061536	0.0218968656	0.03107474698	0.3157379452	0.603656476
