 	è	facile	che	stanno	ancora	svegli	</S>
è	0.8733862	0.12571235424	0.0004573835508	0.00014092795886	8.382979234e-05	9.811739803e-05	0.000121164999698
f	0.21138060354	0.69909744	0.005271963996	0.00555725812914	0.0165275848969	0.0211784793555	0.0409867004995
à	0.2940994468	0.63621724	0.01792968248	0.00720059206	0.0015744530508	0.0022171732256	0.0407613997985
c	0.0277968304	0.95162377	0.01816553676	0.001665141962	0.0005107628834	0.0001547013499	8.322695926e-05
i	0.015484546168	0.893691504	0.0472438658	0.00667620216	0.002555681896	0.0012053766328	0.0331427849197
l	0.02341586	0.716575306	0.224752062	0.0232854192	0.0103415466	0.0011561436458	0.000473693883
e	0.013951416624	0.471848128	0.41141054	0.08499913	0.01029464443	0.00368646265	0.0038097359822
k	0.01382548148	0.1893874156	0.5799966	0.191720334	0.0190302841	0.00449971873881	0.0015401780628
a	0.039893422388	0.1056923244	0.502679282	0.305731458	0.01688323154	0.012035025026	0.017085213288
s	0.012813542168	0.0469058442	0.3556610772	0.5146232	0.0471332344	0.0162878478316	0.006575246445
t	0.019082162481	0.03092410876	0.325781844	0.557320368	0.0468188455	0.006573198204	0.013499445076
è	0.0049490793662	0.034532140106	0.248387128	0.619604306	0.0811561844	0.005976948298	0.005394259586
o	0.0048021794352	0.00993813786	0.081021818	0.742287334	0.1341545968	0.0245230002384	0.0032729638922
n	0.01593031191	0.01473955222	0.0632606654	0.407117806	0.431289492	0.05241952	0.015242655339
e	0.0176920624347	0.013628790139	0.0470615656	0.477061722	0.2174256414	0.20018174364	0.026948503614
a	0.02869241805	0.006753269668	0.00730201808	0.1441283288	0.649916202	0.15191985266	0.011287924796
n	0.008758716018	0.00832055947	0.003994484636	0.0968210144	0.61682826	0.2365014724	0.0287755099268
k	0.0229742220228	0.0146320778084	0.0079453791	0.06478722886	0.4036068028	0.3166936427	0.16936065568
ò	0.0872890797068	0.0360365736228	0.080332965256	0.1942540462	0.252975594	0.1886445652	0.16046718054
r	0.012017164848	0.002979856858	0.0023565004482	0.01521126648	0.652047798	0.2948966932	0.02049072738
a	0.002265599262	0.003029375292	0.011310739984	0.0869196048	0.551040894	0.3100914808	0.0353423014
a	0.033302176422	0.013143014932	0.009975478752	0.0490621803	0.3380924692	0.3631442448	0.1932804406
t	0.0271635215474	0.0111785301194	0.0140729086442	0.026881101772	0.119970155	0.587100112	0.213633646
s	0.0160442835377	0.00883565801123	0.022271622633	0.02778181508	0.1442266566	0.582781846	0.1980581404
ù	0.0345197950038	0.0668945800134	0.0276466938471	0.038856586006	0.1937407304	0.2380833142	0.400258284
n	0.0112700332392	0.0165446182464	0.00988989462	0.025525629462	0.1351062676	0.510224894	0.2914386412
n	0.0151437320463	0.0154519199046	0.011541469786	0.013369919328	0.085550856	0.5999234972	0.259018617
i	0.0990261161897	0.0423866800242	0.0835149487759	0.0276861735618	0.0724882948	0.33295109974	0.341946657
t	0.0097581495716	0.0149789649973	0.0126657095028	0.0561615325795	0.10682379112	0.313623668	0.4859881952
i	0.0414998745934	0.0986900569299	0.0184222644197	0.0154247429572	0.0380294854	0.44089158694	0.347041985
</S>	0.0536638610724	0.0537884708626	0.0318107537446	0.0476918448796	0.06839078048	0.0340985292	0.710555769
