 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.973207308	0.0228063973	0.001189806404	0.001213405226	0.000371759413954	0.000148572757286	6.9030033602e-05	0.000110468219958	0.000135133357567	0.00074815902534
d	0.826406608	0.105087699276	0.01029728757	0.0088562479868	0.0110304263334	0.006257694974	0.00839572361111	0.00151525177439	0.0125158590722	0.0096372281294
r	0.677469226	0.293648276	0.013498470314	0.0075450991112	0.00306509058	0.0006559313056	0.00019006355414	0.0003075338262	0.00022308615258	0.00339719507486
e	0.633209008	0.221394538	0.02856201304	0.02593568054	0.0831604923952	0.0018542753994	0.0020746000614	0.00104608268556	0.00159207469093	0.00117122999757
f	0.290297588	0.587984538	0.071524758	0.02830388852	0.012716264318	0.0047159960374	0.00258400923338	0.000518271790474	0.00117432326246	0.00018038291078
f	0.1885031086	0.702397364	0.029753544	0.01838266098	0.04312621188	0.00503607938	0.000815905532	0.0018580500506	0.001815558117	0.0083114866664
ò	0.38086596654	0.152929992	0.1099596476	0.135890303	0.2013761392	0.00569171062	0.00254479385	0.0051596407032	0.002975487421	0.0026063339058
m	0.039048132534	0.373770894	0.330883286	0.1648739552	0.059557744312	0.0285414406708	0.00148117339136	0.00086426009978	0.000404347243	0.00057477307858
m	0.10076381689	0.351064288	0.1020197678	0.055872624148	0.2899343778	0.039235363672	0.005686807116	0.004862686877	0.0190319131228	0.0315283340134
u	0.26787790776	0.1020500025	0.12404053186	0.2499738015	0.2021414174	0.019958064484	0.0173535643844	0.0118168620362	0.002401771443	0.00238612039792
e	0.019887843644	0.0297038511	0.2948013104	0.396011036	0.1011713496	0.13172224444	0.003043984554	0.021346533966	0.0014867211254	0.0008251344758
m	0.05532854692	0.0338858012	0.2432338758	0.238357584	0.260371708	0.0760221246	0.040015815488	0.006520173686	0.0156326378612	0.0306317340655
o	0.01548953214	0.10891856938	0.0544896042	0.2666342918	0.435976924	0.0729399476	0.02043344	0.00523948515	0.0048503319252	0.01502786354
m	0.0392478495468	0.02292312745	0.1751582078	0.1377313448	0.260505374	0.3295282142	0.01098734794	0.012459840384	0.002616522868	0.008842180685
a	0.01847760026	0.07743411232	0.026855508	0.1424335958	0.369185494	0.2081822916	0.085691891	0.02687273964	0.017097432808	0.0277692885
i	0.04697962215	0.011988944726	0.0277279712	0.09240839148	0.2332063088	0.52708232	0.0336921916	0.01858993646	0.00322081363	0.0051035167192
g	0.04575566898	0.0116339588	0.014450471134	0.02547233246	0.1350220311	0.432904	0.186038478	0.0976932118	0.03746987484	0.01356000274
r	0.011125796942	0.106240714117	0.026900800228	0.0090196702	0.165727246	0.40777931868	0.1703938108	0.06018765988	0.0233041917	0.01932077284
a	0.00688252859164	0.00727179830062	0.013927921218	0.01321284316	0.1042286082	0.2900541834	0.20810566786	0.180575673	0.07999457788	0.095746200152
m	0.00912592246	0.015649869236	0.00595635628	0.01520720866	0.04191149244	0.444556506	0.1881701032	0.1845551896	0.08229638368	0.01257097446
m	0.0015437931276	0.0100366351018	0.004877710568	0.003909088876	0.02046768532	0.1529993226	0.389727524	0.2133603844	0.16078033	0.04229754406
è	0.010639831088	0.011245615648	0.006056050186	0.031752800472	0.02003275014	0.1523791676	0.0786399784	0.4515058492	0.05424725992	0.183500674
n	0.0501480753712	0.0028790492706	0.005612778234	0.00478587238	0.01855135302	0.16731554168	0.1917500696	0.411508774	0.0859469244	0.06150155148
a	0.003794797417	0.00545555857752	0.0138829962758	0.0039825372	0.033357359894	0.1192875596	0.2664703672	0.194641481	0.2941012808	0.06502607766
a	0.01434073336	0.01870131458	0.010667454566	0.013961654038	0.02280305406	0.07495078884	0.05233983188	0.37271662	0.2373063568	0.1822121956
n	0.019842937	0.054664706462	0.0027921745324	0.0307154830794	0.008274765516	0.0209130069432	0.00737084426	0.3204895932	0.2679074712	0.267029022
g	0.0145606603516	0.0167336805996	0.0389302708368	0.00454958635192	0.007061222204	0.02213011618	0.0524517303	0.222271776	0.437462514	0.1838484528
r	0.0199343585026	0.0205027545097	0.102661425218	0.018955556766	0.0611618393	0.10232877385	0.00604197044	0.11908242636	0.1566301546	0.3927007168
à	0.00460522986002	0.00166504611887	0.00232099064202	0.00206235630394	0.001698372086	0.00876000796	0.01985337412	0.2806586076	0.2271306408	0.4512453808
m	0.001760143876	0.0018201756464	0.0017174712718	0.0019231542225	0.0046392182634	0.0062999307208	0.010468142934	0.29476962836	0.45870563	0.21789651754
m	0.0009649606666	0.0015304440899	0.000757585719172	0.00050797682574	0.0008127677516	0.0024357960354	0.011807925028	0.1731561948	0.740687074	0.0673393032
a	0.01688236338	0.0447777908962	0.00351767287355	0.00294857362652	0.0037887759814	0.0060949594354	0.03691033501	0.1930593462	0.403349564	0.2886706154
</S>	0.006596887268	0.0139249677908	0.0152342268082	0.020261345999	0.0917415713974	0.0252867528818	0.027845207466	0.12400963728	0.1133053828	0.5617940336
