 	se	avessi	visto	il	tempo	avessi	visto	le	nuvole	e	non	avevo	uscito	per	bagnarmi	</S>
a	0.897344382	0.08891156532	0.00915126676	0.0002965802158	0.00061838559924	0.00133342804528	0.000552781860116	0.000147130841293	0.000286370297885	0.00014642842892	3.66068474464e-05	0.000156264643059	0.000261975110776	0.000232918564692	0.000350004335617	0.000173900497043
n	0.28602492356	0.42522698	0.0730531336	0.0157682265326	0.00708221736042	0.00979360836895	0.00823913508365	0.0110917370164	0.0103687429502	0.00838800456301	0.00778358219753	0.00427212458769	0.00590353973721	0.00801358024245	0.0103972730133	0.108593193261
ì	0.01269308552	0.668708617	0.296041692	0.00739231252	0.004886109594	0.0013156661692	0.0017929992962	0.00085537273212	0.00052445144046	0.00067189798623	0.000309732006878	0.00037918017841	0.000103810753442	0.00105368717361	0.000130029701081	0.00314134475393
c	0.009754724588	0.623222066	0.3291317906	0.009178473302	0.0049543765808	0.0011312152278	0.0054006100158	0.00482066691727	0.00445666535852	0.00270364408533	0.00118945260753	0.000768323893527	0.000169505188852	0.000674581258636	0.00095958778416	0.00148430372295
h	0.0215609301	0.620585406	0.2598254352	0.01872970048	0.0124742188054	0.018734908424	0.005888903108	0.00655566983905	0.00257031464235	0.00392907616263	0.00159438338864	0.00033684291792	8.2461065692e-05	0.000175451464566	0.000149085053262	0.026807246236
a	0.02832033578	0.60257094	0.296244904	0.03642321958	0.0081405934984	0.0025457520871	0.001515309652	0.00592103976553	0.00123002337403	0.00209487396514	0.00258856065135	0.00111218554369	0.00030547751739	0.00819413864274	0.00263009121093	0.000162528025599
t	0.002233603971	0.2343269158	0.696468846	0.0462607872	0.011198430976	0.0035904441114	0.0020920068812	0.00117902395234	0.00103448258798	0.000355816240638	8.7048389706e-05	0.00024888273066	0.000114354655246	0.000682013067967	0.000111375469254	1.59568791486e-05
o	0.0362464357581	0.1235606946	0.64365404	0.111074527	0.0402778084	0.00645674134	0.0144353265872	0.00321777279684	0.00405005200836	0.00212243548725	0.000479239597664	0.00636913603778	0.0042984909792	0.00123237864807	0.000459809996443	0.00206506820646
r	0.00653919957	0.0761493881	0.572305806	0.2991514876	0.02866808628	0.00782795059	0.0025069962312	0.00071940100074	0.00051632083552	0.000150656600796	0.00031713578132	7.9478348876e-05	5.95184853808e-05	0.00172138572199	0.00168545201945	0.00160178186723
ì	0.0064891425454	0.02393372188	0.500687284	0.3370370892	0.0929137374	0.01546927156	0.011244966784	0.001281731908	0.0034096463066	0.0004921540334	0.000569290814408	0.001335026135	0.0034912146384	0.000215033831862	0.000128146493812	0.00130258156263
