 	se	la	pasta	aveva	voluto	sale	lo	avevo	messo	</S>
s	0.755665388	0.231744099	0.008720093258	0.0023774018038	0.00024648394024	0.00061948207327	5.1097882126e-05	0.000193266448438	0.000251077966682	0.000131630470303
i	0.186345537	0.622262018	0.0398300343	0.061393811364	0.004649625108	0.0231315515164	0.00335532263491	0.00291683207471	0.00247753438209	0.0536377253274
i	0.08572864312	0.770117188	0.1283315184	0.0049057542	0.0004372585654	0.0003479082252	0.00157894267781	0.00257163698185	0.00511255232609	0.000868617348717
p	0.0165655816	0.681827982	0.2587492287	0.030298677	0.000693359094	0.001771821196	0.00032486816248	0.00126072702932	0.00730762621472	0.00120014038127
à	0.07729927418	0.457932152	0.3112256938	0.1164344834	0.01494893452	0.00439058418	0.0001830388612	0.0028149916004	0.0142199162936	0.000550911843488
s	0.014667422114	0.467689922	0.474787688	0.0402687208	0.0014197383368	0.00030893617866	0.000208938997886	0.000169847815674	0.00027330717423	0.000205484995974
t	0.04648633952	0.124183012	0.617314624	0.1611209824	0.02980274534	0.0086603766072	0.000669969098	0.00123168134659	0.00450835515551	0.00602192015471
a	0.0331090511	0.1224226592	0.72048187	0.0963513421	0.00996110783	0.0011793754152	0.0137547989655	0.00134336709423	0.000618974892992	0.000777420331738
ì	0.01442396488	0.0571289562	0.2689364368	0.57684364074	0.0638272566	0.007267728518	0.002512275956	0.00519014972132	0.00300303535682	0.00086656955096
c	0.00601166294	0.01490744134	0.09008391598	0.690682378	0.1533024252	0.035362292272	0.0037535596	0.0043162242126	0.00100551113612	0.00057460135554
h	0.03834409864	0.00554219164	0.1060353466	0.58502096	0.1746316292	0.0639177998	0.0040666603992	0.0034261051982	0.0123829742156	0.00663222540526
e	0.051061583264	0.02284278452	0.234872275	0.47427454006	0.161559458	0.0197625418	0.0291382192327	0.00373118084726	0.00180932736318	0.000948119631984
t	0.004669917104	0.00216768468	0.00634838592	0.3349610567	0.567840382	0.0670941856	0.00840777006	0.00601606386	0.00169620052554	0.0007983615552
e	0.008823277145	0.001096971638	0.023162926956	0.2190103136	0.597427864	0.0575590918	0.01010193258	0.0063882234704	0.0530518570342	0.0233775270851
l	0.00191870162	0.00180938941	0.000828770781	0.198431539028	0.602279064	0.171079561	0.01663052068	0.004914068246	0.00126276644298	0.0008456024039
ì	0.003676050618	0.000740675019	0.019915620762	0.06214148986	0.741055	0.1147731598	0.01230196198	0.007716909192	0.0289966492822	0.0086825338848
s	0.0363455594786	0.002056555432	0.000314794594	0.071721535982	0.677699112	0.148724792	0.050726205	0.007050474484	0.0048172523956	0.000543688934732
o	0.00065733414	0.0005286734972	0.002393732876	0.06822145274	0.669576938	0.2064322934	0.0415663218	0.002908370298	0.0031365896778	0.0045783185616
n	0.006055349722	0.006502532982	0.0007568261214	0.014045866955	0.300020974	0.31839339	0.2849748752	0.0610963711	0.0052488206	0.002904979872
t	0.003065548967	0.00061632108536	0.00457058549436	0.009888639416	0.4919242852	0.359726146	0.0766333038	0.01309358498	0.0358320909494	0.0046495272889
a	0.028377160522	0.00173479699996	0.00304331252936	0.006698199908	0.324844962	0.3090814614	0.2767388972	0.021536932908	0.011997007932	0.0159472668064
à	0.000933643646	0.0007280786508	0.0007012407485	0.008249085756	0.1025762624	0.4059627354	0.401078194	0.0682364768	0.008786558688	0.002747746462
l	0.001198436726	0.0004508118848	0.00023929259	0.004033491416	0.0463322594	0.539709204	0.293264118	0.0949816758	0.014164120326	0.0056266195812
a	0.000598769787426	0.00027700214546	0.0003201671662	0.00855330622	0.159730769	0.42181058	0.253240986	0.08460876784	0.052809737176	0.0180498973382
t	0.0030507308226	0.004988066635	0.0004894676862	0.007137198416	0.01407867866	0.0952861914	0.44000634	0.379089496	0.03432463316	0.021549175
o	0.0043353712036	0.0004367482659	0.00124571115214	0.002326732828	0.03727974004	0.18817312	0.471904166	0.17313067	0.0876257804	0.0335419473
ì	0.00052760599	0.0013399910628	0.00039200000518	0.002297130062	0.006430791102	0.04569130398	0.2061309894	0.588078878	0.1009881596	0.04812315366
c	0.002075683434	0.001826592374	0.0009444246966	0.002920543864	0.00401443918	0.053869461	0.1244425324	0.547756878	0.158786854	0.1033626157
h	0.0133392659018	0.00254317852968	0.0040129525359	0.005103277398	0.010538865302	0.0641195112	0.164887463	0.283117212	0.349970898	0.10236739408
a	0.0607612019546	0.0154820686694	0.0036688395588	0.003384995922	0.015166706736	0.043855869268	0.2696108736	0.1605769356	0.281296668	0.146195844766
v	0.000594447964	0.001995327998	0.0005858560248	0.00516259797	0.0053790460412	0.015620314032	0.06173364116	0.3802133634	0.2054939812	0.3232214306
à	0.0042978820654	0.0011984697348	0.0020482185682	0.0010596532672	0.003764067066	0.0063071106	0.0493785994	0.0982663606	0.568002622	0.265676992
l	0.0009045998113	0.002179090734	0.0007134949367	0.00678183792792	0.00192051701366	0.0058396690832	0.024844494	0.2213443572	0.576337458	0.1591344797
o	0.0025472788393	0.00190595905172	0.00530616895726	0.0108855019894	0.006901775276	0.005556957032	0.03634759962	0.1829936664	0.551539232	0.19601584608
n	0.001394170844	0.008700047028	0.0033601809828	0.013284281929	0.00603163615	0.0086218814916	0.02768490806	0.1175228085	0.350313044	0.463087036
t	0.0048166087054	0.0018372192358	0.0025880011097	0.0026701168162	0.00221394652632	0.0012787815052	0.008459034468	0.04461500596	0.731196374	0.2003248864
a	0.0487070137072	0.0051505458744	0.00502254669962	0.002188431264	0.0080247224759	0.0023433430006	0.026277342034	0.0903487806	0.535205444	0.2767318114
</S>	0.0031830330028	0.0080781251072	0.00154000802712	0.00625554192	0.009719627999	0.00701939837774	0.032256778304	0.06294725808	0.275200102	0.5938001476
