 	la	sorella	mia	si	non	è	venuta	ancora	ancora	qui	</S>
e	0.989854126	0.00884035216	0.0008001902946	0.00020937910182	1.7157179e-05	4.388739074e-05	4.578115238e-05	3.0795763666e-05	3.05422207488e-05	3.51620411668e-05	9.26270959228e-05
d	0.66934612	0.26629715106	0.010666842474	0.0088843111586	0.010223712619	0.0113604943472	0.00066320068152	0.00434279474979	0.00119823746431	0.00989494949495	0.00712213590046
e	0.363934078	0.605717116	0.017696306134	0.003656677362	0.0017818072645	0.0011272136834	0.0003072237944	0.00070070575062	0.000628718572506	0.00176234319966	0.00268778704
r	0.2828446434	0.635578732	0.03983331326	0.006264102368	0.0124398131	0.001880634158	0.000898179373	0.00205148164608	0.000998868558512	0.00137875219792	0.0158314662035
f	0.1915611404	0.72517252	0.03902622189	0.0166167524	0.0061566101849	0.0037064554568	0.000899746252	0.0012085534404	0.00056204323668	0.00097519969306	0.0141147671097
ì	0.2245619956	0.536512582	0.1831284447	0.02881967214	0.01286346074	0.007503629146	0.001244259572	0.000629011796	0.0006227281266	0.00345862757014	0.00065560614568
m	0.02247697068	0.69119914	0.2465279066	0.0246521616	0.012661753728	0.0018216102846	0.000212437791786	0.000201545824392	6.4946173456e-05	8.9878579514e-05	9.1645478394e-05
u	0.03238229918	0.550201248	0.2527962512	0.0884541268	0.01472824028	0.02794519128	0.011359300137	0.004216725954	0.0011087144772	0.001500808234	0.0153070502854
s	0.02450259106	0.2042546376	0.5000037026	0.155577994	0.0661375852	0.01915916266	0.015130535992	0.0086959989404	0.00359471125038	0.00103553884694	0.0019075864124
i	0.02193224248	0.18956729	0.474584456	0.2177025148	0.02229395234	0.02191311652	0.01155474445	0.005087027853	0.00326840424886	0.022598170711	0.00949811352286
e	0.0132920685846	0.04074721126	0.472780621	0.29490924	0.1431558448	0.0193963872	0.0078424223034	0.002839687736	0.00110182889546	0.00037579037155	0.0035588648072
