 	qui	ancora	stanno	con	la	luce	accesa	e	stanno	svegli	</S>
e	0.995029392	0.003923199382	0.00036511962696	0.000101351349296	6.7033858716e-05	1.77355912668e-05	2.50272718363e-05	2.47161029738e-05	3.8722381528e-05	0.000259341024853	0.000148368768857
t	0.830007628	0.1326166285	0.020021861754	0.002841462382	0.0054600717464	0.00524214191161	0.00063533924534	0.000765778712706	0.000531921823672	0.000852260206741	0.00102492248775
t	0.839628542	0.1140671176	0.02033485078	0.0032058036621	0.0028714336202	0.00038812982796	0.000400609354052	0.000394504109658	0.000367497501361	0.00058530646401	0.0177561910231
ù	0.799151286	0.142763602	0.03774939898	0.011876721402	0.004677196971	0.00063820757538	0.000555561309422	0.000271890237256	0.000273658095865	0.00187574207297	0.000166718499742
a	0.1488852802	0.80557498	0.04238772312	0.0014164288046	0.000981788147714	0.00011418225317	0.000217990788128	4.55072261837e-05	8.41345820969e-05	0.000254687355957	3.73464327976e-05
n	0.036041941	0.785229648	0.1084792284	0.0049609091	0.00429251589	0.0034548908672	0.00391749452824	0.00250420001485	0.0047587538078	0.0175524478105	0.0288080177478
k	0.0641223031	0.576002246	0.3037933368	0.02860709688	0.00778963167	0.003385481208	0.0009054544034	0.0004554587508	0.0003046278834	0.0013907600732	0.0132435684656
ò	0.07639932962	0.3337178312	0.395040284	0.08452947626	0.036413330054	0.0585345995396	0.00211240056556	0.00061326573394	0.000637486374914	0.0118075550522	0.000194433845458
r	0.019578221832	0.404641766	0.545372656	0.0245111036	0.004602387476	0.0008368978344	0.0002147468244	7.30245247e-05	7.8114615026e-05	7.2405063246e-05	1.870186856e-05
a	0.0070304504	0.516274329	0.41373534	0.03214940722	0.011815888548	0.004513697774	0.00253313354434	0.0013274495485	0.000974637988554	0.00126349084192	0.00838217969344
s	0.02254974548	0.0631174848	0.63518161	0.229225898	0.03712847	0.006501641544	0.002345037946	0.0011178299672	0.00219527441176	0.00027024213776	0.0003667873842
t	0.001613753686	0.1406192166	0.599696664	0.169421053	0.0504811522	0.013097396736	0.0035931539294	0.0016212782608	0.00058853712898	0.00153047825554	0.0177373165607
è	0.0046900807568	0.03045720282	0.506963308	0.2812896308	0.1363850158	0.027987932956	0.004704789184	0.0015725661638	0.00118069106854	0.00441375690546	0.000355001281876
o	0.001358522436	0.00673293416	0.41996683	0.41953564	0.119754041	0.028532428968	0.0023986790028	0.00058711560174	0.000768484197368	9.3512746426e-05	0.0002718046524
n	0.0021483786	0.005738723876	0.0775550022	0.535085556	0.321903118	0.0369432022	0.0097251363	0.006099000924	0.0016635424298	0.0008633196386	0.00227500627621
m	0.0010231337848	0.008956533154	0.143301642	0.434751692	0.316369074	0.06511466348	0.01003795004	0.002560100782	0.000685580468	0.006517400823	0.0106822228623
o	0.00561001105796	0.0119904470172	0.06741033018	0.3704970892	0.29815286	0.2137762796	0.0118398134	0.00588531928	0.00350454962	0.00970862167626	0.0016246997556
l	0.003634776246	0.002541840264	0.01743983388	0.287198474	0.555420202	0.1091474374	0.0167705492	0.002852864686	0.002541086664	0.00058428266578	0.0018686690404
ì	0.0007210929672	0.00321721036	0.0327454965	0.372756396	0.420109568	0.1077859198	0.0304825212	0.0088985097	0.00277695326	0.0065530916632	0.013953224628
m	0.004440044174	0.001696172094	0.0082356289	0.186834264	0.50009407	0.2424722594	0.0465753676	0.006692645388	0.001936097764	0.0005761549258	0.0004472690533
o	0.0005909690796	0.002816483369	0.01194283652	0.1914296828	0.457779118	0.243304284	0.0602825874	0.0117055246	0.007293525844	0.0029434008872	0.0099115671958
a	0.016119145278	0.0031997791506	0.003415346953	0.0314709964	0.304569378	0.3590050352	0.2350801474	0.0337638462	0.009713474832	0.00195977961566	0.001703048272
n	0.003820160502	0.00192457642226	0.0019876847484	0.0191618593	0.1446693482	0.2617750884	0.420350976	0.094251912	0.01449738724	0.032507969354	0.005053033071
a	0.0008124242266	0.0014325545244	0.0020274745054	0.0482191645	0.2740612168	0.2029387024	0.380071452	0.0572404644	0.01203862214	0.014410091674	0.006747850266
m	0.002604964092	0.003876617263	0.0052861358066	0.021855558472	0.1274011427	0.1882975106	0.443151346	0.1395272658	0.03189191554	0.03094685404	0.00516073475354
m	0.000302189298	0.000576122757	0.00090903479	0.01002515923	0.0970122442	0.363252073	0.372411596	0.1115379258	0.01926276808	0.01535520948	0.00935571408
è	0.00342947970394	0.00220258445684	0.003450089664	0.01528183366	0.0757233136	0.263282841	0.321367203	0.1376554134	0.0617134668	0.03865317028	0.0772406274
n	0.025959397568	0.002646282952	0.00273844362	0.00810210206	0.0422255044	0.2641663752	0.385468404	0.1839409048	0.06955881712	0.007078774894	0.008114975234
o	0.002692502561	0.00564927924088	0.0029294982134	0.01791951432	0.0918274018	0.309432736	0.300797397	0.1673944798	0.0441093862	0.0290225042	0.02822534106
c	0.015951114012	0.00342218648826	0.0032833098134	0.003514879844	0.01008877658	0.052305357	0.3299921528	0.33199701	0.2036461092	0.037886807946	0.00791226222
e	0.0040599104106	0.002163193874	0.001739159948	0.0153731243056	0.037323229012	0.07604983154	0.390054392	0.2732483368	0.1014459134	0.051993954194	0.04654896218
e	0.00118347606	0.00121668555	0.0034178187644	0.003577688623	0.011837611214	0.02843221986	0.2106221816	0.397132036	0.2529197772	0.063675628434	0.025984876
s	0.002635400686	0.0012569244145	0.001204772254	0.001093283848	0.003161801876	0.0157198229	0.2161837442	0.32300445	0.1755472228	0.227708266	0.03248427192
t	0.00071468482804	0.0007089944715	0.00063796413494	0.00251042574336	0.0059357605094	0.02015403188	0.233478674	0.238471848	0.2559095976	0.20456575026	0.03691229072
è	0.0018268812718	0.0009001703171	0.0017200141199	0.00214044599002	0.0039396090796	0.01269530196	0.11864066328	0.27296728	0.319174076	0.15720149222	0.108794070408
o	0.0005276241668	0.0001928558992	0.00067076776	0.0008630229956	0.0015093227348	0.00558069774	0.0704459186	0.216821458	0.445431328	0.2084334157	0.0495235991
n	0.004433558168	0.0035091781854	0.0066769943056	0.0090277073796	0.0114120939492	0.0141284047	0.06243572214	0.1965459594	0.239916354	0.354516135	0.0973978774
e	0.0098988389572	0.00135404788476	0.00107966653758	0.00343989324594	0.0058409669808	0.014307178278	0.07672173378	0.1529601554	0.2308891936	0.42810945298	0.0753988748
a	0.002627257492	0.0017320989408	0.003793071335	0.0039059175494	0.004980475089	0.00889657548	0.05037868746	0.11523257414	0.343986135	0.3395085876	0.1249586042
s	0.006401219232	0.002997117924	0.0039683162476	0.00395443704606	0.0042464526353	0.004572558146	0.02156001328	0.0979910522	0.2217435866	0.49864781	0.1339174632
s	0.0024634086626	0.00081563216478	0.00078097446222	0.001612219572	0.0022961766146	0.007882638156	0.04410551679	0.0550204596	0.275987734	0.5386225457	0.07041270954
ù	0.0027959956641	0.00159698564748	0.00319601107952	0.00296447442486	0.0023631858634	0.00414099933	0.02845876291	0.0997221508	0.3641385374	0.2840674841	0.20655542666
n	0.0020397429058	0.0006462560566	0.00268654749246	0.00396553400456	0.00318414652828	0.003778175762	0.014423650008	0.03339093046	0.2371254362	0.515279892	0.1834796924
n	0.00138207686292	0.0011593409976	0.00076608183816	0.00154197821706	0.0015899080828	0.00272324400284	0.007875998716	0.04453250988	0.2519578508	0.5893368092	0.0971342106
i	0.00952437947116	0.0169646392634	0.0395413558595	0.0553612731841	0.020934736513	0.0059082494158	0.022643772174	0.04158986629	0.15131494586	0.42649523264	0.2097215439
t	0.0049098759144	0.0015814886832	0.0067134550256	0.0107122375649	0.00862971796482	0.0144669102312	0.0284967256963	0.047719123506	0.15424808282	0.3361897464	0.386332629
i	0.0158808218953	0.0020444538209	0.00509866084554	0.00625478527335	0.0022115883361	0.00601067528034	0.020270200388	0.02110685266	0.1693321148	0.59113001	0.16065983
</S>	0.015019418592	0.0056972220276	0.019336072625	0.0224594653627	0.0174013045387	0.031732866118	0.0453144755174	0.0614099984482	0.119953169904	0.1144057946	0.547270208
