 	devo	comprare	il	pane	ogni	ogni	giorno	</S>
è	0.985629074	0.01122698482	0.0016849562014	0.00024580601944	0.0001202532601	0.000111975691136	0.00040422153708	0.0005767105392
n	0.73648525	0.205545574882	0.0113934809201	0.008096805138	0.00442311192112	0.00574158749134	0.00106503734332	0.0272491382468
a	0.4967671578	0.46112088572	0.0118331477274	0.00250625094	0.0005246784732	0.00061393307906	0.00158222483806	0.0250517597614
v	0.31271106774	0.6300504282	0.04160871288	0.010339990546	0.002607126249	0.0021537133944	0.0003774925424	0.0001514140062
o	0.10194713888	0.74208473	0.1253521069	0.014092036614	0.0016152292924	0.00210589111088	0.0032420756656	0.00956078671164
r	0.03836407228	0.5327980194	0.2402322528	0.0233487946	0.00462930436	0.0065530373478	0.0087558903492	0.145318652714
à	0.05548758539	0.440491366	0.287049395	0.1321132352	0.01182222542	0.010010168268	0.0254709838867	0.0375550839869
s	0.02157982628	0.1894821514	0.531960696	0.2277828068	0.02157673868	0.0049673941872	0.000605141524	0.00204524222442
o	0.004480801922	0.2423450308	0.58815754	0.1306510375	0.00797497714	0.00540620695146	0.00243316940312	0.0185512356781
o	0.022935062466	0.05352539248	0.522112268	0.2998906528	0.0654198852	0.0282278353	0.004652939436	0.0032359708928
t	0.043744544734	0.0142142656	0.155225686	0.476475968	0.2634374888	0.03571908402	0.001863644262	0.0093193020726
s	0.01344938072	0.00651195978	0.174599385	0.687654482	0.094145199	0.0112271506	0.0065843712932	0.005828012832
o	0.00321741023492	0.0113331021946	0.2063625466	0.677772126	0.069105966	0.01104933382	0.003523447182	0.01763607257
m	0.013417294777	0.005729189168	0.02790302114	0.307445982	0.493642058	0.10723105046	0.017320995094	0.027310442838
ì	0.0061770215746	0.00583229654	0.0584579258	0.698369688	0.1866321052	0.01819676736	0.007588481646	0.018745728824
k	0.004853669412	0.00080442059	0.007630451688	0.1053634755	0.641721706	0.2272109346	0.00748619726	0.0049291265188
u	0.0021512644806	0.0024595997688	0.02271917428	0.2019555882	0.579741794	0.0920498292	0.05002464772	0.048898110286
à	0.00610492014	0.002146168881	0.010034655322	0.0677119015	0.40155344	0.450125252	0.046697941	0.01562572146
i	0.031141644534	0.0005155197083	0.0008760232004	0.03838854224	0.2525567828	0.489585626	0.1629185024	0.024017358952
k	0.003961297128	0.000510842271	0.0004716821428	0.009441742482	0.0957592132	0.547366856	0.2562158388	0.0862725226
u	0.002929932172	0.001896396996	0.002952508548	0.00590402892	0.0762415272	0.3736574888	0.38586395	0.1505541526
à	0.027845534392	0.0030096723868	0.0028450044814	0.0059481263388	0.0442653203	0.444652798	0.402063954	0.0693695874
i	0.015105506302	0.0006994588936	0.0010787808822	0.00195233044	0.01531786014	0.2204780044	0.691902692	0.0534653814
m	0.0036284073074	0.0005454455356	0.000361938551	0.000933628374	0.00471939282	0.0869508092	0.753806482	0.149053902
è	0.001261705226	0.0022488733776	0.002774248602	0.002932246586	0.00899444158	0.0792657836	0.691735798	0.210786914
r	0.0071751973742	0.0028568572384	0.0019386975274	0.002230296728	0.015623001368	0.0647929602	0.82683739	0.0785455754
i	0.0015707845561	0.0013169388158	0.0025536333004	0.00130798352188	0.003392748338	0.0222426606	0.820249904	0.147365357
</S>	0.0598493638244	0.006774157166	0.017775979686	0.01341588462	0.047253062402	0.06363661216	0.206804408	0.584490532
