 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.969438948	0.029162457248	0.000952720802	9.003522806e-05	4.639768016e-05	3.3471362818e-05	2.71767015752e-05	2.4777414908e-05	3.11733125388e-05	5.49285902716e-05	3.04970346985e-05	0.000107395579
j	0.558372472	0.4085663326	0.01136294217	0.0046784509066	0.00224657720126	0.0010452077112	0.000644676897762	0.000783069605021	0.00154744982176	0.00157448382457	0.00537738978525	0.0038009912544
i	0.454428002	0.498128468	0.0296341962	0.0037035704296	0.0007026136038	0.0006877519481	0.000403261726172	0.000130812145608	0.000257881967629	0.000329526957314	0.00241560266237	0.00917835350675
n	0.2122158174	0.71029273	0.0351991408	0.001503495426	0.00074734116888	0.000837245803	0.00138703854287	0.00375886553588	0.00573517831215	0.00270753676717	0.000414145691356	0.0252014398623
è	0.1315950986	0.668958228	0.1729198241	0.0093539658712	0.001581851359	0.0029629285089	0.00054187021488	0.00039414835754	0.00069067177068	0.000612981548714	0.0043498811459	0.00603859200648
k	0.03126991622	0.782816016	0.182830558	0.00270358831	0.0002127162868	4.4030767e-05	3.215072378e-05	1.110212704e-05	2.39164109076e-05	1.59706415134e-05	7.865821741e-06	3.21909481914e-05
a	0.0524327011	0.708894696	0.1963271514	0.02556439924	0.0027609016	0.0021611634946	0.00157289640448	0.0003641945132	0.000889478720304	0.00318405357953	0.000595709811356	0.00525264846291
t	0.04197749864	0.176753726	0.711354128	0.056745853	0.00549472962	0.002749753127	0.0016548269292	0.000764560208	0.000753357357664	0.000938533055778	9.7425402742e-05	0.000715613069662
è	0.014986338086	0.2409110722	0.663089774	0.0667020132	0.006917013272	0.00135840629	0.0004036491486	0.00064671410306	0.000188225067286	0.000148272469736	0.00315358274351	0.00149495734434
l	0.0041554495766	0.046812488498	0.830405418	0.1093154702	0.007095355744	0.0012862630162	0.00044154707442	4.341984572e-05	0.000172325132242	0.000170808491095	4.37037451618e-05	5.77718066054e-05
i	0.008030834954	0.05581708372	0.748163662	0.1586144078	0.01337296574	0.003855586942	0.0027357061506	0.0010590086538	0.00133912022991	0.00402429157938	0.00139921483262	0.00158815208744
n	0.0178937314486	0.00962543136	0.474730572	0.424997074	0.04280749092	0.01835616082	0.0055576871436	0.0017984513126	0.00086978987186	0.00242065406582	0.00036293364711	0.00057999369472
a	0.005412885265	0.017411043488	0.576710556	0.336187366	0.0444662223	0.00726795834	0.001215214322	0.000670346724	0.00036775275304	0.0003164556894	0.00866731825	0.00130687559314
p	0.0059987720992	0.008209026632	0.2563295256	0.601950892	0.087275867	0.02868599541	0.005454132904	0.001559581302	0.00095368782202	0.00134108827156	0.00022291260904	0.00201848804016
u	0.0161611292	0.01361094838	0.162333772	0.61099415	0.1498001554	0.0258002118	0.003169476174	0.001130246742	0.000783095822	0.000869234972	0.0139007847066	0.001446765628
l	0.0227118175608	0.0087898091222	0.096162441	0.679387856	0.1519387266	0.02505178836	0.009475566464	0.001052073166	0.0010934034376	0.00117637346178	0.000157187159666	0.0030029570157
i	0.002126549334	0.00519562022	0.0827318986	0.596768102	0.2078935854	0.0782687552	0.00577840442	0.00191067134	0.0009954361492	0.001192933648	0.010101932456	0.0070361016984
z	0.008699166746	0.003402794042	0.0196123876	0.532735314	0.328878514	0.0805652218	0.02022719334	0.001556794006	0.00102312172557	0.00117611552811	0.0002560183532	0.00186737415239
z	0.001162689339	0.0027421859354	0.0273725817	0.505646288	0.317671122	0.1071196113	0.01008657496	0.00354958189	0.001250819092	0.000844673608	0.017675974894	0.004877936824
è	0.0433254182174	0.0149724802267	0.0619626040088	0.262878999	0.346881546	0.218216832	0.0341923158	0.004844932774	0.00200021985	0.002246927084	0.0044510380234	0.004026693106
s	0.003437214278	0.00101360239	0.01123498944	0.336939614	0.45256451	0.1475532328	0.03733422854	0.00538283612	0.00199647193336	0.001928266749	0.0003659575578	0.00024907144796
s	0.0056738557528	0.003003189474	0.0196889529	0.39898672	0.36540945	0.131016558	0.0354757078	0.0092451012	0.00325061232	0.002827194568	0.0015855835814	0.023837063625
i	0.0669063666964	0.0098737760276	0.040990532454	0.1372631408	0.397642746	0.257907818	0.0349202141	0.02156106622	0.0098213309832	0.0071345358278	0.0013869824978	0.0145914561818
o	0.0024364008766	0.000722766756	0.0025415342859	0.0236350154	0.365396562	0.418867886	0.1588519826	0.0176873221	0.002921766014	0.004652939472	0.0013307793704	0.0009550539738
s	0.001754778104	0.00341579966	0.00203933005664	0.01281978266	0.2241232	0.351810102	0.294052754	0.0728305126	0.024443997664	0.006839738905	0.0020628895694	0.0038071307838
p	0.0009667962188	0.0017468570297	0.001617949004	0.0349182446	0.246793166	0.478616648	0.1455328366	0.0329591068	0.0149185798	0.00820701352	0.0214442522644	0.0122785408886
i	0.0112640440555	0.0069812576483	0.0148054723531	0.0137694651	0.1388856064	0.628697988	0.124858616	0.03139450588	0.01422805986	0.007849823728	0.002953810004	0.004311335672
t	0.000859064124	0.0006964356866	0.00188394236067	0.008078675734	0.109633504	0.34088265	0.355938784	0.1459831304	0.01747768764	0.012156879922	0.0024070933488	0.00400214523606
