 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.990573912	0.00660498422	0.000476714289	0.0015127064744	0.00017505362422	5.0196756756e-05	2.403166569e-05	1.85902141517e-05	3.9715643083e-05	1.9760200137e-05	1.58484844957e-05	1.71127591898e-05	2.44906402662e-05	3.58110096056e-05	7.26328298508e-05	0.000105801397867	0.000232646100471
ò	0.606334087	0.19032667154	0.040198012772	0.0639436936998	0.0299132911247	0.0248451341324	0.00382655511159	0.00315950334307	0.00962381692026	0.00333690787883	0.000903166499066	0.00174382895322	0.00196043782734	0.00154311891345	0.00115430709255	0.00396326970973	0.0132241865344
t	0.81259164	0.0507686126	0.01846020347	0.0524543041263	0.0434390648792	0.0139989099369	0.00195830176778	0.000847484339553	0.00036152115179	0.00179176802286	0.000345063765802	0.000302811486368	0.000271268792161	0.000148019548558	3.12237813744e-05	0.000145629030588	0.00208416455512
t	0.59260543	0.2941210418	0.07794782548	0.008487379538	0.00196293509956	0.000949981962	0.000640550520174	0.000369473111396	0.00333852529752	0.00025027137851	0.000451585204872	0.000113205348124	8.14893141664e-05	6.6975897886e-05	4.0904888335e-05	0.000173170707286	0.0183992705924
e	0.453064531	0.3724622746	0.09752937396	0.0316101014546	0.0167899646299	0.007607075375	0.00671208318382	0.00326017405088	0.00189089480817	0.00170491237652	0.000595525798184	0.000523691644701	0.00187693647418	0.000771277200175	0.000757832196793	0.00202029878156	0.000823066677611
j	0.092081499	0.82513298	0.069189849	0.01082491974	0.0016675617832	0.0003521966206	0.00017495261194	8.283219054e-05	0.000123394935708	6.32445173268e-05	1.4477100848e-05	1.35469381506e-05	4.21412713172e-05	3.10755381314e-05	5.70863672008e-05	4.82673381863e-05	9.99753689558e-05
è	0.11959283696	0.751165764	0.0948044646	0.016599707756	0.0032905925668	0.0014826414832	0.00104859574093	0.000433713056872	0.00622851287938	0.000416421486198	0.000982172476752	0.000350202330437	0.000216305995827	0.000188421669605	0.000109718145827	0.000230640873163	0.00285930692372
n	0.03057604248	0.76553701	0.1865308032	0.01297794212	0.00298442238876	0.0009493027694	0.000220219230835	6.70854904468e-05	4.65588083637e-05	2.95989535797e-05	1.26564201904e-05	1.2498253309e-05	1.20038684361e-05	6.86309262431e-06	9.90503262348e-06	8.51954242434e-06	1.85316278378e-05
n	0.0631283348	0.528799732	0.365945646	0.01489497172	0.00368390012	0.000996245458	0.0011684205658	0.0004011343623	0.0040175305324	0.00028130362146	0.0006174821469	0.00010168536476	0.00013060524478	8.9585902874e-05	6.5590210658e-05	0.00017992301694	0.0154979261375
o	0.217674965506	0.38660127	0.2819836496	0.064555281512	0.014388405112	0.0039635660788	0.00690061550888	0.00572122642617	0.00168636816962	0.003356061331	0.00152213891398	0.00127641353712	0.0044642313504	0.00127583447524	0.00184369435941	0.00231063199448	0.00047566049252
m	0.07419078502	0.1569182396	0.697795008	0.0583197368	0.00820546612	0.00288978476	0.000512476626	0.0002143548198	0.00023554521004	0.000182141839	4.760181738e-05	4.3214365e-05	0.000103748255006	5.1891223156e-05	4.1422200313e-05	4.4655031889e-05	0.000203874448106
e	0.005692302748	0.21451452808	0.695437336	0.05523540498	0.01507210618	0.002921014058	0.001140889992	0.0003840593076	0.006211749189	0.0002798621844	0.0004334381982	0.000163874841	0.00010790882876	7.434698402e-05	5.451926886e-05	0.00010587861492	0.00217075432114
v	0.016370978938	0.03688146112	0.5027260326	0.4266227588	0.01420540264	0.001565332288	0.00030515511646	0.000127242980424	0.000132278221178	8.7149769636e-05	3.4215500962e-05	2.95245127488e-05	7.7375010963e-05	3.97529093891e-05	5.16014203017e-05	7.92981117037e-05	0.00066442745756
è	0.00407084598726	0.038091658036	0.806557488	0.1203566052	0.0228729392	0.00468103324	0.000777224453	0.0002724098308	0.0008104856744	0.0001534221088	0.000168670708	0.0002180156008	0.0001632887624	0.00018242889194	5.025191734e-05	0.00033052087678	0.00024269257196
k	0.002976608184	0.00924238168	0.693843408	0.268209154	0.02246751276	0.002392101186	0.000521826739	0.000116541879252	6.7134825438e-05	3.9181332968e-05	1.71508716952e-05	9.30152745e-06	1.34273269574e-05	9.041431169e-06	9.66193216e-06	1.58942346568e-05	4.9653366522e-05
