 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.990059646	0.00566864144	0.0029424467024	0.00034446430254	0.00015327229752	4.8994019259e-05	1.2116407626e-05	2.4428165378e-05	4.8416563684e-05	4.34244422432e-05	2.87628333421e-05	1.16154234669e-05	2.39601556064e-05	4.0805469114e-05	4.17190268305e-05	8.1986969612e-06	3.12482629656e-05	2.8653642589e-05	9.36938313849e-05	0.000189454767697	0.000156040798021
l	0.640646044	0.15324588872	0.17385760876	0.0028076836642	0.0038318834958	0.00631085764202	0.000785173185982	0.0021300251278	0.00349645483498	0.0016574187277	0.00128796581162	0.00174616517468	0.00207301017168	0.001414396367	0.00184334154506	0.000422016503285	0.000464168545268	8.7780674186e-05	0.000546749307485	0.000645203817219	0.000700151215184
l	0.6262606088	0.2010623044	0.1666678811	0.004096244128	0.0004190583466	0.0001817795716	7.341139816e-05	9.0658159328e-05	0.000121106951592	6.8193254484e-05	6.44455648566e-05	2.6862780804e-05	4.99891537766e-05	3.46271012132e-05	0.00012853299755	2.4738316462e-05	4.0959142115e-05	2.18666599095e-05	0.000112883184035	0.000105752609347	0.000348096583599
ò	0.530448333	0.3211372786	0.1362634966	0.0046342164	0.0033602572192	0.0012620308356	0.0008455362242	0.000286705674	0.00029789260518	0.00016277339856	7.090453492e-05	7.6368104294e-05	3.108576632e-05	4.2168113654e-05	0.000166853504642	2.2211626656e-05	6.8796967232e-05	5.2867337199e-05	0.000322814119968	9.9693924922e-05	0.000347741850759
r	0.23704350776	0.653151482	0.089202831	0.015527864838	0.0040497521	0.000365821705	0.0001000251551	9.6795668214e-05	0.00013183965364	6.0564857534e-05	3.8665429307e-05	4.84836843434e-05	1.85238334785e-05	1.1453051683e-05	1.68508562431e-05	9.72648550828e-06	9.70004266492e-06	7.60506630219e-06	5.80246111043e-05	1.99891237712e-05	3.04874198292e-05
a	0.429591656	0.2709758706	0.2028293854	0.073299418832	0.0062788487082	0.00209630655902	0.0002748434876	0.00141633938572	0.000636512857866	0.000450457749601	0.000485146571957	9.96478744246e-05	0.000201075157577	7.71495571236e-05	0.000380762811655	3.3891410318e-05	0.000147854916045	9.26331690502e-05	0.000175953582662	0.000181197452754	0.0102750524809
e	0.04331616052	0.73541465	0.1364213492	0.058982662212	0.02082512502	0.001519146492	0.0005024634592	0.00042076158282	0.00067750035446	0.00037797368144	0.000420757370992	0.000147211023434	0.00018559733945	0.00012862693173	3.37798863094e-05	6.08821180208e-05	6.2120178528e-05	2.90472141336e-05	0.00028996465931	3.14879127303e-05	0.000152707835033
v	0.0128356024	0.405885962	0.555817154	0.017010353228	0.002889195946	0.0006736268076	0.00028745806136	0.000160742047854	0.000111334870866	7.34009535328e-05	0.000239939095001	0.000189307011687	0.000171073735402	6.3507963107e-05	7.5796478129e-05	5.38203909599e-05	0.000124751253223	5.17171237765e-05	0.000653661116447	0.000509693406284	0.0021218694844
ò	0.035507526	0.2711314414	0.466340796	0.2022349626	0.0145939544	0.0047902946	0.0022198326448	0.0004285961798	0.000460483924	0.0003186283476	0.0005640752324	0.00015066360274	0.00029086073798	8.339498266e-05	0.000238586135546	8.322343446e-05	5.4654878068e-05	3.68666254345e-05	0.00011826367487	0.000152228200698	0.000200672850336
à	0.00813805013	0.2411813852	0.651403976	0.0804389476	0.0113905872	0.0029685679364	0.0004206857886	0.000630492066652	0.00062835989888	0.000258826194746	0.00103683272374	0.000205475809856	0.000414180822409	7.9589274502e-05	0.000253723047091	3.90763476657e-05	3.78642706883e-05	9.71890929272e-06	0.000182240755613	2.61157514779e-05	0.000255326946841
r	0.008017548734	0.051811442	0.800779746	0.1184979872	0.00998192064	0.001802148132	0.000613467704	0.00035273619347	0.0004441050038	0.0002207025058	0.00057500005671	0.00070606208408	0.000428873100688	9.210661206e-05	0.000234921703028	5.1582997988e-05	0.00111041806804	4.4191099888e-05	0.00265172055868	0.000823122508863	0.000760280054868
t	0.0025486471	0.05043851102	0.4390847906	0.425923474	0.054462914	0.01858176946	0.001582501075	0.00166710401258	0.00159596169268	0.00074641499712	0.00106602903306	0.000202781710298	0.000370162155703	0.000258410096356	0.000240534933598	0.000100648087686	5.24281628375e-05	2.26971584004e-05	9.34252317328e-05	6.1941312986e-05	0.000898848677045
e	0.0312282485	0.03590861534	0.2539681378	0.537849826	0.0590910666	0.017091033	0.0232982416818	0.017398367968	0.00494748173558	0.00311165693042	0.0034619066163	0.00139745558699	0.00160545425957	0.000827132658296	0.000765451610412	0.00022594907409	0.00154471298647	0.000387398011108	0.0042871943025	0.00049716539712	0.0011075141661
n	0.004116234984	0.01480309812	0.09198547812	0.587757088	0.2614475368	0.03255063806	0.00341036254	0.0013002167	0.0009424820328	0.0004261885932	0.00018809258428	0.00017120383128	8.6081053734e-05	4.987480034e-05	5.469627586e-05	2.2056335478e-05	4.26634013572e-05	1.18987819e-05	0.000513617039351	2.5953059644e-05	9.454445256e-05
a	0.00133416246	0.008359080544	0.1261998069	0.697677056	0.1082305148	0.0280554008	0.007699358	0.00560339907206	0.004207653806	0.00203753470786	0.00279646660019	0.000645539346228	0.00156447448886	0.000547521479174	0.00182692772646	0.00016609750812	0.000241227659059	0.00098715538667	0.000165371695571	0.00018454688207	0.00147071030979
s	0.00324566674	0.00267852018	0.01275546242	0.364116614	0.514393112	0.0863012796	0.00961218386	0.00373021703972	0.001222363058	0.000618290105	0.00039378415608	0.00012990982878	0.00015551831933	6.3998633048e-05	6.223281988e-05	3.7018499444e-05	2.49932849988e-05	1.889347769e-05	0.000128134573995	6.887422656e-06	0.00030494240475
t	0.001194357542	0.0039505413868	0.046168204406	0.582713344	0.23622517	0.0829371564	0.02152163618	0.006348653118	0.006450785457	0.0026444254012	0.0029128591288	0.00083332979528	0.0014407693803	0.00055694927102	0.00120026113905	0.00029744425076	0.000210723218488	0.00102092593335	0.000203425640735	0.000233834965522	0.00093522112796
e	0.002267155606	0.00201254137569	0.0112355092958	0.402143522	0.365833984	0.1404148642	0.04461258694	0.01423682792	0.0069329370525	0.0029260296564	0.0025244906784	0.000944894379312	0.0010584275245	0.000361357170894	0.000533435118616	0.000355513593454	0.000393022730954	0.000273942119542	0.000331955675538	0.000319640299464	0.000287381815155
s	0.000674088376	0.0006479847712	0.00158723549	0.1364600208	0.67396209	0.155492686	0.01914775286	0.0081358849618	0.0017990443752	0.00085794321002	0.00040086732533	0.00017855840901	0.000142289976593	8.5067844778e-05	7.7932823478e-05	2.80801824075e-05	3.32404888146e-05	1.88729412916e-05	0.000158292901167	9.379297991e-06	0.000102679075655
t	0.00130749472	0.00278454535794	0.0247123990152	0.3149864	0.38645567	0.1757118014	0.0407776166	0.01242843438	0.01213143669	0.0061575364874	0.005265167643	0.00174211184126	0.00262503706236	0.00164283210966	0.00243270105356	0.00091026030588	0.000591525977086	0.00418188969399	0.000372334386172	0.00065995157847	0.00212287672978
u	0.003423826633	0.00127852002671	0.00386877084905	0.190075012	0.427962712	0.2357386524	0.084699033	0.0247160704	0.0109226477652	0.0051506636066	0.00442288498424	0.00141517812358	0.00174280484849	0.00057495258287	0.000827739843824	0.00055296038942	0.000706878429248	0.000390592868626	0.000374946578466	0.000539455354472	0.000615672967763
d	0.000474400882	0.0003629617734	0.0005007560376	0.0347502014	0.643116716	0.2497878728	0.0464781026	0.017257323004	0.003334986542	0.00161748980764	0.000808761469292	0.00033627816349	0.000264801222225	0.000166173402961	0.000139506736478	5.15649592552e-05	6.10613757536e-05	2.8937835558e-05	0.000220154469425	1.2080027647e-05	0.000229877339638
i	0.0012611200836	0.0016440589676	0.007970315976	0.1766498968	0.421782142	0.266075972	0.0533485588	0.015218134	0.01435838743	0.008714140222	0.0084070833846	0.002507592115	0.0036671675334	0.0025169967586	0.00281821746852	0.0018184321314	0.0009927321702	0.00599007428743	0.00061023961442	0.001132584383	0.00251616670283
è	0.00252408944	0.0027584876602	0.0022913135586	0.03033389556	0.4205171	0.354428584	0.119277586	0.03527874796	0.01066153574	0.006984919416	0.00732155696284	0.0010195993666	0.00171177898421	0.00060677571686	0.000491736378898	0.000179110265234	0.000154519521784	0.000253452066844	0.000413938810771	6.82358762564e-05	0.00272301854229
o	0.0047802614	0.0010681238746	0.0019003036388	0.009596542692	0.3433648428	0.276534581	0.122976792	0.0538412852	0.03168188588	0.0354526346	0.063092325447	0.0074360055224	0.0164274234153	0.00614373146874	0.0122094354464	0.00260116058316	0.00187271888855	0.00412326974486	0.00398011175705	0.0004279748216	0.0004886016106
t	0.0098507741994	0.0016208330804	0.0027324830554	0.009961373196	0.208365508	0.247470172	0.232973359	0.0741092148	0.04571801702	0.03923428326	0.0786270818412	0.0075637961782	0.023861561058	0.0035061578174	0.0054007723964	0.00198055270561	0.00110103426153	0.00156361521938	0.00167655137685	0.000364897711784	0.00231797916663
s	0.0007648968708	0.00107480788973	0.000927900734864	0.00585270788	0.2407933554	0.3525976992	0.195833682	0.0647631046	0.04310435608	0.03247819334	0.028740385032	0.00698382525	0.01084891304	0.0036218221128	0.0035728400712	0.0024522942922	0.00152391548058	0.00126167800562	0.0008983843902	0.00083870462118	0.00106653532639
e	0.00878612969584	0.00203483475374	0.000570537966082	0.00591540053	0.1409448948	0.2521057426	0.246231478	0.1604495316	0.0526530816	0.0452908634	0.02222791826	0.0083094710274	0.0080384010832	0.00298100719752	0.00362083232134	0.0039444797836	0.00363072802938	0.0044421370726	0.00142235328602	0.0090279711305	0.0173721752845
m	0.000630456892	0.0003990437844	0.0003153699068	0.0020156977696	0.09888042734	0.1359157944	0.2968964188	0.239510376	0.0846438656	0.0739111794	0.03049130041	0.010836615943	0.0103656870307	0.0059226603262	0.0037007427266	0.00122341858974	0.00127316922757	0.0008848930624	0.00139560718574	9.728284974e-05	0.000689969106152
a	0.002684060608	0.00210225551448	0.0019254592412	0.00292986306	0.0699440516	0.224124068	0.344041232	0.140317956	0.051930894	0.05286410634	0.04119887542	0.014545657256	0.019965601072	0.004657845046	0.0072491749328	0.003797947136	0.0018313125986	0.00371964572	0.000802004347	0.001359659514	0.0080083249354
è	0.00175314215	0.0027003822854	0.00072826527026	0.0023544914312	0.01826034386	0.0763126538	0.1586160172	0.249771624	0.250342432	0.1358304512	0.0388088834	0.0193843288	0.018480684446	0.009782210636	0.00736451308	0.00180350317744	0.00203354351614	0.00128390148746	0.00155902943357	0.00038964096624	0.00243991613882
s	0.0055352426916	0.0011772665436	0.00081171984	0.001786653123	0.027379931768	0.03301049656	0.1200655604	0.2721381148	0.1590642226	0.121667388	0.10902392414	0.030056147266	0.047864527072	0.019585055156	0.016706821404	0.006851208398	0.0050107010374	0.017020225852	0.0033251470314	0.0008633524532	0.0010563001012
t	0.00108347336839	0.00072944113636	0.0009235853315	0.000773131996	0.0330016164	0.108618061	0.181719314	0.124391926	0.187299613	0.148055774	0.082011355	0.0369263023	0.035175320248	0.021311774196	0.016736707341	0.0073420856484	0.003560874094	0.00374841572028	0.0017719772084	0.00204539424792	0.00277385979534
r	0.0241997020222	0.00354396979814	0.00359568756101	0.005262551626	0.0159470288	0.0435124898	0.2766775446	0.16375101078	0.0838152016	0.1285464674	0.1070350042	0.0150171413	0.022017339728	0.005341120208	0.005602607018	0.008075615491	0.006870288589	0.0163473106365	0.0018148505152	0.0256238712801	0.0374031687464
a	0.0122376565866	0.0023341840052	0.0007274455804	0.002714730088	0.0143880482	0.039289123	0.397319304	0.1387523604	0.0722433624	0.145929454	0.0468837946	0.03052918932	0.01697911197	0.006014202248	0.0066537077146	0.006707243704	0.00696806640232	0.0183084958166	0.00227959313502	0.0189741946358	0.0137667233661
m	0.0009306090128	0.000192385874	0.000158905814	0.0009657437076	0.009877913888	0.00508688652	0.02917313914	0.217671503	0.120131342	0.287603636	0.083041226	0.08370646224	0.0399896524	0.04835667468	0.03309587824	0.01283564446	0.013652076394	0.006609585942	0.003860287154	0.0003620471468	0.002698402668
a	0.0029143125782	0.0015513519648	0.0016094354172	0.000677061626	0.007729805244	0.02504373378	0.172863699	0.1290569138	0.093992918	0.200227834	0.1083945326	0.0731130202	0.0430634988	0.02797248728	0.03510639806	0.02212743208	0.00742510458	0.023179027238	0.00229671612	0.007670681564	0.0139840568236
è	0.0008447363876	0.00107369940946	0.00029117970384	0.00084543897924	0.0016713670888	0.002488134824	0.014540204	0.1324546372	0.2224522016	0.258333722	0.0825747982	0.091152339	0.0457749068	0.05310998866	0.0478551043	0.013523291538	0.017367028184	0.0052677416	0.00517679274492	0.000866295192	0.00233636758484
c	0.0043246012864	0.000614372824	0.000557441988	0.00099375720986	0.0029379470726	0.001412986306	0.0133964185	0.09167738954	0.154005113	0.2293689416	0.1733976272	0.0577582474	0.089378576	0.0571449474	0.04108869272	0.02099587452	0.011388497596	0.03804309638	0.006375315296	0.0034999745392	0.001640165896
h	0.00467323481896	0.0021313070718	0.0007731821894	0.0010350042512	0.00513822696	0.009763467594	0.03426600984	0.064076962	0.1208383732	0.230764062	0.21075064	0.0544981458	0.0858351852	0.05172942312	0.03583663454	0.022357415812	0.007010657546	0.031146382614	0.005220933444	0.007878524698	0.0142762548082
o	0.0131711905881	0.0023394425878	0.007066736581	0.0035923170744	0.0027940353946	0.003652472926	0.05187976968	0.12194358562	0.0784375204	0.221314794	0.1621154336	0.058756776	0.0681686062	0.02212827518	0.02147086918	0.02899444936	0.0254147948606	0.057037966934	0.0066222993248	0.029927101038	0.01317157954
m	0.000444866706	0.0002212006354	0.000177648172	0.0005792907724	0.002016628336	0.000778299558	0.0052650977	0.05133677084	0.05498157882	0.190799006	0.180462182	0.1476562048	0.1119917452	0.1049193926	0.069141207	0.02215943214	0.02432478458	0.013902701988	0.009514701979	0.001190006732	0.008137253427
i	0.006551822548	0.0022458355123	0.0007837984128	0.000557067845	0.001965785082	0.004618106912	0.07512795981	0.0394733831	0.0697460001	0.123785325	0.189815968	0.141047498	0.09332195	0.05297336234	0.0652456048	0.04189037326	0.01271967364	0.032914916652	0.00450648346	0.01333041096	0.0273787380168
a	0.000668984521	0.0009736080355	0.00024131712838	0.00071083390696	0.0007114204371	0.0007138702126	0.002229065328	0.04139712094	0.1040278382	0.1769483392	0.1145238668	0.1350634992	0.096334035	0.1186292448	0.0926322786	0.03156992204	0.0412436737	0.01403328886	0.016632656872	0.004121305708	0.006593846734
a	0.002088814966	0.000768113837	0.00059498256686	0.0008399791476	0.0025253487921	0.0004546970788	0.003286828342	0.066393019888	0.05987246168	0.1163773668	0.1086738332	0.1525557726	0.1573520154	0.0848264818	0.0982960576	0.05941651486	0.02700260092	0.03328957604	0.016806576	0.004528894708	0.00405002994
d	0.000784299398	0.000647304646	0.00059946942188	0.0013456973062	0.0018886778014	0.0004032723264	0.00148744947	0.014615321342	0.03980717248	0.142209863	0.0934959032	0.1685281824	0.1635206838	0.1076379078	0.093388353	0.0822157835	0.0253278822	0.0328977057	0.02080080988	0.004068780518	0.0043294968282
e	0.0011105591688	0.0011190678179	0.0003839632136	0.00083176903876	0.0021131659622	0.0016656166786	0.0073938070096	0.01120961344	0.06295143676	0.1012662144	0.1111885822	0.14041402	0.1315665492	0.1195599918	0.101868824	0.077416737	0.041188634	0.02427185722	0.01363881812	0.027434462772	0.02140632006
r	0.0007082995372	0.001240499525	0.00085238615034	0.00076842390052	0.0007389083314	0.0003022391792	0.0005785455368	0.007819920384	0.05035488697	0.1288535802	0.0795413302	0.109751994	0.1833643746	0.1461853448	0.0991237348	0.064454135	0.0499171194	0.026959825	0.03813000466	0.00544071934	0.0049137397092
