 	noi	ti	amiamo	a	te	di	pocchi	giorni	e	non	ti	possiamo	dimenticare	mai	di	questo	che	trocammo	bene	a	te	</S>
e	0.90027789	0.084466802912	0.013348397984	0.00086382651654	0.0003573878517	5.58865781628e-05	7.570251534e-05	3.7156740414e-05	3.72646254566e-05	5.5503257508e-06	2.90419465444e-05	2.280368867e-05	6.73028392594e-06	2.13906422626e-05	2.04509847097e-05	2.28659517316e-05	2.49246800871e-05	3.71443213628e-05	4.14934775058e-05	5.88226439953e-05	7.32465835067e-05	0.000115222300794
m	0.6102356302	0.3208107292	0.029019087526	0.00275041714082	0.00239024953312	0.00161799294354	0.000469444056452	0.00042286514751	0.000844644113245	0.000712523562918	0.00161280917199	0.000950307196759	0.00174866874489	0.00154412534624	0.00109165334547	0.00070207658251	0.000325860328992	0.000474911464566	0.000379743960287	0.00142171015877	0.0114999889566	0.00897461026646
ì	0.3092816195	0.433025354	0.215063374962	0.008164423896	0.014124283314	0.0010697313484	0.0013300789086	0.0004825821438	0.00034244897444	0.00016176982964	0.00019838917896	0.00095774122934	0.000188808971024	0.000191667713364	0.00017388715134	0.000558626665016	0.00027574225816	0.00161808823433	0.0010834573542	0.00136636745021	0.00281019292124	0.00753133877623
s	0.1557118262	0.729487794	0.103052042	0.005481208592	0.0018618509392	0.00083737375882	0.000186964585024	0.000193388337474	0.000364246786202	0.000262490290027	0.000563856662393	0.000394904459746	0.000157020253241	0.000258872159568	0.000543103478594	4.59854990012e-05	4.40088447937e-05	2.11989427576e-05	8.60327741556e-05	7.89160805483e-05	8.27015558032e-05	0.000284259736253
e	0.21259234366	0.50196521	0.2160676438	0.0194711631	0.01365040278	0.0009402846014	0.0014291304602	0.000763921148592	0.000524834229712	0.000824757508025	0.000309643759366	0.000570949427674	0.000785555751014	0.000293089938249	0.000174261170994	0.000103934931054	0.000264152832746	0.000378487970927	0.000103493155764	0.000231912503712	0.00040615015139	0.0281487049059
g	0.01403346298	0.556314348	0.371784676	0.04567614432	0.008474088794	0.00057534277674	0.00147160240875	0.00031817646908	7.9605219179e-05	0.00014647995238	0.000154491975421	0.000232701540766	3.58679177314e-05	3.59697981446e-05	0.000299051606303	8.11145062874e-06	1.89319950304e-05	1.02773217931e-05	7.15597953961e-05	4.09875855379e-05	2.81086933898e-05	0.000190043982368
a	0.0188393721	0.447713926	0.393030388	0.09826872648	0.031111198288	0.00323439725454	0.0010336442898	0.00047588424691	0.000356016838159	0.000224724883793	0.000241022843842	0.0001949636866	0.000395058581158	0.000187775409333	0.000163354181341	0.000162791566983	0.000219479689735	0.00214923563468	0.000290136631242	0.00020621167633	0.000454985906255	0.00104668269243
p	0.011713671234	0.34766464	0.472874266	0.148445602	0.0127749069	0.0031206499992	0.00085378405086	0.00017031374584	8.3802423984e-05	0.0001343697589	0.00012117398078	7.1938826648e-05	4.06421733588e-05	2.93822525412e-05	0.000537729609866	1.19171317316e-05	4.17682835821e-05	3.25591298334e-05	0.000102824019319	4.85514037332e-05	3.30770639444e-05	0.00109242980384
ù	0.019833121746	0.24712424674	0.432446618	0.1684447612	0.1054664838	0.00700341934	0.006004875568	0.00152976205	0.0003509110132	0.0001087719988	0.000159837342	0.00016888328688	0.000209035446294	0.00011856990482	0.00011944803688	0.00055736242056	0.00022071267622	0.00707064909113	0.00061828720042	0.00045847105928	0.00116261095133	0.000823129180476
m	0.009178045102	0.07548230446	0.591014092	0.2279939856	0.08743415028	0.007071247048	0.0010031140268	0.0001508757958	9.8529376744e-05	5.564844632e-05	5.65182519856e-05	7.9198896826e-05	0.000101708804125	4.89270075994e-05	6.00541756316e-05	1.43307413344e-05	1.484576901e-05	3.43295039689e-05	1.89492016603e-05	9.76930843289e-06	8.49654504052e-06	7.08284561404e-05
