 	mia	mamma	puliva	la	casa	ogni	giorno	</S>
i	0.940050282	0.05396638802	0.0040939978372	0.00041753423928	0.00028162465424	0.000158707308456	0.0006941734265	0.000337334592006
m	0.553472209	0.40404834348	0.0349915504	0.0023348493252	0.0007862349864	0.00067058678144	0.00055713495171	0.00313904971355
à	0.3525803775	0.5041088452	0.1209029518	0.00415482216	0.001556621478	0.00201475486114	0.000606462686912	0.0140751629238
n	0.09837400966	0.861828486	0.037913875	0.000724341624	0.0004340143573	0.00045961735392	4.169025682e-05	0.000223963970302
a	0.2197944468	0.622004722	0.1123204127	0.00360652338	0.000676187688	0.00061729156406	0.0005699387538	0.0404104498407
m	0.02718458068	0.783239562	0.1804636494	0.004117107464	0.0032156416892	0.00136121657854	0.00022559207486	0.0001926553562
u	0.0479882208	0.508383225	0.39404802	0.0338092834	0.00372164714	0.0030368619712	0.00082162027574	0.0081911492768
i	0.02273036645	0.2224269628	0.680503592	0.0497907154	0.011955224764	0.0066668531398	0.0008214975718	0.00510480639094
p	0.004560380476	0.0190265875	0.790274382	0.1499578943	0.030808118308	0.0040265509768	0.00020782862034	0.0011382668711
u	0.02851005184	0.05536553346	0.65894674	0.2096118976	0.04071583909	0.0020733511032	0.00314989861	0.001626723236
l	0.008677158366	0.02104323372	0.72670756	0.1568043908	0.07098950428	0.004262935664	0.0007602997912	0.0107549464715
ì	0.00459261595	0.02481231036	0.559144762	0.2723395422	0.1000763464	0.00338863706	0.001505012112	0.0341407712
z	0.004412533392	0.005267253432	0.4425915	0.320291037	0.2182900904	0.007842594	0.000226393575	0.00107855300094
z	0.005769493332	0.011740543392	0.550470033	0.233353104	0.1483253368	0.012024842734	0.007570300874	0.030746346
e	0.055955551544	0.00792165352	0.2987943254	0.434400992	0.136944506	0.02980451894	0.024643269294	0.011535214476
t	0.01043657212	0.005831297814	0.0421141546	0.435927972	0.41227142	0.0818427758	0.005680382172	0.00589540092
o	0.0031237744646	0.0039238189724	0.0858579522	0.408737818	0.399401434	0.04000388368	0.00844432524	0.0505070197894
s	0.005351157166	0.0041458855604	0.01290171968	0.2194414396	0.42413149	0.3102667208	0.010689594	0.013072006486
p	0.00238929031	0.0022153229466	0.0277764685	0.2787315666	0.515881834	0.0902994614	0.0146248416	0.06808123054
ì	0.00993905620884	0.00224208263996	0.01180267532	0.144373679	0.620583058	0.0743092218	0.10867465344	0.02807558256
t	0.004440955458	0.000657524814	0.004424842452	0.06103151032	0.3684044942	0.455020494	0.0695257183	0.036494459026
i	0.0033164726984	0.0032427543485	0.00999154626	0.1358058336	0.467629952	0.201304052	0.0977675882	0.08094178166
k	0.00765824556	0.0040226354294	0.005046008158	0.0250411812	0.117216401	0.628662714	0.131556316	0.0807965096
à	0.0082431384432	0.001725714553	0.007289332824	0.02266325292	0.1507595458	0.366511104	0.2646878988	0.17811996872
i	0.002457067518	0.00095436848	0.001056597378	0.00482438266	0.03571086026	0.442251084	0.4559000188	0.056845647248
m	0.011747133802	0.002498886741	0.0270877512712	0.0201218139284	0.060181191	0.1867192158	0.455795642	0.2358483394
è	0.010178941118	0.0019860474668	0.0029825031276	0.0048966842	0.030317008496	0.138183584	0.579381976	0.2320732648
r	0.003769262936	0.0009582498752	0.0016744338524	0.004687182794	0.01343853842	0.124210755	0.750071372	0.10119020946
i	0.001385619746	0.00130221878026	0.00113471520748	0.0016027038616	0.0060462661928	0.05722290544	0.807321184	0.12398437676
</S>	0.008865227572	0.008915888848	0.008604055206	0.01975848319	0.03661849067	0.08078029748	0.251305812	0.5851517414
