 	non	so	cosa	stai	scrivendo	</S>
e	0.873242616	0.1189523121	0.003184678156	0.00109973432448	0.00061275097246	0.00290793106498
n	0.36270777656	0.572991067	0.03274361	0.00107575662	0.0014580328832	0.0290238082366
e	0.241853775	0.62571273	0.05349708468	0.02386297538	0.026411394013	0.0286620153326
t	0.0242703451	0.4643527	0.3633962764	0.10621280354	0.01898245267	0.0227854439094
s	0.0360744868	0.577667314	0.2440862354	0.07721762282	0.026088259138	0.0388660523434
è	0.03318930022	0.1002138714	0.620918758	0.1140071532	0.12636180334	0.005309111098
r	0.021015341494	0.2203786479	0.574400172	0.1727674164	0.010503080338	0.000935333847
o	0.023863362795	0.32644381586	0.595486444	0.0363001132	0.011848184166	0.00605802451876
e	0.0171253976	0.035262737694	0.453805532	0.393467408	0.09184701559	0.00849189636
s	0.014581340288	0.03498965078	0.2845466322	0.559786002	0.051215668	0.05488070296
ù	0.030876132832	0.03636706794	0.13096540356	0.571423856	0.1647860892	0.06558149988
t	0.008738016356	0.007333651976	0.0223088948	0.801497466	0.1385083402	0.02161363234
i	0.0117232727408	0.009884167686	0.12099748906	0.462027984	0.334038772	0.06132833098
s	0.00829040242	0.015939170288	0.01671597958	0.427037569	0.3369645968	0.1950523188
t	0.0131396611281	0.020360723392	0.01002065942	0.2806719072	0.546483734	0.1293233044
e	0.00314599239828	0.0045002660668	0.0188414358956	0.260132443	0.515049	0.1983308654
g	0.00402600779	0.003880037088	0.009705631508	0.05232862698	0.539473912	0.3905857756
r	0.0114464424665	0.0188875628052	0.01030736948	0.04924747074	0.59103815	0.3190729886
à	0.00320282503212	0.0169980967912	0.0054693651654	0.06382869012	0.402456411	0.508044602
f	0.005405039418	0.0012388563632	0.003807180432	0.00994356954	0.752178206	0.2274271454
i	0.000966496438324	0.00185740025342	0.0029169686588	0.00929920086	0.89654222	0.0884177348
</S>	0.031868564592	0.00521478226	0.039461348188	0.04773938766	0.216930661	0.6587852608
