 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.98783788	0.00758222418	0.002570267114	0.00029689034242	7.327921048e-05	8.0935158452e-05	0.00143401882373	0.00012448527018
è	0.731395656	0.07989897334	0.170437831372	0.0049221544696	0.00314278335748	0.00057544379574	0.00144951110692	0.00817762802961
l	0.913098224	0.0546337626	0.027919409154	0.0017725879063	0.00118660298674	9.144598506e-05	0.00034548013262	0.000952472855976
o	0.629621884	0.2289579104	0.12322197452	0.0028330668148	0.0047860093526	0.0008680874328	0.00241461133152	0.00729644383759
k	0.0987664094	0.79039447	0.0549797047	0.037416332754	0.0067430928074	0.00435102541601	0.00554852428237	0.00180047237
a	0.011255244	0.535227554	0.3728697842	0.037044534824	0.0362781160078	0.00284281103256	0.00220043124286	0.00228151123698
i	0.0376136588	0.680860388	0.2034069816	0.05201339366	0.0111432863796	0.00397886186239	0.00659096310931	0.00439244689286
M	0.00322765866	0.035084642	0.899758282	0.0382068368	0.010419970688	0.0039295473934	0.008160818606	0.00121219480162
a	0.00697373856	0.20816647	0.534204446	0.15576071182	0.0638720977	0.017342811986	0.008002856297	0.00567689358
r	0.05555838242	0.2290632114	0.4548255512	0.1107618256	0.02134653612	0.00539158007632	0.0139298565825	0.10912302826
ì	0.02903630184	0.0468136419	0.4960926076	0.252424042	0.0657578392	0.00755595122	0.019659543082	0.082660055936
a	0.133482573952	0.0624401218	0.1848621132	0.336418876	0.1925087254	0.063044693638	0.0163375201478	0.0109053750317
è	0.03622550132	0.012915779326	0.1197708292	0.453438906	0.15768328308	0.08462106964	0.116547506226	0.018797154596
n	0.0039363455	0.002701294176	0.1478967158	0.2950285954	0.2675343462	0.1006702727	0.15593573886	0.0262967428952
a	0.00129601847812	0.0038870049542	0.08725836026	0.22973392406	0.197954548	0.2079779405	0.260181929	0.0117102653
r	0.02539666632	0.01422288268	0.013157748386	0.0907247426	0.244443659	0.31729841	0.1161202174	0.17863566848
t	0.0026066538784	0.0041044995016	0.044398372718	0.0424800803	0.261532898	0.252452445	0.2223474104	0.1700776278
i	0.0640932649885	0.148132043929	0.0061020849048	0.02212083203	0.2221362276	0.2007890562	0.12813736046	0.2084891527
à	0.008743266688	0.01049246185	0.0102857845654	0.05035993602	0.17145206644	0.275254592	0.26271639	0.210695502
v	0.0008142592814	0.0010582495884	0.00583795540408	0.0034382309984	0.022983714785	0.2167864532	0.735555086	0.01352610206
v	0.00010597272638	0.0004289573982	0.0025279961592	0.0016842574854	0.021161997814	0.10306698084	0.852211384	0.01881246874
r	0.004177795408	0.049510925276	0.0172440467866	0.0371579124306	0.037623150964	0.04653495674	0.4993657366	0.308385444
i	0.067984046393	0.137003872516	0.0333400786812	0.071510354284	0.0730355067	0.07232513956	0.1762256546	0.368575337
</S>	0.117702176992	0.025645766312	0.0043112647538	0.028454796214	0.018568883506	0.0823918851	0.18194825826	0.540976976
