 	mi	si	gonfiò	il	dito	</S>
m	0.841957692	0.078610189	0.07468726935	0.00274485735348	0.0015521381636	0.0004478603432
u	0.0635737471	0.4643820172	0.2064445404	0.073387359814	0.104217749933	0.0879946301183
p	0.09580739046	0.381334532	0.447684116	0.025520577048	0.029375540228	0.0202778772766
r	0.00843349708	0.4123337186	0.5202753796	0.02263072946	0.033792073694	0.002534615896
ì	0.007485363956	0.47801460314	0.38548366	0.09612154512	0.0282353862786	0.00465941490854
s	0.043733627634	0.2051823476	0.69836059	0.0488399284	0.0025494753152	0.001334045261
t	0.0107360029	0.1947002644	0.528243712	0.16482728108	0.0737202445	0.0277724651999
i	0.019142894508	0.294044744	0.443029474	0.1088936732	0.03955775234	0.0953314797834
t	0.02760917524	0.04398068504	0.44439377	0.354359842	0.08743757904	0.0422189539
o	0.0023309657764	0.00343474254	0.3745871302	0.448228064	0.1163654616	0.05505363107
d	0.038964570434	0.02428732246	0.0658865364	0.617675547	0.169824624	0.08336137832
à	0.0063665023328	0.00429865305	0.04457108824	0.485990132	0.3311183098	0.1276553087
t	0.014792555628	0.0084558684	0.02484200576	0.61755888	0.249686461	0.0846642344
t	0.00124347821834	0.0017007829278	0.00896074392	0.3464699688	0.5816157054	0.0600093624
i	0.0516219764724	0.0039449030574	0.026980781116	0.1412911628	0.4112660484	0.36489512516
l	0.0128471202	0.00758535185	0.0186094452048	0.08748997846	0.587448162	0.2860199308
o	0.0037227271334	0.002216256003	0.01099225887	0.21428828884	0.561964134	0.2068163328
</S>	0.162272757022	0.033861369134	0.023543759486	0.05819751136	0.2848995194	0.437225098
