 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.900051238	0.0920458008	0.0042955351898	0.0013473854976	0.0001185609707	0.000148130971028	0.000153862619064	0.00126810749522	5.74330487722e-05	0.000242554999409	0.000132172647161	0.000139196624531
n	0.27285217786	0.577200252	0.0122228897	0.006712420874	0.0026378962556	0.00147321977224	0.00131088806121	0.00249874191946	0.00156232350436	0.00507898204936	0.0112156272048	0.105234615855
è	0.0136205176	0.930837924	0.0280570514	0.01791372588	0.002471174406	0.0004968531356	0.0004546422738	0.00071591889774	8.557855234e-05	0.000571104640864	0.00080647711938	0.0039689277015
r	0.01004560363	0.879636368	0.08792040366	0.0121728911	0.00176780978	0.0009700027146	0.00043286378678	0.00047503536516	0.00062420181757	0.00439961443534	0.000148988272856	0.00140620080755
t	0.04281286668	0.603023986	0.2222465134	0.089389015	0.0073208064	0.0014378793842	0.00257149957554	0.00104479867343	0.00011628828384	0.000250053303651	0.000376620159792	0.0294096884648
i	0.0148931948	0.529043852	0.3269855514	0.0588852168	0.038865128984	0.0062061812264	0.0015621213916	0.00220609635902	0.00595737954782	0.0132386526578	0.00160321690843	0.000553427126642
n	0.006899810664	0.1656399111	0.600136342	0.20581889	0.01490524998	0.00327611488	0.000663577998	0.0007397819226	0.0006830959446	0.00102145878968	5.5622962014e-05	0.000160125774312
è	0.02432286752	0.1655179428	0.3756877368	0.3342080534	0.04173361386	0.010760936804	0.015457828707	0.0104711470574	0.00144387230712	0.000563385571816	0.0148910194817	0.00494155732718
s	0.004501421752	0.0274017374	0.396774578	0.481535792	0.0773180778	0.009213996912	0.00155571495076	0.00085511668238	0.0003760110569	0.000324228293497	0.00010980236966	3.35320885872e-05
s	0.007576563494	0.07502764576	0.28279009	0.438929858	0.1687993604	0.01069864866	0.007186232914	0.0015848740214	0.00068474483576	0.00082276043884	0.000547743557672	0.00535146682126
u	0.03533244914	0.08219918174	0.1260544472	0.485685362	0.2075874828	0.018424570312	0.005192441514	0.0199084574532	0.00656479652612	0.0105484140662	0.00092274954862	0.00157965475546
m	0.002935551522	0.00549567514	0.0724754372	0.327158744	0.475613962	0.0881606434	0.01554902862	0.005284699474	0.0045219703632	0.00198801612146	0.00049568720716	0.0003205880824
u	0.0040362425228	0.00494104973	0.030365495	0.496862548	0.3591972244	0.0509686885	0.02466755782	0.019212375966	0.00495578116806	0.00080918186164	0.00114762190588	0.00283622214279
k	0.0086838407748	0.0059364822	0.01246514218	0.0628882384	0.5762837812	0.234759876	0.078434053	0.01366644149	0.0031933874258	0.00095358703698	0.00080953380128	0.00192561896773
u	0.00752694856	0.003965810648	0.024451747	0.242819202	0.371158954	0.185537692	0.0965681796	0.04241849726	0.002777870382	0.0006508718228	0.017640471618	0.00448376766648
à	0.009179963976	0.004629973284	0.0056843798	0.02388113046	0.378434079	0.4801751772	0.0779224414	0.0149692083	0.001441888388	0.00063979775	0.0003437339424	0.00269821283066
