 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
m	0.846160526	0.1466549892	0.00296086892	0.0017824434734	0.001656537302	0.00039990449372	3.7503247876e-05	8.39464144972e-05	8.0680598779e-05	0.000182579552247
i	0.1005899392	0.4911948144	0.116863093452	0.100998500186	0.065690501448	0.01247310756	0.0138526648114	0.0101847991802	0.0358058743703	0.0523467393946
n	0.0986495088	0.66639218	0.18783796178	0.007846965936	0.006976813972	0.0037735052006	0.0090507546253	0.00358569340824	0.00555296405967	0.0103336694224
d	0.034383655128	0.720443536	0.1749426008	0.0259816818	0.0291092869	0.002032438626	0.00055658465	0.0012951324298	0.00491670665712	0.006338353665
è	0.03960031246	0.552196666	0.25291982794	0.083669394	0.053992737	0.00672191052	0.000851060678	0.0018543422944	0.0067802921318	0.0014134570674
l	0.0330804931	0.530349128	0.3539290632	0.07415394324	0.00526761191	0.001789704524	0.0010710358188	0.00016237175444	8.551812962e-05	0.00011110800532
a	0.04352559942	0.620887394	0.1454502708	0.02411219668	0.13980549872	0.006092833246	0.00329909016434	0.0032013086174	0.002292603158	0.011333197372
à	0.0310973455	0.128522128	0.577765932	0.2014241554	0.0199795438	0.024445636724	0.008124321514	0.003939020826	0.0026730014259	0.0020289175432
l	0.0029771570064	0.02744398188	0.428084552	0.102306855	0.400544448	0.0206709113	0.00841580442	0.002966105825	0.0037754207324	0.0028147570608
l	0.127698744386	0.05394544858	0.120424898	0.14338043268	0.4976546648	0.04134223472	0.0035972142626	0.0045256513	0.004684831096	0.002745903373
e	0.01330898664	0.139489054622	0.2941863926	0.31447624072	0.11530513042	0.039482635228	0.037827805879	0.024934578906	0.018058073444	0.00293111787862
s	0.004540013642	0.01098979596	0.0650236144	0.654293178	0.109984676	0.13554932828	0.009227259394	0.007067337394	0.0024839400448	0.00084080156
è	0.0133411729092	0.013635724539	0.128648406948	0.3454238428	0.346056468	0.108108087	0.007473781794	0.01270229644	0.010736312914	0.0138739063265
t	0.007913610938	0.00527988106	0.02192517444	0.2552717564	0.2738291348	0.37894231	0.036274317	0.01680528444	0.001931130072	0.0018273920812
t	0.00436665229641	0.0050086185142	0.02884441054	0.2815344564	0.399714976	0.1537682618	0.0235982455	0.0598919888	0.0057219923	0.037550395004
e	0.0044981965804	0.00754819797876	0.03051886886	0.36569816584	0.12118937694	0.243905818	0.130555436012	0.06577866146	0.023647653582	0.006659604176
k	0.005234260128	0.0071720414	0.02014912859	0.0944009244	0.0829571568	0.502134618	0.095022184	0.1574290252	0.02809796842	0.0074026952
a	0.0039007937864	0.0067002940928	0.0274967588986	0.04694221706	0.24744910292	0.2801203652	0.0604467244	0.2038931716	0.033624712	0.08942586978
v	0.017678335254	0.0083264037	0.003112099624	0.015804158532	0.026972053238	0.4902841976	0.1230764128	0.204771208	0.09509934176	0.01487579438
ò	0.0069634549932	0.006071530817	0.0474691876472	0.01506152278	0.150569183212	0.3609083752	0.0716043095	0.1754962308	0.0970174814	0.06883871666
e	0.0765160700934	0.0048741539	0.00144290285	0.004988286514	0.02898609226	0.33508612212	0.1561032668	0.1922441188	0.190032344	0.009726624956
n	0.019397611196	0.009986972572	0.0124295124708	0.0092971970456	0.03747316907	0.187448889112	0.20323320814	0.224605537	0.1375826412	0.1585452488
ì	0.0044805872192	0.00350948707622	0.0060080327874	0.0046165926448	0.0469056721388	0.13968825369	0.104976947686	0.291423161	0.316061436	0.08232983352
m	0.0345094444584	0.00226555309	0.0026076760882	0.0022002361776	0.0059440593618	0.051033808554	0.140855391626	0.36035125012	0.356218643	0.04401392408
e	0.00066762403698	0.0010827358458	0.0013758489994	0.00208383851396	0.00336664940256	0.0273834649284	0.032889468756	0.4075445708	0.43923815	0.084367685534
p	0.006118419708	0.003828437374	0.005534202534	0.004241556966	0.003291544495	0.022032752569	0.0182227094432	0.238202455858	0.355886564	0.3426413382
r	0.0024524944014	0.001985335566	0.0040180791806	0.0021250688574	0.00450872491194	0.00479017524486	0.01046480081	0.0963198096	0.66894994	0.2043855842
ò	0.00188960373022	0.00477942189948	0.0124838216574	0.0048184578054	0.0024857816994	0.004022169166	0.0193556992106	0.16416009736	0.565874256	0.220130702
n	0.0134380273952	0.004313892234	0.0023024738192	0.0012365879336	0.006632753328	0.017897523806	0.01196161904	0.0515550755	0.606155078	0.2845069778
t	0.00051031693806	0.0020357707648	0.0015352828276	0.0017698931664	0.0009245241916	0.0011600616026	0.003890661744	0.06877669382	0.756206552	0.1631902348
a	0.0052500385408	0.00791045720426	0.0348223625614	0.0315328481052	0.00076774563806	0.00253721880354	0.0158533791987	0.050400722788	0.612453078	0.2384721186
</S>	0.007119239572	0.004034895242	0.02674252312	0.005852481178	0.0047310069491	0.023287459859	0.0276110323078	0.055971469196	0.2327393804	0.611910488
