 	la	macchina	vuole	riparata	dal	meccanico	</S>
e	0.965482948	0.03318224566	0.00080794100536	0.00010538789364	8.2480421844e-05	6.4548580206e-05	0.000274518052396
m	0.679819748	0.2889924	0.01108316178	0.0047421007886	0.0089429729022	0.000619791511034	0.00579983327967
à	0.5039549568	0.4597116754	0.0192131066	0.0014973833468	0.0019520761864	0.00055919581566	0.0131116662245
k	0.1597689906	0.795222808	0.0426550631	0.0011539849906	0.000616890363708	0.000172169437606	0.00041007487009
i	0.1744446744	0.636226818	0.109189258	0.047095980196	0.0058106847658	0.00319925037413	0.0240332994239
n	0.0540358173	0.679340872	0.250189334	0.011496514592	0.004057520641	0.000390864372008	0.0004890673788
a	0.06378460576	0.600826444	0.31421257	0.01474955362	0.00153767416	0.000881651664	0.0040074841114
t	0.034236523594	0.1367096268	0.801629086	0.01940267276	0.003825621334	0.0007180886058	0.00347841494388
è	0.007261526984	0.0708864064	0.851461334	0.0608589756	0.00445621552	0.000733220582	0.004342338206
l	0.004047498404	0.01545977126	0.934083286	0.04117496972	0.004473556088	0.00024777184924	0.000513170644151
i	0.002637375556	0.0534012456	0.823351774	0.10570590146	0.004981769652	0.0047569345886	0.0051650360468
s	0.058866884034	0.05919602846	0.465276158	0.32702427	0.077918503	0.005112903658	0.006605253208
t	0.0031272100412	0.019622789428	0.510944182	0.4417983768	0.01724344982	0.00232239499	0.00494158153628
i	0.009329460117	0.005504879228	0.37566238	0.4452407868	0.1342496159	0.012448890928	0.0175640166574
a	0.013722323696	0.043494273524	0.15626424548	0.45090081	0.298919382	0.016583388706	0.0201155448087
m	0.009952579116	0.0102660710272	0.056484390388	0.52509621	0.3373102206	0.021358528226	0.039532019773
m	0.008006292588	0.04697902438	0.14196306214	0.6183128364	0.1180972448	0.03684891698	0.02979259334
è	0.019114033779	0.0199915363982	0.057884959734	0.2654489904	0.522694376	0.0150433488	0.09982278124
n	0.076080821354	0.014371429114	0.02895828728	0.24800192	0.5308596428	0.06941287028	0.032315029012
i	0.011819611382	0.040104211118	0.19904159116	0.592261733	0.0992342458	0.03531811682	0.02222044384
a	0.03610304782	0.014133595362	0.0177883099	0.0405062715	0.711044588	0.12955069316	0.05087348526
t	0.02603546134	0.0219014778714	0.0125004912114	0.035765339192	0.540528924	0.211019688	0.1522486048
t	0.0197945551168	0.0306475403664	0.0181402323892	0.04526935349	0.44200904	0.2821680748	0.1619712138
o	0.00635928710186	0.00572378096414	0.0149100114153	0.023236440816	0.519974726	0.1516700408	0.2781257034
m	0.005178208232	0.0088947180588	0.01032406921	0.012825086228	0.3156560994	0.3658460088	0.28127582008
e	0.018147968838	0.0167821112944	0.005892724982	0.03604270622	0.1315061868	0.4331375816	0.3584907476
k	0.019463349652	0.0332969194788	0.011970062444	0.01195222698	0.1873807064	0.375718406	0.36021832758
k	0.018204264448	0.0215751413396	0.005644404338	0.015799687012	0.0444134732	0.544106542	0.350256484
à	0.0135425677061	0.0110583624406	0.012158043156	0.02035673742	0.1521208742	0.326922066	0.4638413578
n	0.012871252506	0.00308767297	0.027693595196	0.01102335478	0.04867894552	0.59817478	0.2984703737
i	0.0231648195624	0.0442918834028	0.061780841988	0.016345669044	0.02582758744	0.635838962	0.1927502408
k	0.0128607401	0.009881444784	0.014237571494	0.011797305754	0.04894194764	0.288002958	0.6142780135
o	0.0388407371686	0.0330509484172	0.022335698147	0.009633786798	0.00530673755	0.625267842	0.2655642826
</S>	0.0414546282	0.030225298342	0.0232911941808	0.02433753822	0.049348831154	0.1857861226	0.64555638874
