 	guardando	le	nuvole	sapevi	che	sta	per	piovere	</S>
k	0.7628399512	0.22348514324	0.007682441593	0.00393275182164	0.000384258424692	0.000183325355944	0.000193203006642	0.000975699022758	0.000323270619094
a	0.535286609	0.2942225952	0.09281811026	0.033692922864	0.006080488981	0.003527186472	0.00769556302333	0.0116852762122	0.0149912515928
n	0.448168425	0.518437072	0.02793658888	0.002193839916	0.0003305394988	0.0015578890328	0.000671562436	0.000478726758182	0.000225314011716
o	0.160525122	0.7320336	0.0783425042	0.0193879878	0.00230183612	0.0006180809	0.0010894458871	0.00102485943142	0.00467659799501
n	0.2685354324	0.5647968866	0.146965149	0.004243406436	0.000480233156	0.00155830557001	0.00112853047609	0.00730701783914	0.00498504435407
ì	0.0208580486	0.707108932	0.2176519028	0.0360807236	0.00431974338	0.00109499821	0.00141950202796	0.00166772675666	0.00979843538884
s	0.15547368194	0.402204636	0.407291252	0.0293983342	0.001814724948	0.00060817840846	0.00046560743809	0.00205297637806	0.000690575277773
o	0.0288398306	0.614028196	0.3299696652	0.008828071748	0.0041649188192	0.000757117239	0.00037194460364	0.00138153779618	0.0116587086465
n	0.01901932038	0.247492959	0.581932196	0.1359823682	0.009712228536	0.0017874429658	0.0015118789154	0.000803891314184	0.0017577285722
t	0.007721872462	0.2132334958	0.65802706	0.09914324954	0.01360179574	0.002209547442	0.0005089799428	0.0006858262688	0.00486818333166
a	0.0054858872026	0.2143266097	0.4063655068	0.26502739212	0.07679222578	0.020764983916	0.00637134346872	0.0039315251526	0.00093452013758
t	0.00657421448	0.07745211166	0.5024575534	0.3523002284	0.05092513256	0.0074277571886	0.00161512636802	0.00085687238262	0.00039100801782
e	0.0062578813896	0.05012556018	0.501494216	0.2739047068	0.1394772262	0.021600026194	0.001262617576	0.000580015814	0.00529777865216
s	0.008522701084	0.014654842976	0.4356380427	0.4030479796	0.10262323774	0.019007130364	0.002022399278	0.00383287056174	0.0106507838684
m	0.0044039425	0.020029086051	0.2922885484	0.33452069	0.2663428117	0.07202787272	0.004000955732	0.000649685594	0.005736425633
à	0.02051999577	0.043307130652	0.18718950398	0.418696716	0.208840986	0.0948339812	0.01099885453	0.00851976276	0.007093054808
n	0.003526881872	0.007657754576	0.2851059913	0.3778114152	0.2521189082	0.064155993126	0.0063718678314	0.0001780467184	0.003073144244
t	0.0081125050833	0.0188188540032	0.2153567478	0.3008403214	0.2297274232	0.1983689066	0.00595983868	0.00941360246	0.013401839416
e	0.096462418604	0.0183715361472	0.0887911882	0.2638790934	0.2559675568	0.180471758	0.04573264246	0.0310822477986	0.019241569272
ì	0.00397000538	0.006620583538	0.040667090662	0.2156560004	0.343199622	0.2926324504	0.07688547792	0.0100107731272	0.010358000118
t	0.002498776502	0.003287975698	0.0143317691308	0.31154982194	0.1876647028	0.33661189878	0.07760316014	0.053493531241	0.01295833495
s	0.0033539377699	0.005454844607	0.035458141002	0.2237571656	0.212628224	0.4100673996	0.06080150722	0.018654353234	0.0298244305844
e	0.101585339573	0.00365594972422	0.012732246913	0.0623536909	0.1504480822	0.455796442	0.0594819246	0.043021272392	0.11092504716
r	0.003257686864	0.003143409706	0.008773137898	0.0684481246	0.2296624124	0.377943726	0.2244276012	0.02089528838	0.06344864974
e	0.0083259312163	0.0057094849074	0.0071987549734	0.1667080186	0.1217975914	0.302710466	0.265677201	0.03989005004	0.081982456196
k	0.005036394652	0.004224809818	0.0100052344868	0.011915392034	0.2020196368	0.1874956199	0.40036781	0.08717678444	0.09175831244
a	0.0239226277378	0.0116201710888	0.006512700704	0.0597880916	0.15218635074	0.21144668	0.2895034458	0.0881851068	0.15683483676
n	0.006448087376	0.006300087852	0.013686990332	0.008331828564	0.1605239702	0.06849378778	0.332089586	0.32452426532	0.0796014252
a	0.0204869361584	0.016859770456	0.0063616946168	0.042869282236	0.11832632788	0.18077233	0.260635856	0.147781856	0.2059059684
v	0.004710220864	0.00581074267	0.016976391793	0.006021776724	0.13094341438	0.02406567286	0.2892416722	0.42719785308	0.095032239
r	0.01337532056	0.0104771052172	0.0047274976618	0.013890268536	0.081194798564	0.0907651364	0.2324959566	0.2671370616	0.28593687134
è	0.0222543898747	0.0040096232684	0.00566890196518	0.0043149032828	0.077523415092	0.12045157358	0.0802497792	0.27324715342	0.41228024504
t	0.002016349006	0.001626698275	0.002519507072	0.010859640564	0.019706358972	0.031231588354	0.34449416706	0.444905165	0.1426405308
s	0.017538507629	0.00565380205776	0.00190674768066	0.0061238108074	0.020236617444	0.0940169218	0.146547944	0.498277364	0.20969829326
i	0.0060602944274	0.00722148780378	0.043915550304	0.0055091452412	0.0628029354002	0.069503467118	0.09491410148	0.507563758	0.2025092592
</S>	0.000884622864	0.001921320104	0.004970196588	0.014369324858	0.034678935198	0.029047143774	0.15336731523	0.1887511842	0.572009929
