 	non	mi	aspetti	che	non	vengo	</S>
m	0.610870816	0.3877458988	0.000657900666	0.0002164376838	9.496178398e-05	0.000103959513978	0.000310083717768
ì	0.0800537493	0.13550352266	0.7064513	0.02272061042	0.011332059228	0.032415552362	0.011523211234
m	0.3363109459	0.638958949	0.0116490236	0.004100605852	0.001353749962	0.001026262355	0.00660049080436
e	0.1176036584	0.29652331934	0.490915978	0.0359909481	0.010242350054	0.043778562952	0.00494522292826
m	0.18723415484	0.591003458	0.109141618	0.0815540758	0.012835581746	0.011679873021	0.006551207168
ì	0.014959511302	0.02438244448	0.822582292	0.0737115974	0.013367529956	0.0479335126486	0.003063098109
n	0.044511833006	0.2275485872	0.1657795736	0.35274131	0.1934535585	0.013942552342	0.0020225724452
i	0.18442191564	0.26035382414	0.2903567448	0.182437577	0.02447106578	0.044039406684	0.013919449918
k	0.01533926749	0.060081009744	0.05279395868	0.655631394	0.1225469088	0.08940653128	0.00420090796
a	0.030585514791	0.02431217966	0.1952447172	0.515776308	0.0512181018	0.16866421422	0.01419896666
e	0.010041249832	0.0202621930312	0.00512385916	0.427503978	0.4328378842	0.09227762326	0.0119532298
n	0.0163404336408	0.012562266038	0.0103533621	0.2762445714	0.527335466	0.07212624	0.0850376862
è	0.00551888446072	0.005557208984	0.01194418624	0.22644229962	0.23584888892	0.4582589726	0.056429576
r	0.0842152495	0.020656330318	0.002017792323	0.1104377715	0.376581852	0.3904517076	0.0156393158
k	0.00291393222852	0.001698392928	0.003207051609	0.19952789404	0.035274157	0.7185737976	0.0388047943
o	0.0269666306032	0.0913834003944	0.01497911906	0.077530929194	0.0906929572	0.4879071568	0.21053981144
m	0.010014411268	0.009817555778	0.004258215734	0.014205014438	0.0851799974	0.502876302	0.3736485096
e	0.010802066483	0.007140091274	0.020326524418	0.02297211896	0.0930308036	0.4955011628	0.3502272106
</S>	0.205158951875	0.01956661674	0.00282532078208	0.0230124215708	0.0149443382	0.3312011066	0.40329122858
