 	ieri	abbiamo	deciso	che	oggi	andiamo	alla	spiaggia	</S>
e	0.99511838	0.00271396698	0.0016524514525	0.0001067797371	7.571021746e-05	2.0916060594e-05	7.19868096006e-05	4.3546479553e-05	0.000196231359951
t	0.822545552	0.1655386172	0.00702753628	0.000954430496	0.0016739776878	0.0009252258656	0.000469012602451	0.000265087819662	0.000600582027365
t	0.779737994	0.183022737	0.0173463166	0.0020362966454	0.00457696816136	0.000352868714	0.0002846223329	0.00171113011836	0.0109310869358
è	0.666460136	0.247987072	0.0762540288	0.005632296952	0.0017886082396	0.0002220562917	0.00081061088708	0.000672759304114	0.000172460914546
d	0.25227985	0.66004885	0.08428680132	0.002214294082	0.000952876254	3.974030584e-05	0.000127098891966	1.69910639676e-05	3.3505192119e-05
e	0.226622733	0.4625070428	0.233722522	0.0238229983248	0.0221572008756	0.00232300315242	0.000880447016517	0.00256638607259	0.0253976411099
c	0.03056665872	0.836575686	0.1189612832	0.009156624578	0.003692698532	0.0005144868484	0.00026313106062	9.49459925e-05	0.000174508379686
i	0.0980586811	0.366500548	0.3437304848	0.0454443552	0.02068286616	0.0021366348658	0.00053468393604	0.0102718262901	0.112639908875
d	0.088555041332	0.743205422	0.1545113252	0.0109711014	0.001935878468	0.0001992285111	0.0002065384423	2.22634974436e-05	0.000393246382038
è	0.012785690738	0.1854130272	0.682204572	0.0946800792	0.015021748712	0.002509227217	0.000225744591	0.005852054994	0.00130784340324
t	0.019016038942	0.414968416	0.414373294	0.1330331984	0.01678253108	0.0014436845176	0.000238341447868	7.3150777594e-05	7.1342738674e-05
s	0.003002859006	0.1695524346	0.707813274	0.0996663838	0.01177993558	0.0018273148794	0.0006349755419	0.000572793134	0.0051500133873
a	0.019433810366	0.1236793808	0.639370136	0.127353192774	0.0181089745968	0.0255311074546	0.0369925001351	0.00455831908216	0.00497260949989
m	0.0183491281516	0.0399696533	0.159761918	0.6038692	0.157206904	0.0162962011	0.00231326848	0.001389731404	0.000843994038
o	0.001607947066	0.0315356168	0.343920783	0.4880463608	0.10027661786	0.0139267533	0.00389943129	0.004141554277	0.0126449219656
k	0.0233314896448	0.0123540142	0.03653579626	0.523776082	0.3624824608	0.0311692295	0.003252589096	0.0035782343162	0.00352011085748
a	0.0019799392386	0.00901278325	0.1443395314	0.4288134648	0.3550906132	0.02848893136	0.003851744	0.014766373994	0.0136566012272
s	0.008201909832	0.00983816018	0.02963009174	0.3537902804	0.486582758	0.10186884386	0.007360019844	0.0010480266758	0.00167986943574
ì	0.0012491458208	0.0049709245336	0.025168701	0.3392207834	0.499674036	0.0852660718	0.01186336266	0.0157360622648	0.0168509201152
m	0.002240637806	0.002140558568	0.0060653733	0.1023359622	0.675486136	0.1925046862	0.01570658108	0.00229513425586	0.00122490922345
m	0.0008626335436	0.0055354419026	0.01216274048	0.1807485092	0.450991512	0.234722087	0.02747175448	0.046318553674	0.041186766221
e	0.06810440132	0.03117745891	0.083813265574	0.144441318	0.291721012	0.284253591	0.0466374008	0.02116431885	0.028687241086
r	0.00316068804	0.001724113884	0.0013203114649	0.00971643044	0.183626016	0.58878524	0.17874748006	0.017086287132	0.015833431532
i	0.0011969514826	0.0129602380236	0.0118787426	0.091331237	0.383690756	0.28374417	0.1095695176	0.05387711754	0.051751258818
p	0.00462548626	0.0064801739722	0.0102130837068	0.023468006054	0.1123392118	0.502276684	0.2978113488	0.02745648366	0.015329487476
à	0.00304641376	0.0019870071724	0.002201837298	0.039670743	0.1360540558	0.412763618	0.2353956672	0.10919372272	0.05968693784
m	0.0246353505344	0.0025530522572	0.0025125594114	0.00563624766	0.086501231	0.5643767732	0.271638871	0.03230537986	0.00984054344
e	0.0007238384384	0.003699017669	0.002712074162	0.00627213344	0.0381895824	0.360490714	0.404574382	0.13034902124	0.052989253146
s	0.00554987754	0.00277735916	0.004480173594	0.003840637052	0.0166529592	0.2634184072	0.407516805	0.194005548	0.1017581932
t	0.003149169275	0.00534989579168	0.0040041711558	0.008672184856	0.02785856926	0.1606370872	0.506746956	0.1931370428	0.09044494106
i	0.0054820447556	0.00222809959979	0.0163752281651	0.0053046696828	0.008543143332	0.1507212401	0.543758916	0.1860033948	0.0815832712
s	0.003622194038	0.00300846452	0.0050528775378	0.0031471182656	0.01444889052	0.154054248	0.2371203716	0.333703554	0.2458422836
p	0.0043341200546	0.006379181124	0.0054151395054	0.005141463245	0.012372146272	0.047423785	0.409302454	0.384548798	0.125082909
i	0.0247424234068	0.00691318546782	0.0206066492817	0.0114471752504	0.006242128513	0.09576730476	0.2351451674	0.3632590356	0.2358769332
à	0.0070233634174	0.0120967829656	0.00605013020786	0.00414321586854	0.0104948132114	0.05836042292	0.0952721058	0.446732302	0.3598268378
g	0.00533646888	0.00527784154	0.008280548646	0.001274583644	0.00509988626	0.032342544	0.1143304298	0.555611382	0.2724463254
g	0.00915353728216	0.0041782005794	0.011045183137	0.0631428369188	0.0195598112886	0.08336204334	0.23721878032	0.503414904	0.06892468962
i	0.006216404944	0.0164049678942	0.0127421485302	0.0308489247471	0.0133045557647	0.092095591488	0.0991005398	0.5397536966	0.1895331948
a	0.01074994191	0.005130504611	0.00766573240514	0.0122105377053	0.0104228853836	0.0428158465592	0.06113791114	0.3063144388	0.5435521772
</S>	0.047054298492	0.0301937911092	0.0331119357699	0.0211838170293	0.0288872307688	0.027063227812	0.04233483642	0.377660524	0.3925103414
