 	il	vestito	della	sposa	vuole	bianco	</S>
t	0.936343804	0.0076225687	0.0514931894657	0.00162558282838	0.0015047009532	0.00125237974788	0.000157755001248
o	0.83400605	0.0292354954	0.12342043508	0.0029816725576	0.00173370859484	0.000930843055648	0.00769178171056
n	0.573968468	0.18844306276	0.18501191512	0.011999977072	0.0286583765239	0.00863792161613	0.00328029145864
à	0.343076392908	0.21840348784	0.4119182056	0.00221591312	0.0005344268028	0.0008101610623	0.0230414165537
b	0.2362584632	0.37702713152	0.3797530116	0.003752500386	0.002421321857	0.00043332635174	0.000354218067604
b	0.0480216012	0.37355973606	0.52924712754	0.01491489907	0.0077330497804	0.0032153914591	0.0233082183587
e	0.0893156278	0.5210525608	0.375664214	0.00672075278	0.0019336758954	0.0024866075516	0.00282657897222
t	0.045623788532	0.459466578	0.42456693	0.0537528436	0.0034690703698	0.0045517653887	0.008569047858
o	0.00539754356	0.31908419377	0.535496804	0.1080481576	0.01089369982	0.0192675549632	0.00181207894197
a	0.0627931744	0.166880365	0.358211146	0.3545560756	0.017258486336	0.0149050427668	0.0253957490921
t	0.01701805316	0.02924993958	0.2064441654	0.693981738	0.0354638566	0.0056478809512	0.0121943911721
s	0.002555682368	0.01710490014	0.3085517022	0.588184366	0.0639507938	0.014428623566	0.005223930482
è	0.003760612718	0.021352384552	0.3518818636	0.483002458	0.09033935984	0.0422272516	0.0074361068692
k	0.004809346428	0.00836202896	0.05313004826	0.853292412	0.061971056	0.0128298453628	0.005605205811
o	0.002746533145	0.0479836542	0.3174584363	0.4574981	0.0963105162	0.04668569166	0.0313170539416
r	0.021752976986	0.018114193466	0.027530366084	0.618660544	0.246165242	0.03193769602	0.035838971276
à	0.0014930709574	0.01734473022	0.02655060416	0.402169446	0.405955702	0.1154669556	0.031019480792
s	0.002553055189	0.001387920327	0.00161563655	0.206922044	0.717345918	0.06010216916	0.01007330222
i	0.000829132691	0.01093334393	0.007347537864	0.2082525532	0.623685178	0.11356269326	0.03538953147
t	0.027986472308	0.01893962385	0.015496034294	0.0978669632	0.578574676	0.1759721948	0.0851640466
è	0.0013502172212	0.0084877996222	0.001660905665	0.0654253323	0.639449506	0.247757284	0.03586896148
l	0.002568817492	0.001123952338	0.00073720016	0.0101531079	0.676285138	0.2368260018	0.0723057647
i	0.00114937737264	0.0052252366642	0.001514756619	0.01792788006	0.492853208	0.37760757624	0.10372194436
à	0.01063652546	0.016475204346	0.003868189446	0.02453257568	0.1593268278	0.3404918146	0.4446688756
s	0.003639589766	0.001577574314	0.0020502424	0.00962461196	0.1206100444	0.3842120602	0.47828586606
p	0.0427058882868	0.0141628192223	0.0225310393883	0.053511955298	0.1223651784	0.6305029666	0.1142201954
r	0.001466853218	0.0016577760492	0.0009526792946	0.009453474814	0.04334970336	0.67278350132	0.27033599
o	0.0051886628982	0.0039831269656	0.0072257897204	0.0269158546414	0.04003218944	0.6320027528	0.2846516512
</S>	0.005290830486	0.0054205775046	0.0028032591432	0.0198361906979	0.039224103396	0.1736027196	0.753822312
