 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a	0.943317514	0.0502243182	0.002464007564	0.0026451179404	0.0003720239459	4.2617964902e-05	0.000203927371767	0.000464968908315	0.000265450272117
n	0.2399646822	0.558564188	0.02816234458	0.00530930658	0.003075251565	0.0071821364197	0.00351073052881	0.00292757072624	0.151303743342
è	0.0143464742	0.92405802	0.0361007044	0.0125886808	0.001889200304	0.0004528768942	0.00113296245604	0.0019074330207	0.00752362446763
r	0.01093590106	0.875734144	0.0936942576	0.01019771838	0.001286425198	0.00279270294	0.0012982807676	0.0010732302331	0.00298734492805
t	0.04860271384	0.572802716	0.2391098144	0.1031367284	0.006882402886	0.0007066119554	0.0010398498912	0.0022644421618	0.0254547187657
i	0.01488677182	0.345607652	0.4932761158	0.0813337443	0.008088106944	0.0213027108284	0.0249761328485	0.0073593877486	0.00316937706676
s	0.004379128214	0.09628216	0.558463574	0.322505725	0.01114681294	0.002611793536	0.001692780792	0.00239556236908	0.00052244097154
e	0.0347076386583	0.12042915	0.5291163466	0.2134480576	0.01406667592	0.00255010199248	0.0067942218476	0.0746501892794	0.0042375858869
s	0.019552116778	0.03149981594	0.385770207	0.471421404	0.0676353328	0.0117595226	0.002845523494	0.0050666021108	0.00444946472494
i	0.0108859450468	0.03415945354	0.4864187726	0.28129498	0.0853832806	0.00583067518	0.007295059268	0.078097144121	0.0106346985485
t	0.0191323504092	0.01683338264	0.1149393672	0.566679846	0.210097	0.03971732326	0.006468003432	0.0106303690566	0.0155023514276
t	0.0064652622858	0.013093994634	0.21060300532	0.419572616	0.251170414	0.020949490914	0.01181475254	0.049642631724	0.016687829102
à	0.0100881322168	0.0140965472332	0.04969278872	0.5447521428	0.2870147938	0.02822007144	0.018023324014	0.0459096913	0.002202494864
a	0.00697264487	0.005833434212	0.0271348506	0.348417074	0.514370464	0.063575666	0.02189575508	0.0046569708028	0.00714315659234
n	0.02398278358	0.01278587564	0.03867071179	0.09241576526	0.558381948	0.197432591	0.0447078096	0.02697032378	0.00465223586
k	0.019366016776	0.0081238911406	0.02314388822	0.1386044959	0.442009482	0.0867233668	0.1014685328	0.07860955692	0.10195080584
ò	0.01605554156	0.0414234915783	0.072828932668	0.10638174932	0.2360714646	0.1100277126	0.11409191352	0.2136531518	0.0894660653
r	0.00480704185	0.010113967598	0.012685493966	0.00881465428	0.574254412	0.2377448634	0.081557657	0.06384496952	0.006176939308
a	0.002234455412	0.00424084175	0.0426404908	0.1242565954	0.480927048	0.1053169412	0.08449378646	0.12675345518	0.02913641234
e	0.0144033127	0.0120073403	0.01636182424	0.0130875867	0.1701917138	0.1715053656	0.326867514	0.177963022	0.0976123347
n	0.02930212092	0.01299936534	0.01143110754	0.002698801008	0.0558831296	0.161048812	0.376892288	0.244244442	0.1054999308
è	0.011786865322	0.00293153741582	0.0090378153384	0.002909828594	0.09583685742	0.08107020682	0.2839027392	0.370295663	0.1422285004
p	0.018021349922	0.00842600448	0.004517920574	0.002885613664	0.01745973151	0.04273206276	0.1532118776	0.699273194	0.0534722031
r	0.00030600166656	0.0002708491056	0.000613319339	0.00166744241	0.01115180502	0.00772503412	0.1649511449	0.709863336	0.1034511038
ò	0.002335657388	0.020592759632	0.014111786314	0.0091371294824	0.02346488806	0.0133169268346	0.114709946468	0.656642778	0.1456881398
n	0.001469216043	0.006034923474	0.00232729342	0.000487922286	0.002620188	0.0057252782	0.0416271917	0.48797897	0.4517290218
t	0.00166652028032	0.00239973573366	0.00283703237	0.002300737439	0.00359028721	0.00366835924	0.057967744548	0.71420868	0.2113608948
o	0.013344477694	0.00832927365792	0.0151899661024	0.0161195296632	0.012230077968	0.0125993648248	0.047113738062	0.712757444	0.1623161536
</S>	0.001789834638	0.00697180602	0.023552746442	0.0060772699404	0.011509580964	0.015303378092	0.060010007318	0.210749896	0.664035472
