 	allora	questo	anno	che	viene	vengo	nuovamente	qui	e	mangio	molti	pasticciotti	</S>
a	0.98994719	0.00645811778	0.001709769974	0.0002263334279	0.00093837545374	0.00010560082148	5.4974805262e-05	6.9024453072e-05	5.82345312171e-05	3.82533862838e-05	5.69351981826e-05	0.000202755065312	0.000134377320061
l	0.688809968	0.266251275992	0.028959909964	0.0020597895908	0.001232974986	0.0027438369567	0.0049185127356	0.00098088203172	0.00132668982722	0.000387718169136	0.00017764633216	0.00129903584549	0.000851763642434
l	0.625692738	0.333992004	0.02205741374	0.00210352717	0.00763024019124	0.00541236911266	0.0005096889206	0.0002105463542	0.00021297011328	8.93356783e-05	7.4940295034e-05	5.79262718078e-05	0.00195626771976
ò	0.438386174	0.5049942232	0.0404377293	0.00468401072	0.005290912376	0.002690710164	0.000374904317	0.0002868857684	0.00049572108084	0.000152903903946	0.000234806753245	0.00114505072828	0.000825965343696
r	0.24713476334	0.678283316	0.0525344053	0.015187619736	0.002044109402	0.00336552218	0.000309122855776	0.000259406974304	0.000120292526826	3.4433099544e-05	9.36337249797e-05	0.000569252224923	6.41033681979e-05
a	0.3149604032	0.542600672	0.0714289201	0.012777911463	0.0116769708521	0.0101432930024	0.0013412772391	0.00088025787446	0.00130773683255	0.000299566499332	0.000480064006467	0.00138652691989	0.0307164273904
f	0.05752796212	0.610545552	0.1928547906	0.08465616658	0.01166188616	0.026111294577	0.0034415387574	0.0052035464682	0.00162371588008	0.00061464334482	0.00202564664069	0.0029233838588	0.000809912449541
è	0.02504527774	0.61240192	0.2850873836	0.0277217766	0.0168884459872	0.0258841382958	0.0015392552644	0.0010247584474	0.00051773464516	0.0001202328512	0.000219212887722	0.000261474138893	0.00328838539013
t	0.0110774992234	0.416574486	0.4616445616	0.088433772	0.01265249064	0.006700133954	0.00101673742958	0.000794903199105	0.000181505636838	4.6485802864e-05	0.000230180664606	0.000593481348001	5.37642352564e-05
i	0.013791504	0.413976002	0.399910257	0.1184922746	0.01482604818	0.023835906034	0.0026588398176	0.0010730613626	0.0015854917546	0.00030206212566	0.00021132740548	0.00361068131973	0.00572658376558
p	0.02086262394	0.11389953328	0.385964618	0.368764042	0.0616552888	0.031555782208	0.007603020136	0.004444234174	0.0011393551996	0.0005582555772	0.00156465992472	0.00113493457126	0.00085365557266
ò	0.009176050838	0.1837522197	0.563140712	0.1673568092	0.0352145	0.03288479332	0.003408901094	0.0041034052648	0.0004122168575	0.0001011362324	0.00018854410238	0.000110533338492	0.000150147909614
r	0.005036946152	0.08120149754	0.294193614	0.39535446	0.1821947674	0.03493016212	0.005436217404	0.00052775235	0.000340389926148	0.00013802333364	6.2593591796e-05	0.000429016178294	0.000154556837914
k	0.00397767162	0.07735995456	0.176263886	0.460964974	0.0916762294	0.1552924084	0.01440513638	0.010338640954	0.0015106805206	0.000306984384	0.00022789596012	0.00163267037966	0.0060428603865
e	0.059111357532	0.08717182435	0.2797632358	0.2197848264	0.094021007	0.136365051	0.022199128272	0.0157046940988	0.015935156449	0.0088142965544	0.0041365335011	0.0517926448006	0.00520027904606
t	0.00743229113	0.008778661156	0.07011681834	0.545412344	0.19500558	0.1262308984	0.03862846434	0.00409446868	0.001405628192	0.000869427436	0.0008241290131	0.00093392191488	0.00026732738596
e	0.000934532402	0.0363275663474	0.14459769928	0.337557244	0.2479683892	0.1541979154	0.0439306194	0.02573218752	0.00274384282	0.000885439584	0.00123425857938	0.000749181864672	0.00314112393433
è	0.00639794072	0.0066041830472	0.0165120204732	0.2936002526	0.265457742	0.27967305	0.1164170028	0.0069194556	0.002817969445	0.0016801187	0.00088523917952	0.00056868411024	0.0024663417528
r	0.0025286362	0.0025007136	0.0265834879932	0.0611310264	0.4288254012	0.314096792	0.1295233038	0.022892631236	0.0055709339916	0.0034224197468	0.00171997432619	0.00030203754634	0.0009026841863
k	0.0013332731992	0.002339180427	0.01474521366	0.1403079952	0.1759637804	0.41344007	0.1762402272	0.05694027596	0.0085737245	0.00221932232	0.0029141845465	0.0016899634794	0.00329279439814
o	0.047368522854	0.0219510664748	0.0284681226628	0.0954180435	0.1356490516	0.4014071272	0.13197370894	0.05046317552	0.02648992614	0.016656876161	0.0070551529806	0.0147273887796	0.0223717992602
m	0.002421446136	0.001544078122	0.0027049328032	0.018995117948	0.0498607208	0.356475	0.484428904	0.0550841948	0.01237022918	0.00963140262	0.0044898669236	0.000705516163	0.0012885643084
e	0.00260067234	0.0029945707668	0.012899947691	0.07254303106	0.1264096998	0.232098862	0.372336558	0.1348684452	0.0153203528	0.00492781358	0.00247669867	0.004773457886	0.0157498840762
m	0.00231488438	0.0018382004246	0.00083709785886	0.019680641268	0.03607847246	0.2280720852	0.56728081	0.1071082292	0.0198405858	0.01040648778	0.00478128667	0.0004783516262	0.00128283954964
a	0.003087870366	0.0028127125584	0.005047867456	0.0595336237	0.04421615866	0.1576597426	0.51141785	0.166007368	0.0226357369	0.00691480356	0.0046586063	0.004922091772	0.01108558457
p	0.0021307898008	0.0018828395746	0.0006110583252	0.0179609737432	0.02652671244	0.1554598214	0.587269	0.146679426	0.0335893195	0.0173986712	0.007680278394	0.0010805761536	0.00173052908416
à	0.001814534038	0.0016717681854	0.003436303554	0.011695317376	0.0797540952	0.0840706654	0.333720958	0.3781307	0.0665148368	0.0149843449	0.011696764	0.00396941626	0.008540312302
l	0.006863429066	0.0011761611608	0.000648642786	0.00496546113	0.01208840338	0.1141719674	0.456581336	0.289644686	0.0542220618	0.04112181006	0.013382279792	0.003321356614	0.00181235622356
e	0.00855752352243	0.0040733199356	0.00284208032	0.015729362552	0.018664597688	0.1423801884	0.294441323	0.2445069744	0.1165560898	0.0305961435	0.0560332029	0.034559823948	0.0310593660144
e	0.009671506744	0.006179290404	0.003060366606	0.002753438362	0.004646967886	0.03669179294	0.189763764	0.259706676	0.276425483	0.150516309	0.048554794	0.00457445876	0.007455169506
t	0.006341575334	0.00294798811	0.006889442818	0.002361190378	0.016446287518	0.02730199914	0.094654243	0.1728470478	0.263349422	0.303846294	0.0739285324	0.01407107838	0.0150149297044
t	0.0013318855398	0.00168643458476	0.00232462870609	0.00416141228136	0.0180522160052	0.049791988894	0.1233782048	0.3334558488	0.1797565916	0.140987946	0.0844697598	0.030462829104	0.0301402653412
ù	0.002802714558	0.00206378960027	0.0010376487006	0.00316343154264	0.0043065688116	0.048999391294	0.16569884912	0.1814080822	0.1867130906	0.1784147128	0.0898363378	0.05308682926	0.0824685502
c	0.0010573604094	0.000587516098	0.000764833512	0.00065573045	0.002687354038	0.01071151854	0.0717728758	0.1770494488	0.263557514	0.29991293	0.123326113	0.02717658484	0.0207401956568
e	0.0220766281565	0.00654511808032	0.0038319720144	0.0035169560552	0.00439522058	0.035256405868	0.10850583476	0.1370292832	0.236845444	0.1320659462	0.16932471252	0.08937000074	0.051236445574
t	0.003188807223	0.00164699566	0.00139565004	0.001899030986	0.00128220171	0.0056186106	0.0209949069	0.09177484674	0.230802528	0.291661216	0.243939936	0.05614787	0.04964741334
r	0.0027548417064	0.001653177011	0.00204437106846	0.00186774489366	0.0027257124796	0.008871484844	0.0422879976	0.1746402806	0.205882122	0.206556284	0.2063196364	0.0844637884	0.05993253154
ò	0.002598768359	0.00142515621048	0.0011709400231	0.00232341732924	0.0023993781024	0.0116363723066	0.05802430588	0.1236901571	0.156327708	0.241397578	0.1638879052	0.1213767724	0.11374151652
o	0.001097557384	0.00082868883	0.001108838486	0.0009435071308	0.001707297706	0.002548002832	0.0105213868	0.04549159508	0.126923349	0.234687252	0.324879576	0.1684164151	0.08084653324
