 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.984724598	0.01397850826	0.0004728511182	0.00042307072628	0.000112000917868	3.9456031252e-05	2.56448572992e-05	4.849071514e-06	2.8800475124e-05	2.78826442132e-05	3.47475764395e-05	0.000127564313306
ì	0.781597582	0.1993102313	0.004632874354	0.004904111128	0.003112960859	0.003095638695	0.00117252739839	0.000259808134166	0.000449854977713	0.000310473185258	0.000104895495605	0.00104905472061
o	0.7911674	0.1630550474	0.0071015983412	0.0096650140244	0.0158616108995	0.00216725227912	0.000893308750122	0.00051036763726	0.00122276587353	6.67544739374e-05	3.69000902953e-05	0.00825197539545
ì	0.3109408304	0.65555221586	0.01993234582	0.00410025066	0.0004242583732	0.0006106820729	0.000450945801368	0.00325877126949	0.00099465058319	0.000678535266007	0.000889603031571	0.0021669553835
s	0.101856732794	0.743181056	0.05770514924	0.00630520998	0.00076588396808	0.00141036810564	0.00270443189268	0.0228576305715	0.00730529739879	0.00631697788884	0.0139466254701	0.0356446954025
s	0.092113728	0.77497897	0.0900702784	0.02761788244	0.00466530221428	0.005426348335	0.0004506355673	0.000125744769351	0.000169057522559	4.0452072294e-05	7.69559823825e-05	0.0042646571201
e	0.1212202946	0.77709826	0.0758282626	0.008681667708	0.0039616227222	0.007423329234	0.0022550949055	0.000712124856029	0.00124351782846	0.000477597669541	0.000880184834138	0.000218030635533
r	0.0275088778976	0.542326724	0.371624265	0.0518490522	0.00382344477	0.0009583596028	0.00047669093256	0.0006134828802	0.0003367531095	0.000136515082959	0.000160403524757	0.000185438108036
e	0.02101714414	0.600957368	0.297746626	0.0435218092	0.024458051331	0.006483697265	0.0019033232742	0.00101058867399	0.00048355261596	0.000214975590508	0.00116246000964	0.00104036260748
k	0.0189596767282	0.0804339404	0.74364985	0.1456904704	0.007194720486	0.0015267670032	0.0007418439568	0.0006224130848	0.00020117182498	8.40491927628e-05	0.000112157854387	0.000782926934444
a	0.00857710224	0.15744222	0.551938554	0.213257196	0.03808801828	0.01603763094	0.002709869332	0.00184237931508	0.0009751023604	0.000445989896292	0.00249623201453	0.00618967889789
s	0.014363081036	0.02284954386	0.622536098	0.317346776	0.0168514238	0.0027003376	0.0013967401942	0.0006292072922	0.00011941717646	4.3228977964e-05	8.74534885288e-05	0.00107671068272
ì	0.002887912032	0.0390276484	0.32530633	0.535317264	0.0625328144	0.02386519648	0.00287000401	0.0013422747682	0.000979758445	0.00047834739602	0.00219207327838	0.00320037413077
m	0.0042984780118	0.00468060896	0.174542694	0.76348097	0.041218566	0.00689043942	0.003847418683	0.000487393152	0.00020385147676	8.25927853666e-05	8.33481173397e-05	0.000183648146824
b	0.0062045469641	0.01177239356	0.194269481	0.654359228	0.060123469	0.04762198726	0.011063264576	0.0023401286287	0.0034291346288	0.001615980174	0.00172366882116	0.0054767224801
e	0.065309149252	0.0443972938432	0.112162568	0.359995298	0.1287942155	0.2452557276	0.01794647146	0.011627647313	0.006295642492	0.0033313947114	0.0027352657344	0.0021493158846
r	0.009102712312	0.00741918629	0.05070233814	0.468223848	0.347139294	0.0816071318	0.0284846254	0.002911178972	0.001933011318	0.00084245670326	0.00054315608992	0.00109109230192
i	0.002701671016	0.0217744470742	0.0343864474	0.549520402	0.2820395066	0.06908186776	0.01537073174	0.00433832673	0.00395342889	0.0016144099686	0.0122217686399	0.00299698503958
