 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.994869664	0.002842548188	0.0016786247124	0.000129523989	5.680272002e-05	4.1059486142e-05	2.50256966014e-05	5.6105426394e-05	1.58180625513e-05	2.06860066976e-05	2.58576765914e-05	2.97335520968e-05	3.5555541479e-05	4.11275892776e-05	0.000131904466918
t	0.816219042	0.1558228216	0.00742344268	0.0074055361274	0.00598496322314	0.000608703692074	0.00174274622169	0.00045453753028	0.000799352264088	0.000522036161403	0.000203880614099	0.00110736116572	0.000448803624073	0.000645202987533	0.000611513773048
t	0.779734964	0.180537874	0.016550348	0.004472319133	0.0014950861046	0.00040671568562	0.00039344546904	0.00063214265602	0.000242028006648	0.000501704065197	0.000154784597877	0.00022811110339	0.00190082808966	0.00318965012288	0.00955999169517
è	0.65438322	0.24559067	0.0822426374	0.010871798626	0.0039603966716	0.0009591535619	0.00032723008408	0.00016464179864	7.9530417358e-05	0.000106707637792	1.9112565896e-05	0.000214139880295	0.000194150880287	0.000586375811973	0.000300233995453
d	0.284464154	0.635810674	0.07575850798	0.0028007341794	0.0006580865353	0.000158301878886	9.11203920326e-05	4.45919446184e-05	3.64136460235e-05	1.41591745442e-05	3.93765874101e-05	7.9901374598e-05	9.38376768029e-06	1.20080342463e-05	2.25618731244e-05
e	0.2497650808	0.46703995	0.2192693794	0.022304020784	0.00975697284706	0.00497137630365	0.00896949959818	0.00263800493833	0.00159210040459	0.000549277813968	0.000512012261353	0.000276747577398	0.000223256891182	0.000333256067468	0.0117990487272
c	0.02925018734	0.852225056	0.1079485842	0.006149202312	0.0014933527406	0.00108911978852	0.00042616397436	0.00032100815229	0.000170314007839	0.000117631264802	0.000453647847841	0.00016193273615	2.65552575536e-05	4.32280097423e-05	0.000124037440077
i	0.11921852746	0.382571408	0.3251078346	0.04494329904	0.012629017212	0.007356423297	0.00465612837782	0.0037836741978	0.00442710393163	0.000996940228304	0.0015808442608	0.00106742159719	0.000593721512426	0.00100125188505	0.0900664106681
d	0.081550433982	0.764439138	0.135960862	0.0147602174	0.00214957678	0.0002917395808	0.00015419132334	6.64869469e-05	3.80169853348e-05	2.129577946e-05	6.15207483321e-05	0.000233995695623	7.0772607028e-06	1.88210543241e-05	0.000246615992575
è	0.022822101502	0.210539088	0.634259046	0.0865368916	0.02105666816	0.009862266714	0.0041860213052	0.0050291948775	0.00183493016186	0.00055588632654	0.00058200676294	0.000210363872906	0.000525666557808	0.00108858892325	0.000911286331186
