 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.986412942	0.010555297928	0.00145295125	0.00023630006228	0.00080579014566	5.61163935704e-05	2.8070217282e-05	3.87620605224e-05	1.80606561796e-05	1.62591366546e-05	1.6379696952e-05	2.07243365251e-05	1.43863756647e-05	1.79930299662e-05	2.1943358895e-05	4.98779280943e-05	3.84944206131e-05	0.000199712827528
ò	0.58951626	0.210928628134	0.150014802294	0.0092718280918	0.00727584561804	0.00447156980149	0.00451711261435	0.00189214404674	0.00170604163692	0.00183563588149	0.0005372156277	0.00103018738391	0.000193421137593	0.000483777378285	0.000898070260601	0.00129921023797	0.00128097596655	0.012847274459
t	0.7371778968	0.2269458096	0.00686624822	0.0023135251444	0.0103614538275	0.00808926322439	0.00326828682542	0.00199443741804	0.00110887091247	0.000330583773981	0.000370734591019	6.31016789273e-05	4.45590725832e-05	0.000115146942072	0.000158471127533	5.76653157127e-05	5.09978012429e-05	0.000682968204888
t	0.589388347	0.2616555168	0.12272170948	0.015253429596	0.0011674324124	0.00053199228621	0.0003737160074	0.00018738842014	0.000113112763174	9.019359666e-05	0.000116800022844	0.00071294770374	9.48897150528e-05	4.76214892192e-05	6.3066747268e-05	6.6465751386e-05	0.000257727664683	0.00715767672488
i	0.4666918636	0.4027795986	0.0305931729454	0.049125504734	0.00886257459714	0.00880361690332	0.00271088867712	0.00195015013228	0.00179449378737	0.000621300145293	0.00105275551879	0.000231296688156	0.000221165415037	0.000493274004089	0.0190704091566	0.002120318788	0.00210935909192	0.000768217135801
i	0.0686430938	0.81566705	0.10349195108	0.0092135132908	0.001949172113	0.0002833009062	9.586921518e-05	6.1468712652e-05	3.36271464532e-05	1.72673336924e-05	2.50540207572e-05	2.23396951425e-05	8.5996182158e-06	1.24867322363e-05	0.000346309574915	2.83210362757e-05	1.9431665311e-05	8.11677937799e-05
v	0.02359258864	0.86987134	0.0896328144	0.00788894379	0.0024295676454	0.00044730923337	0.000179169847644	0.000156918996193	9.59220418758e-05	6.57694043442e-05	0.000107959732939	8.73847257215e-05	0.000115293945332	0.000279303908491	0.000947436158111	0.000846919748402	0.00130068441792	0.00195462140053
ò	0.10748640824	0.64436153	0.2089768706	0.0308265993	0.00392652355	0.000914040596	0.000433934902	0.000247653897	0.0001081832952	8.53763382e-05	7.60797794e-05	0.00016752527714	8.136273804e-05	8.362459254e-05	3.38252957e-05	0.000239009579486	0.00157120580872	0.000380241398302
e	0.01563887294	0.610745596	0.332325114	0.0344766574	0.004660924354	0.00109944779776	0.0003329885057	0.0002136855897	0.000117795322044	3.8387571226e-05	5.56797818132e-05	1.35702976538e-05	1.1493937229e-05	1.44352287081e-05	0.000109225631926	2.00023495996e-05	1.2000243275e-05	0.000114138874834
g	0.00557614099	0.490231642	0.3730126236	0.07712384627	0.027247514924	0.00592734502774	0.00229688690096	0.00155237181671	0.000856294348539	0.00056040809412	0.00149203504149	0.000315051487159	0.00102853067182	0.00278953379061	0.00197411531443	0.00252400409777	0.00120064560085	0.00429100365872
h	0.0123224476868	0.137691054	0.65477386	0.17352418	0.01212105744	0.00336858430448	0.0008568994186	0.000918275265	0.000358971215552	0.000187709144	0.000283615704457	0.000304950879926	0.000143492170387	0.000108235099322	4.961876744e-05	0.000169306713599	0.000946318798346	0.00187143756913
è	0.01246804988	0.0882692304	0.499226428	0.2146792764	0.104985504058	0.0346338934572	0.009349887064	0.0067290790468	0.00314788776594	0.00257328235388	0.00118248418457	0.0173177637616	0.00058617105196	0.000434710123486	0.00141062957962	0.000482725778804	0.000643400053384	0.00187960498773
n	0.0094517421748	0.1139289783	0.52713567	0.2978535986	0.03866023624	0.00989782632136	0.0015553232238	0.0006585722472	0.000221474166026	7.486396428e-05	7.82019889954e-05	2.60351413019e-05	1.6801370244e-05	1.98790864548e-05	0.000261267307506	6.44791289363e-05	6.93370074566e-05	2.57163077568e-05
n	0.01269193684	0.1049064822	0.517356774	0.312015864	0.02534918222	0.009956102724	0.002128342934	0.001131500082	0.000732084309	0.0003881946966	0.000553047646	0.0024542106494	0.00033608323948	0.00018095922642	0.00021546768156	0.00054420768314	0.00170881195077	0.00735071510776
o	0.144451457086	0.01702131408	0.273927646	0.3737356998	0.09893433345	0.020909072982	0.0065205538914	0.00331495218266	0.00358220731456	0.00294841145036	0.00508621347567	0.00442175599222	0.0011723580966	0.00281310066495	0.0310101032776	0.00520501553012	0.00130012840013	0.00364568568224
m	0.008756986826	0.022572442192	0.1773946826	0.595709212	0.1529224416	0.0297691048	0.00717669692	0.00231241652	0.0008356301154	0.000482125876	0.0003254635834	0.00015893863218	8.89434364e-05	8.13179347e-05	0.0009421833195	0.0001465343496	0.000127873686878	0.000197025668
e	0.0027126321214	0.015807078714	0.2032109142	0.609406166	0.0804279294	0.04386615812	0.01220843884	0.005241693364	0.003312306663	0.00315623645	0.00156353510552	0.0123966046465	0.0007639162986	0.00047170056376	0.00097599873492	0.00045658740974	0.00130496463528	0.00271713674174
v	0.003069773186	0.003307725702	0.0416703408	0.396561978	0.51187674	0.03574577994	0.00424794252	0.0018698006976	0.000379348035792	0.0001474060254	0.000122228180768	7.04765495732e-05	5.4278379058e-05	5.7218346535e-05	0.000175926980711	8.9755959776e-05	7.37464576364e-05	0.000479525245024
è	0.00212308978478	0.003715211296	0.0442722878	0.730971512	0.1326118898	0.0473438552	0.0153392576	0.0065470546	0.002052287316	0.00160337932	0.0005687946346	0.001004421078	0.0005108675874	0.0003899196889	0.000282633804	0.00066649466552	0.0093520656412	0.00064496964208
k	0.004627013038	0.003151257394	0.01345170014	0.531303004	0.382093458	0.05642310554	0.005804090316	0.0020829409076	0.0004728216824	0.00017264570124	0.00011557356373	4.5969526746e-05	2.4306250608e-05	3.32163670588e-05	6.3793505618e-05	3.49476110242e-05	4.37195641563e-05	5.64398474208e-05
k	0.00454901387908	0.013822985981	0.01841471746	0.553469798	0.237762587	0.1138516802	0.03292152584	0.00833455372	0.00366162632	0.00229380018	0.002478253462	0.002031254476	0.000638260164	0.000744554466	0.0003899276628	0.00080517119074	0.00165591964994	0.0021744094042
i	0.055795465086	0.003620821382	0.06304773323	0.398899482	0.249468704	0.1232096728	0.02870153202	0.014067215728	0.01011630047	0.005123693509	0.00691997588774	0.0096377538064	0.00332052809	0.0049915175666	0.00790894905682	0.00497307824014	0.002606504874	0.00759107767594
a	0.008246074206	0.002137840966	0.00523555562	0.0960490806	0.574668402	0.222218574	0.0685294708	0.01308111574	0.00410296782	0.002504991266	0.000788724566	0.000464667854	0.0002988452836	0.0002192945098	0.00077664863	0.0002132544248	0.00025640852998	0.0002081020832
e	0.01096398992	0.0022310618	0.002522095546	0.0353330326	0.508739856	0.245520576	0.1108191272	0.04417775172	0.0147067110132	0.006641456094	0.0035929084718	0.00256022300968	0.00248869947	0.0026320071525	0.00215219807836	0.00145412245883	0.00135677473659	0.00210740943956
p	0.003560821626	0.001903977908	0.002324061618	0.01736524394	0.416767918	0.244306204	0.1560627532	0.07086440006	0.032337151072	0.016628368126	0.0086302922912	0.006428353512	0.0058212974543	0.00652234574	0.00266990973155	0.0018859750295	0.00163533145391	0.00428560505611
u	0.001375119348	0.001539955127	0.006642778012	0.0446600126	0.2971643	0.430450376	0.118996846	0.051483956	0.02040434584	0.00862351398	0.003740865034	0.002242528166	0.003306023336	0.0018381002826	0.0017006929716	0.0011933408894	0.0029444690974	0.00169277828903
l	0.0031262065516	0.0011367572194	0.0022526862628	0.007931912928	0.403089816	0.3325568	0.165169656	0.0663405704	0.00983276404	0.003701344466	0.0015393335172	0.00094110038652	0.000432658442	0.00041473106379	0.000317424782516	0.000274010706568	9.96588746086e-05	0.000842574901342
ò	0.00163862765969	0.0027994060154	0.001945730946	0.03579270254	0.1707052888	0.34698012	0.2152807788	0.120739241	0.0271534422	0.01687025028	0.00573916306	0.014038095344	0.00432698538	0.0025999062186	0.003079994822	0.00209100003	0.0044469115106	0.0237723334507
o	0.003101740416	0.001015061504	0.00126507702	0.003821536348	0.1200130604	0.302561182	0.348929422	0.161081118	0.03085570966	0.0116443619	0.005592512148	0.0026910767154	0.0014603757556	0.0014791461488	0.00246474839724	0.0008072339034	0.000583129556774	0.00063355176776
s	0.000497738144	0.0010863609787	0.000723105295	0.0020785626606	0.0423210786	0.201619664	0.333968316	0.27935185	0.063795465	0.03066134308	0.00955822988	0.014045835418	0.009605736986	0.0038870428506	0.0028980786594	0.0013305285378	0.00120739954387	0.00136367401013
p	0.0010532883058	0.00124640510174	0.00106931416696	0.006483494146	0.052131086	0.269389686	0.331223608	0.186923501	0.0733278622	0.0283078344	0.01129060552	0.010903458772	0.006920817664	0.0043149348034	0.003665550242	0.0017960435058	0.00491485682667	0.00503763942896
ì	0.0133789326088	0.00123784715066	0.0011388235034	0.006937804496	0.0263516274	0.1676680156	0.484406788	0.104101371	0.083851651	0.0475569052	0.019266174212	0.01296586728	0.0073718738	0.0061183989616	0.007672101323	0.00303497996992	0.0026456389042	0.0042951985674
t	0.0008615001062	0.0002733228034	0.0003721896964	0.0026949958288	0.0190623874	0.134639644	0.288516832	0.356775106	0.1044100846	0.0490382595	0.01609014452	0.01194029225	0.003479953122	0.003107839379	0.00467676372246	0.0016715999476	0.00116448861697	0.0012246410782
i	0.00292186256156	0.00122338215838	0.001146658044	0.01628493049	0.0487600322	0.179124224	0.2769649	0.2274434312	0.1101173014	0.0438064454	0.01783594974	0.02071645436	0.00568697722	0.004747172052	0.004735355746	0.0035367469612	0.00850317495674	0.0264450227092
e	0.001117294886	0.000358312587	0.0016506592102	0.00116220155112	0.00342371406	0.0244640051	0.162643854	0.36390113	0.249043954	0.099467324	0.0405914548	0.0256014127	0.0081225049	0.005795335048	0.006608469406	0.002218375842	0.001055313308	0.0027747023668
p	0.0009025876766	0.0012253236774	0.0008770464182	0.001389383839	0.003043432766	0.00953540764	0.0689164948	0.351777466	0.230814904	0.118910422	0.0724602394	0.06302401076	0.02327608374	0.02219902954	0.016555703567	0.006755926792	0.00361743397013	0.00471910123516
u	0.0006751670982	0.0005471513489	0.0006379850102	0.0016344915656	0.0047202816	0.03465360052	0.1256708722	0.296217118	0.264579422	0.12578852	0.0435946458	0.0270353914	0.03064647206	0.01172230082	0.012423199884	0.005309934022	0.0075150449208	0.0066284024002
l	0.00075854005688	0.00087667626564	0.00124846801206	0.00062524384774	0.0041268712	0.01111205596	0.0803848974	0.488077212	0.19211764	0.116124841	0.0468616764	0.03255452852	0.01004079486	0.00481989588	0.00564056947	0.002082636996	0.00105368107712	0.00149381967895
ò	0.00083866218912	0.0008029858528	0.0004761234128	0.001195526576	0.00456326003	0.0156397392	0.082604746	0.2369442	0.231155424	0.150631398	0.064299573	0.0876979956	0.0359146954	0.01396963074	0.01933424954	0.01098328932	0.01605589404	0.026892611916
o	0.0004944661952	0.00056533445672	0.0004908644972	0.00032975871406	0.001040106816	0.00476823312	0.0417290796	0.26555477	0.200508246	0.212448557	0.1139105344	0.0658998212	0.0394383576	0.0174039064	0.023144445132	0.00758286164	0.002797063145	0.0018936104659
s	0.0002435163928	0.0010132544436	0.0003530543878	0.00026030852646	0.000483775778	0.002147278136	0.02389792802	0.1620270858	0.178230938	0.180422819	0.172263841	0.1249392042	0.0957343078	0.0235063976	0.02086802326	0.00746610462	0.0037276212854	0.0024145710726
p	0.0005898191332	0.000510391598526	0.000323160060008	0.00052946303778	0.0017266557892	0.006834229354	0.05246522596	0.1575175132	0.221700012	0.205710726	0.1135741116	0.098579218	0.0511889826	0.0255312686	0.02101637822	0.01102691812	0.020444957726	0.0107309273444
ì	0.00588319080664	0.000817658072584	0.0004223971654	0.00319169992852	0.0027072874056	0.012389208756	0.06833206076	0.0990290002	0.166797428	0.235362498	0.079420103	0.1641138128	0.044080016	0.02462867292	0.05100678165	0.011895926468	0.013665436738	0.01625684078
t	0.0004781783032	0.00027852382924	0.00026981121	0.000380579631	0.000753876294	0.002581584434	0.0177229	0.130222004	0.18390157	0.180338192	0.186033771	0.115322414	0.0730160804	0.0377184162	0.04167897302	0.01558201988	0.005691709727	0.008029413808
i	0.0011629185782	0.00073451097096	0.0006373715796	0.00139515844006	0.001193340442	0.00627208947	0.04607424198	0.151998774	0.16262805	0.174722895	0.1073056708	0.1118157372	0.0862158674	0.0326284516	0.0441590578	0.01321002268	0.033011481112	0.024834384872
p	0.001219250568	0.0002549929974	0.001103301798	0.0007122300772	0.0007964980512	0.0020117163068	0.006415031574	0.0356380075	0.1018227456	0.1538859792	0.230799056	0.1804292802	0.082146852	0.0939164898	0.0621265492	0.0287708188	0.00436157334	0.01358964471
u	0.00098354598374	0.00027330633024	0.0003116039594	0.00051560742732	0.00097743881694	0.0024607373748	0.011109426474	0.0525345578	0.124261162	0.189165174	0.117230702	0.142622511	0.1258047476	0.055387502	0.07555915484	0.02515784376	0.03665250338	0.038992506148
T	0.00046509245404	0.00073668549424	0.0007592967766	0.00069585994384	0.00087779540674	0.001932861424	0.005312084674	0.05348982126	0.0896402196	0.127540902	0.177579652	0.1914595474	0.1143147134	0.1008250534	0.06465253928	0.0462170064	0.014302273724	0.00919859674
r	0.00185505078978	0.00050826885656	0.000524709485	0.0005923763154	0.0006624811424	0.001531625569	0.015881067608	0.069454066	0.096934634	0.187018774	0.1185860322	0.1878169952	0.1174433872	0.062510697	0.0665484925	0.0238484632	0.0310468818	0.01723601096
i	0.00491360558204	0.00044942757149	0.00033638061064	0.00163110687748	0.00223246899984	0.0083458436908	0.029636263372	0.04383349906	0.0993469296	0.167250222	0.110659179	0.216792918	0.0725611688	0.0522552808	0.1187381462	0.022384778328	0.0179367716	0.03069603206
è	0.00083661666836	0.00021753816132	0.00034885356768	0.0003117589675	0.00050016883532	0.0008626143296	0.002493379026	0.01849425116	0.0421109192	0.1011691816	0.179435586	0.2052712102	0.1593105796	0.117971189	0.0798734127	0.0517714046	0.00887129858	0.03015003396
s	0.00037736425	0.0006281064786	0.0005321042616	0.00041946935126	0.000297380453	0.0004346076614	0.001394696056	0.01883193154	0.024080442	0.063566914	0.133429354	0.273577941	0.20480428	0.1048437722	0.03142769668	0.0635233577	0.05820736078	0.01962318556
