 	perché	aveva	lavorato	tutta	la	settimana	</S>
j	0.994948152	0.003968235294	0.00040971012296	2.7132210924e-05	3.3359995764e-05	0.000471958934592	0.000141413462942
a	0.92117231	0.0367143888	0.003988190154	0.0039540345943	0.00629438666866	0.00498141920275	0.0228953061842
t	0.784821816	0.19236078652	0.005867563831	0.00124155142516	0.00126929759494	0.00553989898366	0.00889909260907
ì	0.357275181	0.571244687	0.04843442108	0.0012809431392	0.00063683985748	0.0155788924668	0.00554903702264
ì	0.3985014648	0.584798668	0.01053817552	0.0002100901286	9.1417030988e-05	0.00578509062827	7.5051194112e-05
c	0.079897769092	0.75813413	0.1342662068	0.00724674407	0.0030676183954	0.0147372038631	0.0026503283267
h	0.0564640844	0.772611898	0.14597407794	0.005498193148	0.0010383828971	0.00368626583114	0.0147270484212
e	0.10708862786	0.608485263	0.2129661868	0.04619907102	0.0193305713636	0.0030838838624	0.00284634988538
p	0.022381873394	0.2285120872	0.716531836	0.0210103516	0.002427186794	0.00840359272288	0.0007331085231
o	0.02344071483	0.1830357294	0.663563792	0.0468523773	0.01025145936	0.069077468721	0.0037784330692
l	0.01654364332	0.0749768316	0.81181154	0.042961034	0.011333986808	0.024528535881	0.0178444661746
e	0.002950617332	0.02665503584	0.828584616	0.1027203619	0.01005682228	0.019320285446	0.009712296218
m	0.01368150659	0.01328061918	0.672782506	0.2703002886	0.02254616956	0.005277227874	0.0021316685968
ì	0.003951521588	0.01924272474	0.65634322	0.201958592	0.0071232014	0.09828331175	0.01309742782
s	0.032220525346	0.00881696948	0.459126804	0.4462889682	0.047662519	0.003385292232	0.0024989666006
o	0.0011871111348	0.006991263	0.430019078	0.499375562	0.03618833292	0.00609141956	0.0201471957466
n	0.03209836416	0.013801978314	0.1291885392	0.540352422	0.2427492952	0.0361412547	0.0056681827
t	0.001139229888	0.00757347545	0.1227954002	0.73303074	0.089642874	0.0264113429	0.019406923884
a	0.0019694074408	0.00130010537454	0.03765151236	0.736024552	0.1562100724	0.02104435934	0.045800050058
ò	0.00316633663	0.004939703434	0.05033924038	0.446802902	0.4074948	0.0732706662	0.01398635424
l	0.00157116136	0.003211813706	0.01154873978	0.3713114358	0.3631491488	0.222576172	0.02663153306
i	0.0006646681098	0.041266632572	0.00885838722	0.365765906	0.456148496	0.091592886	0.0357030302564
t	0.01517863364	0.012842740852	0.00876122367	0.0446256608	0.567966344	0.2514179672	0.099207444
i	0.0016775679568	0.015409228592	0.0045582676564	0.1888978188	0.487120928	0.182945608	0.1193905764
n	0.004163644794	0.0092482109592	0.006757430501	0.01498544879	0.397864488	0.418013516	0.1489672359
a	0.0098448538066	0.0352750957158	0.00523570947966	0.0494347632	0.40347945	0.290625118	0.206105008
d	0.004453601198	0.009142019508	0.00399943774	0.00808058872	0.2307932764	0.564943402	0.1785876701
d	0.0062759985512	0.018947749193	0.0028577419812	0.01429909582	0.1163981792	0.612501298	0.2287199496
o	0.0109756913383	0.004772861903	0.0029101274736	0.03300116724	0.2463448016	0.4519309878	0.2500643506
m	0.006975448194	0.007665433028	0.01930558446	0.03553898916	0.148529838	0.377135078	0.4048496214
à	0.005293486796	0.0159041576036	0.00295583092748	0.03613123158	0.124834981	0.557912318	0.2569680062
d	0.019131107238	0.005341142174	0.001465913104	0.0068045194	0.036502075	0.629368426	0.3013868384
a	0.001796888891	0.0137571070576	0.0018467400072	0.006373711436	0.04142721928	0.755870856	0.1789275028
</S>	0.03401089394	0.03164537822	0.032818822266	0.014472919194	0.07611139558	0.165796256	0.645144334
