 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.888289496	0.10881593394	0.001988236494	0.00027858442616	6.0751414934e-05	9.6136169108e-05	0.000115685477482	5.97226183027e-05	8.99709869158e-05	0.000133901566169	7.15136908854e-05
p	0.3367747512	0.597486165	0.016846732314	0.0062070241412	0.00741966399923	0.00990144776105	0.00734816113482	0.000574540069134	0.0022329997762	0.00988668804647	0.00532182747752
e	0.34474208202	0.5863867668	0.05704124996	0.004533351962	0.002616129382	0.0014383276246	0.0006077435846	4.297009252e-05	9.700951376e-05	0.000508285582434	0.00198607353813
t	0.2138227989	0.759347962	0.0182532588	0.0009321637248	0.002948526129	0.000577121662588	0.000859630853693	8.59148692477e-05	0.000535579873839	0.000166891115224	0.00247010758763
à	0.218423658144	0.691999176	0.06909926648	0.006631901074	0.0091023641132	0.0021441685832	0.00054259712186	0.0001332224979	0.00013162540151	0.000663600232187	0.00112837999803
c	0.07754727178	0.752084412	0.163949326	0.005515103208	0.00045835028926	0.00029032329715	4.04578855048e-05	2.49988197279e-05	1.72912380016e-05	2.38313664183e-05	4.86503093388e-05
i	0.0499478857	0.691558856	0.1095743318	0.010295267172	0.003852471304	0.00953728414	0.00163882709354	0.000232771699116	0.000353385310409	0.0161858190517	0.106823106445
a	0.13824121338	0.170812146	0.6266156912	0.05287360964	0.00602057635	0.003339278064	0.0010783017006	0.000473475391226	0.000255837271814	0.000135164710249	0.000154715461724
k	0.01124893104	0.0652306214	0.65633172	0.140637494	0.0545377303	0.03571713566	0.0142243353094	0.00596137063739	0.00279686971342	0.00226663497591	0.0110471273246
è	0.016102463496	0.040737093032	0.663287286	0.173593502	0.0502999954	0.03217676094	0.010954455428	0.0009052252412	0.0004994602666	0.00588493202374	0.00555882300863
c	0.0205674174424	0.0371257027	0.696855128	0.1802313852	0.04450233458	0.012935856326	0.00312171690246	0.00198734327137	0.00108626698486	0.000524511381837	0.00106236934436
c	0.116796459435	0.0735566672	0.314192108	0.3377572666	0.0628919555	0.0240581082	0.01265715379	0.003924403464	0.00081008855048	0.0076044784465	0.0457513019315
i	0.1240774034	0.077443976554	0.2085808768	0.1705667618	0.24056344524	0.07619993772	0.0338411151754	0.0206706330038	0.0112867197197	0.0173510445104	0.0194180660839
a	0.076384168998	0.021240325446	0.113899822	0.373959264	0.1981298496	0.184152222	0.01210075573	0.0112719714074	0.005596492522	0.002994662272	0.0002704341435
f	0.01450081243	0.019925709132	0.0434209454	0.2330933552	0.353594894	0.2159188978	0.0375488488	0.0227967836836	0.0193015279276	0.0056867752346	0.0342115035087
