 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.973932414	0.02339973632	0.000437680022	0.0006159333506	0.00077262556956	0.000140800656246	0.000168105066847	0.000134053815692	0.000177839614727	0.000220739359734
d	0.4910104544	0.32603342108	0.005539312202	0.011734699902	0.0037395902272	0.00498285121286	0.00401530961191	0.0125193153101	0.0195127436826	0.120912279808
e	0.32673293644	0.650468424	0.009666789568	0.0041808206448	0.001728264754	0.0005097731712	0.0003522634224	0.000401538666402	0.00339705515539	0.00256213398309
r	0.27436714772	0.646123518	0.02810157326	0.005153847754	0.00145931693	0.00456607359086	0.000897533169556	0.0127271945161	0.00225644773715	0.0243473758609
f	0.21643271796	0.717065758	0.030509023318	0.012953564974	0.005085205212	0.0016545927334	0.000509901907	0.0004442477608	0.00164660516895	0.0136983827286
ì	0.3268081233	0.509591164	0.0750561926	0.0614002974	0.01081420944	0.002438903006	0.00157301448	0.00049165381028	0.0109700083743	0.0008564323758
m	0.0478647575	0.674054168	0.2297165916	0.040426647	0.0030578974918	0.0034802046738	0.000476769216652	0.00014948654511	0.00060449488484	0.000168940755632
m	0.14276122814	0.539626292	0.0949511514	0.119225204	0.03434735454	0.01791835852	0.018808584074	0.00431115056668	0.0031333954915	0.0249172748692
u	0.26564604286	0.4662276772	0.124843296406	0.04563761886	0.027997050406	0.0208590838771	0.008353465346	0.0332436008668	0.0058814215596	0.00131075806326
e	0.042351492348	0.1204560714	0.5258943394	0.200895236	0.0492179902	0.03390886896	0.0133588428576	0.00816134538446	0.00516065940059	0.00059510749846
n	0.02869356252	0.0960960062	0.3584162744	0.26330458	0.204029012	0.0152657569	0.006032736152	0.0055905413708	0.00233283192235	0.0202387198858
è	0.104773644654	0.0274101645	0.15509356944	0.358890446	0.282177524	0.02732346112	0.01761573298	0.00204513574	0.01781712434	0.006853193606
e	0.021774132424	0.01520480044	0.1939981409	0.409720442	0.31232421	0.03893617232	0.00411841614	0.0018771377212	0.00099704900294	0.00104952634038
r	0.00626284404	0.00872523234	0.09722470604	0.1634086094	0.665506674	0.0359482624	0.015943192304	0.00241182498	0.0014127765452	0.0031558361168
t	0.0277542889852	0.006757460634	0.0271830499	0.2401732502	0.551471812	0.0789976702	0.04549791452	0.003087523024	0.00975323399544	0.00932385197906
o	0.00902092284552	0.003711122611	0.05322138372	0.1398356848	0.579782636	0.1168619102	0.0656738716	0.01449339689	0.0057527667044	0.0116462996186
m	0.0079566059	0.023180981116	0.01148573016	0.0659174194	0.3688454852	0.447814946	0.05569874306	0.00941159489	0.00524714750508	0.00444131669018
è	0.009999682234	0.001712609716	0.0085166159	0.0520706573	0.459892924	0.248721695	0.1821043948	0.00710309164	0.007071320316	0.0228070143
n	0.0061988962092	0.001565911016	0.00597308688	0.02012536682	0.1981211308	0.64296202	0.10842383348	0.01242195566	0.0035404516452	0.00066732350468
a	0.0067439491474	0.0013232133876	0.00750192544	0.081111364352	0.1843676528	0.4118302453	0.27207902	0.013035541306	0.004138531626	0.017868573954
m	0.00867016556	0.006108131026	0.007281078992	0.0089878451	0.03792011664	0.7074592	0.1837615904	0.0328069644	0.005198521554	0.00180641039
à	0.02945051144	0.001598055777	0.01631323882	0.00558926478	0.0702749116	0.45945358	0.372467792	0.0189067272	0.00681929198	0.01912667484
i	0.0016522525	0.000990182	0.00222238552	0.0040095191	0.02024116766	0.568106448	0.303628424	0.0863451638	0.009324012692	0.003480444022
e	0.0098556678	0.010135888638	0.002607663036	0.008861653134	0.02240687516	0.2610400882	0.410635986	0.2260735444	0.0274324452	0.0209502573
t	0.0054770376	0.014620583302	0.001736763446	0.003078529822	0.01337028316	0.111746569	0.34872945	0.361197136	0.101176404	0.03886720892
t	0.0087633661802	0.0054513811336	0.0030955372346	0.0061081541152	0.00870364626	0.07271548412	0.5374096	0.1915474452	0.10995110094	0.05625427632
ù	0.003274867722	0.00297636211899	0.00521964786092	0.0089303636052	0.003947065372	0.08625366552	0.443279256	0.1474108814	0.105871454	0.1928364674
k	0.000875449706	0.002868748251	0.001061369106	0.001513967302	0.002502113434	0.0759590764	0.252872848	0.468279388	0.1388797964	0.055187254374
ù	0.0036380138792	0.00073323915614	0.0029261020052	0.0034828304292	0.002520893628	0.03015300778	0.3228922032	0.2547446056	0.282417327	0.09649177166
n	0.00440862242	0.001114727898	0.001612454314	0.0021436212	0.003354923114	0.016964592	0.0857172416	0.444624862	0.317419086	0.12263985126
d	0.0038119257062	0.00058776927566	0.0023492442306	0.002428898111	0.002035901478	0.014367484642	0.275611721734	0.22762401484	0.3640605826	0.10712245608
u	0.0178912518812	0.0136655895142	0.00432788914228	0.0036034153238	0.00888946579	0.025675225364	0.1617050763	0.2047422114	0.181097081	0.3784027516
m	0.000984066626	0.006153094864	0.0069236290748	0.004863202548	0.00807674296	0.013844416182	0.073399237634	0.2601044992	0.184111714	0.4415393812
è	0.013458139981	0.0012480096248	0.00276680520064	0.00297660490786	0.001311368724	0.007121036682	0.048338116266	0.30863391412	0.346205366	0.267940646
n	0.00257109516	0.0021743447746	0.002834174056	0.00568458031	0.002741892744	0.009927355354	0.016220992948	0.1918074704	0.44187224	0.32416584318
a	0.007018348948	0.0028285093063	0.00254834193074	0.003487772864	0.0024730618952	0.00284683756	0.034853868886	0.19620354836	0.461733408	0.2860062816
</S>	0.00607725896	0.009728015244	0.013747563954	0.014025589162	0.006983958532	0.020942323118	0.03134613932	0.11980660717	0.2169146136	0.560427901
