 	dovevo	comprare	il	pane	ogni	giorno	</S>
ì	0.841711352	0.13634426912	0.0168251006324	0.0015353019845	0.00152715484778	0.000831736784	0.00122508284163
c	0.840537902	0.140857370768	0.00405738226218	0.00161498363996	0.00163745847238	0.000370471347231	0.0109244342833
h	0.6447311292	0.265889769424	0.0686032861298	0.0153669087915	0.00080001043914	0.000572977459257	0.00403594814143
a	0.697752882	0.23567029694	0.017663214917	0.0405874872536	0.00118953945077	0.000471380940934	0.00666516196591
n	0.576312511	0.40974690486	0.012239484858	0.001108411886	0.0002814773269	4.53979798e-05	0.00026577827396
a	0.2155107183	0.7072722932	0.070856408212	0.00236079488	0.0005551251688	0.00212240863294	0.00132223558084
a	0.22696598414	0.6664013552	0.09277546946	0.0114202695626	0.001671811452	0.0004112185593	0.000353937611
g	0.20888844406	0.4744936399	0.2350076018	0.0594088296	0.008305546898	0.001141777816	0.0127541527572
o	0.056896544892	0.55757846	0.2849764062	0.08480125822	0.00581189036	0.0039447034194	0.0059907221184
r	0.0220576982	0.3570308912	0.2563256548	0.19207823597	0.013484315144	0.0287363541914	0.130286860895
à	0.02781697472	0.204607698	0.3241100252	0.298261122	0.04127341774	0.040329012066	0.06360180602
s	0.01634705146	0.0336165907	0.491175292	0.376288074	0.0718676694	0.00454598114	0.006159361106
o	0.00421651328	0.14023977034	0.561257474	0.25568544906	0.0145605766	0.007477874911	0.0165623501745
o	0.038421617148	0.00916693557	0.415861206	0.354011478	0.1512989172	0.022232231796	0.009007629748
s	0.03534913004	0.006027286426	0.0905055166	0.4161559226	0.380565404	0.0271491344	0.04424756255
s	0.004401662772	0.005363828354	0.097042996	0.56479068	0.209309818	0.0803992394	0.0386917555
o	0.00835860856	0.0063434002358	0.18352993746	0.588179542	0.0800434484	0.0465628054	0.08698221816
m	0.021488598322	0.004300720456	0.0242041663	0.2501184856	0.49235184	0.1539461908	0.0535899822
ì	0.02610174004	0.002149057656	0.02848752894	0.472287588	0.240938105	0.117250165	0.1127857762
k	0.0046111777052	0.0008250420754	0.006993582464	0.123179800188	0.54858037	0.2728326756	0.04297736972
a	0.007515163656	0.001031741182	0.00562528952	0.0798505505	0.41452147	0.3580440186	0.13341176856
m	0.040002628726	0.00500845937632	0.027665401441	0.05949995824	0.2755812092	0.397026446	0.1952158926
è	0.0109152681864	0.001620700216	0.003086042904	0.0299787408	0.1304969432	0.5340750872	0.289827217
r	0.0087060708902	0.0023475059204	0.002446490318	0.018939004114	0.1247757992	0.73309184	0.1096932636
i	0.0115360723275	0.0010344516046	0.0025559974342	0.007255322573	0.0601377891	0.773366668	0.1441136522
</S>	0.083362657344	0.0047427118	0.019451920004	0.012634332	0.05007307326	0.236080806	0.5936545148
