 	la	pasta	vuole	sale	</S>
i	0.993238312	0.0044020408	0.00079329838052	0.00094364770444	0.00062271470534
p	0.680134712	0.293084723	0.01509163678	0.003556563456	0.0081323452152
à	0.548832544	0.2918960888	0.0617965504	0.05623774989	0.041237099348
s	0.268221836	0.637593578	0.0757867652	0.004456623499	0.013941248769
t	0.039692209	0.739390204	0.1360624134	0.06090563901	0.0239495427609
a	0.0849012685	0.82285471	0.0668492192	0.006297263464	0.019097507789
t	0.03877058242	0.31636219	0.576866505	0.02851378646	0.03948693946
è	0.001560451988	0.03446746788	0.85912318	0.0788875906	0.025961317352
l	0.01769974082	0.0302126714	0.767737502	0.1619366848	0.02241337174
i	0.000781798952	0.04380114062	0.777576574	0.1394521168	0.038388366282
à	0.0412767906	0.00833812188	0.221621248	0.583649108	0.14511475
l	0.005911242592	0.004807486932	0.0663003186	0.814152994	0.1088279786
a	0.0007839263246	0.002859609412	0.1250065234	0.74162148	0.1297284773
</S>	0.020063335	0.002726720118	0.0254094433	0.403188544	0.5486119514
