 	i	bambini	non	possono	mangiare	non	possono	mangiare	il	gelato	prima	di	mangiare	</S>
a	0.851537508	0.1460327349	0.000813551688	0.000632244866	0.0001553538099	3.11659714e-05	3.876622754e-05	6.94092651728e-05	3.27677921705e-05	0.00013738159911	4.78788520311e-05	0.000199077392437	0.00021146008114	6.06645359838e-05
p	0.3355010692	0.6005762792	0.005815813092	0.0195578572684	0.00513016287927	0.0046387829248	0.00635844889254	0.00505447974111	0.00249924257382	0.00298975275588	0.00170636176219	0.00234735600833	0.00488053740908	0.00294386724923
e	0.30747633314	0.5855693948	0.066039613466	0.029949474774	0.0034419930126	0.00202297111323	0.0020558740448	0.00056716195954	0.00020765307854	0.000713209838786	4.278704276e-05	4.3290282672e-05	0.000350649103622	0.00151960111574
t	0.17020342206	0.767317864	0.017133033	0.030111969668	0.0025632621658	0.000914550128	0.00180489419794	0.000387982682333	0.000801586595409	0.00012436655859	0.000211173000395	0.00632216788392	0.000189573688974	0.00191417944489
ì	0.160456134508	0.717721626	0.037891875676	0.06150877434	0.01101896772	0.00312791942248	0.0037647321736	0.00122111288364	0.000224412470672	0.00192463727373	9.1245162586e-05	4.25371820494e-05	0.000407869544096	0.00059815501747
a	0.049194604044	0.73925312	0.19701364894	0.01304388778	0.000910988152	0.000393561689	4.038187052e-05	5.006750757e-05	9.31145482396e-06	1.92050963714e-05	4.84247397353e-06	4.30833307058e-05	1.32271338822e-05	1.00717339274e-05
e	0.00818439802	0.339764372	0.3811604822	0.1692202982	0.0422110986	0.008533946008	0.0062843075306	0.0053247658255	0.00435804899253	0.000382180128828	0.0026007563581	0.0201510857109	0.00214016270944	0.00968411605089
s	0.00608190044	0.1775558278	0.2886622492	0.33090161	0.066686770634	0.01426825304	0.0051518018	0.005744383427	0.00405691851666	0.00061958721568	0.00346588943373	0.0505933592949	0.00647807392143	0.0397333711645
ò	0.009124035734	0.14751724	0.0911700464	0.552328962	0.0898609328	0.01843769147	0.02067724968	0.016363670134	0.001562123129	0.0280374722289	0.0004783015092	0.00305719395879	0.0151040793094	0.00628100168679
z	0.011377720162	0.061398488	0.22841085066	0.553649916	0.0817806968	0.01669121723	0.00859357252	0.00723591634828	0.00241296619173	0.0007632375204	0.00117084485543	0.018756028496	0.00336062260599	0.00439795713954
u	0.0118762495	0.0375239995	0.23534138474	0.4336618068	0.188062984	0.03118191026	0.020064490648	0.01606272992	0.00173086273074	0.0153476024229	0.00056934515894	0.00036760320492	0.000741426167144	0.00746757843149
n	0.007982824992	0.0086501875	0.20905614928	0.3161251326	0.369019682	0.0533838234	0.018924336	0.00500077666	0.0018798506744	0.0020782518768	0.0052064918084	0.0010123127981	0.000438644795486	0.00124153875012
e	0.006408732703	0.0086736468414	0.08874455172	0.326679226	0.398183604	0.05190507404	0.0423290636	0.0245502176	0.003649809348	0.036521437768	0.00078460661	0.0004542581548	0.0054416451524	0.0056741215464
f	0.0031278871836	0.006869028326	0.02058598476	0.1653781918	0.626773912	0.0994174078	0.05054318	0.00972332096	0.0033925390512	0.002309408634	0.00322560703669	0.00167282214899	0.00079011082264	0.00619063774934
à	0.001127168812	0.003973865822	0.01610815366	0.2829740654	0.476639656	0.0542422518	0.070823045	0.03457688438	0.006918453088	0.0381567326104	0.001708920218	0.0009900506832	0.0058368238928	0.0059239245852
