 	la	donna	è	capace	pulire	deve	pulire	la	casa	ogni	giorno	</S>
e	0.964928714	0.033462408654	0.0008888628766	0.00022214860612	3.6328710164e-05	5.389891244e-05	2.14667370752e-05	2.04402261002e-05	2.27098456369e-05	4.2083395345e-05	0.000136551546538	0.000164378425846
j	0.52636801	0.4243961696	0.01472366854	0.0170418273546	0.00139956704936	0.00334718351998	0.0007079439752	0.000477153583598	0.00104253176675	0.00208877673134	0.00302184259482	0.00538534165786
i	0.4425246226	0.5194719312	0.02684213415	0.003539148734	0.0010513831874	0.00047423944813	0.00018913113368	0.000156996452752	0.000214600135332	0.000613210950601	0.000175933687904	0.00474664794438
n	0.1805683728	0.735737782	0.0299158696	0.001402013334	0.00090444642666	0.00041406622068	0.000652170045841	0.000316737356376	0.000508044914518	0.00201286778145	0.000968159950492	0.046599464595
è	0.1306397808	0.648788728	0.1723278052	0.031941221846	0.0026915034854	0.00088306568732	0.00069675110766	0.0005849950576	0.00072739153708	0.00269603151659	0.00234645526181	0.00567624873872
k	0.02669405494	0.79444105	0.175507899	0.00284507028	0.000298713352	0.0001348900782	1.2812541608e-05	5.398923998e-06	2.8501004764e-06	1.79637136439e-05	3.04526422051e-06	3.62493331766e-05
a	0.06010804782	0.71531127	0.172402538	0.03537399296	0.006374951066	0.002111651151	0.00114584002832	0.000262228131468	0.00013852542808	0.000154102365874	4.246148922e-05	0.00657438211056
è	0.03171852124	0.1367938424	0.763639146	0.05570572934	0.00781398682	0.002877088824	0.000280936031	0.0001070531503	0.00010993128512	0.000445997320649	3.59776685272e-05	0.000471760541976
n	0.005706427714	0.25587693378	0.564764606	0.14030353694	0.011935382653	0.00189090749	0.0012968835516	0.00087700030032	0.00106482852978	0.00601422483047	0.00235069684984	0.0079185621533
e	0.0356846948008	0.1836908832	0.5030055964	0.2479513529	0.0198070219	0.003463930448	0.0010784049652	0.000272220049	0.0001631174872	0.0002405417287	7.67252508e-05	0.0045654808812
