 	se	vieni	ogni	giorno	a	casa	mia	compra	il	pane	</S>
a	0.93697173	0.0596351658	0.001706274281	0.0003867651742	0.00021433855742	0.00018909800414	4.03955217652e-05	0.000597265495	7.65974943925e-05	5.92291455901e-05	0.000123106582059
n	0.2805854736	0.579554948	0.0312480105	0.005555640502	0.00189062993496	0.00130033797633	0.000798916034286	0.00458391872906	0.00125472094426	0.00685419710968	0.0863732363268
è	0.01498999556	0.939077326	0.035354037	0.00311305856	0.001483696658	0.0011281580512	0.0001366792014	0.0004493291459	0.00014004644372	0.00012380595271	0.00400390805154
r	0.00898553182	0.865044038	0.1013431788	0.01701710442	0.001710523375	0.0010642510926	0.00090325036714	0.00017235171354	0.0013310885754	0.000824941256177	0.00160378478871
k	0.05334640682	0.678084896	0.1984656352	0.03695654882	0.0047658876992	0.0051981918296	0.000776194647652	0.000706727393252	0.000200712230317	8.1658026544e-05	0.0214171108871
e	0.04671183504	0.513743996	0.3051663112	0.0521913549	0.009887431754	0.004499498564	0.0121595057996	0.0007562559076	0.0426442227548	0.00828751932929	0.00395209022663
s	0.002522974398	0.1333030322	0.797862858	0.0582154414	0.00401341052	0.002324601848	0.000204798657	0.0006399401604	0.00048248609052	0.000342271576048	8.8150760394e-05
e	0.0314199907148	0.2601672854	0.57285469	0.1133844998	0.00875530384	0.007984875356	0.000965658572	0.0030580628686	0.000320913608376	0.00041526526154	0.000673447874759
k	0.002892301762	0.01824281168	0.74950033	0.20874199	0.012149987816	0.003679654412	0.00081485833426	0.00158199660694	0.0010584828783	0.000571581783007	0.000765974050766
a	0.010485335704	0.0516100388	0.49352593	0.358024007	0.0489468694	0.0214888451	0.001086007076	0.012505896406	0.0002519894598	0.00031153894606	0.00176354192316
i	0.004021989412	0.008842924104	0.340348944	0.567822048	0.054009375	0.01222440664	0.002471757174	0.0034795954776	0.000793488971236	0.00102602597479	0.00495945124013
m	0.02060018642	0.011466767494	0.0854851952	0.637099654	0.1505913405	0.046592668686	0.01160701778	0.0288524610194	0.00397197596398	0.00109190770438	0.00264080766117
è	0.01444285372	0.00864670428	0.1177080844	0.483605522	0.2517620528	0.094669614	0.01460141612	0.01134413988	0.00102626002	0.0009004825251	0.001292859392
