 	se	avessi	visto	le	nuvole	avrei	capito	che	pioverà	</S>
a	0.89132171	0.09405797728	0.011087263498	0.0004567151176	0.0017296248043	0.00049271202402	0.000143572042333	0.000235172135754	0.000266214514071	0.000209040033243
n	0.31162043338	0.41347035	0.0786633594	0.015365252364	0.0128581015347	0.0127206567075	0.0163588729728	0.00359257944115	0.010772698242	0.12457772926
ì	0.01437208776	0.6722448178	0.294135947	0.0078220712	0.00426338421	0.0019570404356	0.00058692600536	0.00035835763965	0.000912520400828	0.00334685254557
c	0.011609996786	0.631401824	0.3278711442	0.00823947392	0.0060931861974	0.0099981139394	0.00247229053081	0.000261712812154	0.000219431350886	0.0018327978715
h	0.02206614026	0.61248078	0.254532522	0.01716457174	0.015922127026	0.0109295328576	0.0103378634398	0.00114509049794	0.000820534929368	0.054600719846
a	0.02595092516	0.584551718	0.307405506	0.02273099604	0.015418957276	0.00164504301792	0.0280222153188	0.00711510999464	0.00663064737354	0.000528883271386
d	0.002389483594	0.2190826428	0.723662242	0.045803196	0.003538030238	0.0022803326248	0.0003252441149	0.002415101859	0.00045322710338	5.05344045208e-05
ò	0.0164668757902	0.090606335	0.648005446	0.1355875772	0.0527420145	0.019451885536	0.006290852738	0.00717675821723	0.021621748237	0.002050493884
n	0.003110934892	0.137788477	0.562063948	0.254049471	0.03279025912	0.00754878997	0.00130420280994	0.000969224412818	0.000212500043842	0.000162172418692
t	0.030960176908	0.0307513734	0.538387664	0.301917754	0.0515133534	0.01411188818	0.008415358516	0.00363189768324	0.00597919498554	0.0143313431143
a	0.02136820774	0.06280767404	0.3209734008	0.293550266	0.11675705674	0.011465950304	0.108969424251	0.0424834266566	0.0132966507601	0.0083279650547
t	0.004991247485	0.00668363518	0.0908173518	0.71445693	0.148840438	0.02215786772	0.00391604402	0.006312577149	0.00151030093322	0.0003136196017
a	0.00397443305648	0.006487109916	0.1981698278	0.478588652	0.231924242	0.0349182944	0.009721622036	0.00491204181708	0.0212584154568	0.0100453908338
s	0.0151733251488	0.006196343508	0.03332605594	0.447976495	0.40665802	0.0732241128	0.007519858732	0.0040994721066	0.00101205463499	0.00481425805695
ì	0.0039215362112	0.002584134458	0.053384883068	0.299445208	0.539149168	0.0791528648	0.00858231202	0.0020808011506	0.0075999555966	0.0040991518702
n	0.0589124708944	0.004330353832	0.009028728746	0.1827349378	0.58645142	0.144314822	0.009614806234	0.0028725752428	0.00110130550767	0.000638618428833
n	0.002069041529	0.003964705062	0.0221109722	0.274000028	0.562315554	0.080702581	0.033179192946	0.0041987982016	0.0037288247124	0.0137302789767
e	0.01494389942	0.0434073085536	0.0066869265458	0.1267385636	0.616789194	0.0507821404	0.04234453762	0.0372468595668	0.0255804864463	0.0354801407015
f	0.00226803413	0.00173336784	0.002919285792	0.0454979024	0.45725363	0.390836084	0.0660850228	0.02482686085	0.0060095772948	0.002570235862
a	0.00354476737	0.00612207935	0.009953559472	0.0543156316	0.645473598	0.1874491826	0.04654014244	0.01126711212	0.020151030432	0.0151828865236
ì	0.00706707345	0.0034032477366	0.0020638716774	0.016432791436	0.187810812	0.639179174	0.092183649	0.03369086817	0.010098739296	0.0080697797502
c	0.00258935704	0.003407658052	0.003831555775	0.008858684328	0.1885844358	0.66677204	0.09520055006	0.020419044184	0.0063527749226	0.00398386454
h	0.00375409310236	0.0158227631916	0.0113941653028	0.03476596022	0.321598738	0.37252964	0.15246176512	0.02340933442	0.02350523122	0.0407583244384
a	0.051691316866	0.035273529344	0.001803823588	0.01748281502	0.2421193662	0.2291490736	0.2271972442	0.09453441418	0.0636103145368	0.0371380901128
