 	la	casa	la	costruirono	i	muratori	</S>
o	0.98255136	0.01570059686	0.0007222717184	0.00074597170032	3.1787802898e-05	5.5898760622e-05	0.000192173159852
s	0.541569652	0.417068596	0.01507870962	0.001769520626	0.00185961962024	0.0107746936227	0.011879227569
p	0.2558732316	0.714638992	0.013889133	0.003472848926	0.0002680373874	0.00413264050232	0.00772510332689
ì	0.077668376	0.877945594	0.0322534996	0.002362174054	0.00462856550202	0.00429636167598	0.00084539986983
t	0.05046060692	0.868382926	0.0790324006	0.0011903941516	0.00047376249708	4.77725555e-05	0.00041212131403
i	0.073841531	0.596474508	0.279864151	0.02498898724	0.0059597165174	0.013845814824	0.00502531083842
o	0.06878214494	0.3553419772	0.54383133	0.0106508254	0.016872132006	0.0013563445286	0.003165213276
f	0.00973566878	0.0855104652	0.811351094	0.0558511516	0.02457159178	0.00162432397	0.0113557397907
a	0.00697365521	0.0993047466	0.718443668	0.151831668	0.006471006848	0.01054628573	0.006428979248
b	0.022114398642	0.0509536259	0.683319658	0.2146558242	0.019348869	0.0009584427204	0.00864918817452
b	0.00308000606	0.01785528534	0.429967358	0.48685684	0.01642339868	0.03186153422	0.0139555967
r	0.080821449646	0.04001389612	0.46615801	0.3770681106	0.01748599812	0.01326529684	0.0051872272374
i	0.069221093686	0.06267425508	0.363889854	0.4072320378	0.03653210912	0.041663354312	0.018787256172
k	0.0553552275218	0.016855129866	0.196738308	0.2942396048	0.285735483	0.11753454896	0.03354171496
è	0.0167216165	0.005544352074	0.1326356814	0.661718702	0.0919806674	0.07599072876	0.015408221
t	0.122128037324	0.03627849364	0.1122540162	0.4144685382	0.292366881	0.01703573054	0.00546829926
s	0.00597723239	0.002925975704	0.1637166444	0.55999277	0.1675887634	0.0586433174	0.04115532659
a	0.0305700720726	0.015900115448	0.0473473258	0.433714622	0.34258189448	0.02623860354	0.103647351258
n	0.012249839226	0.010339904642	0.01042473946	0.1034100076	0.774779168	0.0586949448	0.0301014078
e	0.0014483897542	0.00405138122476	0.009729582128	0.1926379226	0.4338734426	0.3140894432	0.0441698493
e	0.01656918102	0.011278513226	0.024963827758	0.02133936111	0.667836488	0.2137524052	0.0442602426
f	0.01107098828	0.009822843504	0.007225107914	0.03588093384	0.579893488	0.25645127	0.09965539728
a	0.0015931105312	0.00378005110354	0.002442410992	0.01895217086	0.2711490004	0.606284306	0.0957989499
b	0.020061671476	0.0212548417	0.029685169	0.009351509328	0.260810984	0.542554034	0.1162817552
b	0.0014510187232	0.0032349986164	0.001601903946	0.0123527897	0.1448144428	0.69298689	0.1435579806
r	0.0219206118034	0.015239137408	0.015396396816	0.02375023172	0.1276541856	0.579261337	0.2167781125
i	0.0234626510257	0.0242570970808	0.03169384649	0.05607154874	0.15009755692	0.5313285336	0.18308872774
k	0.00488979174	0.0032711692	0.0045385122	0.00412328576	0.0890700814	0.4229049434	0.471202218
a	0.002522137294	0.009016828234	0.0029557093826	0.02583030788	0.03439251706	0.60831307	0.316969497
t	0.037629818	0.035857624288	0.00793464034	0.01926942968	0.05795534886	0.48640037	0.3549527571
ù	0.0032158334578	0.00300211820656	0.0011486173897	0.0052315604574	0.005512626214	0.732059338	0.2498298994
r	0.00968404462	0.00947427662	0.0041478296	0.005583334392	0.019861926	0.68253151	0.26871709
i	0.0012789142852	0.0040401540004	0.001549169578	0.0054787117296	0.008080056552	0.906767914	0.07280505899
</S>	0.01853335662	0.01609590096	0.0164303598	0.01674878562	0.10347485944	0.257835335	0.570881398
